measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,15.333,122.0,122.0,2.166,17.0,17.0
2003-02-01,14.355,114.0,114.0,2.027,16.0,16.0
2003-03-01,13.868,110.0,110.0,1.959,16.0,16.0
2003-04-01,13.278,106.0,106.0,1.875,15.0,15.0
2003-05-01,13.472000000000001,107.0,107.0,1.903,15.0,15.0
2003-06-01,14.058,112.0,112.0,1.986,16.0,16.0
2003-07-01,16.211000000000002,129.0,129.0,2.29,18.0,18.0
2003-08-01,16.436,131.0,131.0,2.322,19.0,19.0
2003-09-01,14.242,113.0,113.0,2.012,16.0,16.0
2003-10-01,14.768,118.0,118.0,2.0860000000000003,17.0,17.0
2003-11-01,15.157,121.0,121.0,2.141,17.0,17.0
2003-12-01,15.821000000000002,126.0,126.0,2.235,18.0,18.0
2004-01-01,7.958,75.0,75.0,2.164,19.0,19.0
2004-02-01,2.3080000000000003,22.0,22.0,1.4240000000000002,13.0,13.0
2004-03-01,1.836,17.0,17.0,1.252,11.0,11.0
2004-04-01,4.3340000000000005,41.0,41.0,2.624,23.0,23.0
2004-05-01,8.241,78.0,78.0,1.497,13.0,13.0
2004-06-01,4.088,39.0,39.0,1.845,17.0,17.0
2004-07-01,22.6,213.0,213.0,1.657,15.0,15.0
2004-08-01,2.717,26.0,26.0,0.521,5.0,5.0
2004-09-01,8.721,82.0,82.0,1.462,13.0,13.0
2004-10-01,1.655,16.0,16.0,2.581,23.0,23.0
2004-11-01,2.192,21.0,21.0,3.1340000000000003,28.0,28.0
2004-12-01,10.35,98.0,98.0,1.84,16.0,16.0
2005-01-01,15.315,163.44,163.44,0.0,0.0,0.0
2005-02-01,5.2620000000000005,56.16,56.16,0.0,0.0,0.0
2005-03-01,5.832,62.24,62.24,0.0,0.0,0.0
2005-04-01,7.064,75.39,75.39,0.0,0.0,0.0
2005-05-01,6.561,70.02,70.02,0.0,0.0,0.0
2005-06-01,8.515,90.87,90.87,0.0,0.0,0.0
2005-07-01,8.668000000000001,92.5,92.5,0.0,0.0,0.0
2005-08-01,10.182,108.67,108.67,0.0,0.0,0.0
2005-09-01,6.665,71.13,71.13,0.0,0.0,0.0
2005-10-01,7.402,79.0,79.0,0.0,0.0,0.0
2005-11-01,5.9510000000000005,63.5,63.5,0.0,0.0,0.0
2005-12-01,12.582,134.28,134.28,0.0,0.0,0.0
2006-01-01,5.171,53.0,53.0,0.0,0.0,0.0
2006-02-01,2.706,28.0,28.0,0.0,0.0,0.0
2006-03-01,2.273,23.0,23.0,0.0,0.0,0.0
2006-04-01,4.354,45.0,45.0,0.0,0.0,0.0
2006-05-01,4.07,42.0,42.0,0.0,0.0,0.0
2006-06-01,3.6990000000000003,38.0,38.0,0.0,0.0,0.0
2006-07-01,5.3580000000000005,55.0,55.0,0.0,0.0,0.0
2006-08-01,5.198,53.0,53.0,0.0,0.0,0.0
2006-09-01,2.388,24.0,24.0,0.0,0.0,0.0
