measured_on,Wind Generation,Wind Quantity Consumed For Electricity,Wind Total Fuel Consumed
2017-03-01,158.433,1460.0,1460.0
2017-04-01,136.321,1256.0,1256.0
2017-05-01,122.218,1126.0,1126.0
2017-06-01,101.368,934.0,934.0
2017-07-01,56.754,523.0,523.0
2017-08-01,53.158,490.0,490.0
2017-09-01,93.577,862.0,862.0
2017-10-01,145.501,1341.0,1341.0
2017-11-01,135.735,1251.0,1251.0
2017-12-01,133.935,1234.0,1234.0
2018-01-01,800.482,7288.0,7288.0
2018-02-01,552.275,5028.0,5028.0
2018-03-01,694.467,6322.0,6322.0
2018-04-01,683.956,6227.0,6227.0
2018-05-01,491.013,4470.0,4470.0
2018-06-01,552.732,5032.0,5032.0
2018-07-01,329.818,3003.0,3003.0
2018-08-01,396.793,3612.0,3612.0
2018-09-01,543.492,4948.0,4948.0
2018-10-01,544.281,4955.0,4955.0
2018-11-01,614.706,5596.0,5596.0
2018-12-01,638.985,5817.0,5817.0
2019-01-01,786.852,7007.0,7007.0
2019-02-01,618.247,5505.0,5505.0
2019-03-01,899.377,8009.0,8009.0
2019-04-01,951.944,8477.0,8477.0
2019-05-01,684.696,6097.0,6097.0
2019-06-01,544.275,4847.0,4847.0
2019-07-01,540.997,4818.0,4818.0
2019-08-01,388.096,3456.0,3456.0
2019-09-01,740.665,6596.0,6596.0
2019-10-01,885.885,7889.0,7889.0
2019-11-01,916.432,8161.0,8161.0
2019-12-01,893.534,7957.0,7957.0
2020-01-01,665.491,5834.0,5834.0
2020-02-01,802.875,7039.0,7039.0
2020-03-01,801.201,7024.0,7024.0
2020-04-01,797.348,6990.0,6990.0
2020-05-01,705.272,6183.0,6183.0
2020-06-01,827.283,7253.0,7253.0
2020-07-01,453.198,3973.0,3973.0
2020-08-01,612.467,5369.0,5369.0
2020-09-01,788.99,6917.0,6917.0
2020-10-01,881.042,7724.0,7724.0
2020-11-01,1008.068,8838.0,8838.0
2020-12-01,777.765,6819.0,6819.0
2021-01-01,936.984,8287.0,8287.0
2021-02-01,798.4,7061.0,7061.0
2021-03-01,1143.141,10110.0,10110.0
2021-04-01,1099.081,9720.0,9720.0
2021-05-01,988.096,8739.0,8739.0
2021-06-01,672.969,5952.0,5952.0
2021-07-01,469.611,4153.0,4153.0
2021-08-01,648.868,5739.0,5739.0
2021-09-01,815.936,7216.0,7216.0
2021-10-01,915.445,8096.0,8096.0
2021-11-01,1222.258,10810.0,10810.0
2021-12-01,1138.211,10066.0,10066.0
2022-01-01,1029.896,3514.0,3514.0
2022-02-01,965.183,3293.0,3293.0
2022-03-01,1058.11,3610.0,3610.0
2022-04-01,1106.286,3775.0,3775.0
2022-05-01,885.29,3021.0,3021.0
2022-06-01,686.304,2342.0,2342.0
2022-07-01,500.341,1707.0,1707.0
2022-08-01,473.039,1614.0,1614.0
2022-09-01,692.573,2363.0,2363.0
2022-10-01,816.922,2787.0,2787.0
2022-11-01,1124.027,3835.0,3835.0
2022-12-01,966.029,3296.0,3296.0
2023-01-01,883.0,3013.0,3013.0
2023-02-01,893.0,3047.0,3047.0
2023-03-01,1083.0,3695.0,3695.0
2023-04-01,773.0,2637.0,2637.0
2023-05-01,719.0,2453.0,2453.0
2023-06-01,323.0,1102.0,1102.0
2023-07-01,271.0,925.0,925.0
2023-08-01,297.0,1013.0,1013.0
2023-09-01,550.0,1877.0,1877.0
2023-10-01,883.0,3013.0,3013.0
2023-11-01,800.0,2730.0,2730.0
2023-12-01,824.0,2811.0,2811.0
2024-01-01,811.0,2767.0,2767.0
2024-02-01,963.0,3286.0,3286.0
2024-03-01,1110.0,3787.0,3787.0
2024-04-01,1224.0,4176.0,4176.0
2024-05-01,834.0,2846.0,2846.0
2024-06-01,971.0,3313.0,3313.0
2024-07-01,543.0,1853.0,1853.0
2024-08-01,658.0,2245.0,2245.0
2024-09-01,587.0,2003.0,2003.0
2024-10-01,987.0,3368.0,3368.0
2024-11-01,936.0,3194.0,3194.0
2024-12-01,845.0,2883.0,2883.0
