measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2024-01-01,6.0,20.0,20.0
2024-02-01,470.0,1604.0,1604.0
2024-03-01,510.0,1740.0,1740.0
2024-04-01,513.0,1750.0,1750.0
2024-05-01,535.0,1825.0,1825.0
2024-06-01,693.0,2365.0,2365.0
2024-07-01,648.0,2211.0,2211.0
2024-08-01,587.0,2003.0,2003.0
2024-09-01,480.0,1638.0,1638.0
2024-10-01,553.0,1887.0,1887.0
2024-11-01,388.0,1324.0,1324.0
2024-12-01,247.0,843.0,843.0
