measured_on,"Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,2077.277,22019.0,22019.0
2003-02-01,1833.163,19431.0,19431.0
2003-03-01,1886.2630000000001,19994.0,19994.0
2003-04-01,1694.0240000000001,17956.0,17956.0
2003-05-01,1728.735,18324.0,18324.0
2003-06-01,1833.3870000000002,19434.0,19434.0
2003-07-01,2120.335,22475.0,22475.0
2003-08-01,2248.062,23829.0,23829.0
2003-09-01,1883.8220000000001,19968.0,19968.0
2003-10-01,1767.08,18731.0,18731.0
2003-11-01,1761.1770000000001,18668.0,18668.0
2003-12-01,1954.6740000000002,20719.0,20719.0
2004-01-01,1981.833,20809.0,20809.0
2004-02-01,1981.833,20809.0,20809.0
2004-03-01,1981.833,20809.0,20809.0
2004-04-01,1981.833,20809.0,20809.0
2004-05-01,1981.833,20809.0,20809.0
2004-06-01,1981.833,20809.0,20809.0
2004-07-01,1981.833,20809.0,20809.0
2004-08-01,1981.833,20809.0,20809.0
2004-09-01,1981.833,20809.0,20809.0
2004-10-01,1981.833,20809.0,20809.0
2004-11-01,1981.833,20809.0,20809.0
2004-12-01,1981.833,20809.0,20809.0
2005-01-01,1878.576,19912.92,19912.92
2005-02-01,1675.837,17763.89,17763.89
2005-03-01,1914.038,20288.82,20288.82
2005-04-01,1910.0810000000001,20246.88,20246.88
2005-05-01,2099.857,22258.5,22258.5
2005-06-01,2080.351,22051.74,22051.74
2005-07-01,2154.092,22833.4,22833.4
2005-08-01,2144.356,22730.2,22730.2
2005-09-01,2019.969,21411.69,21411.69
2005-10-01,2039.009,21613.52,21613.52
2005-11-01,2053.627,21768.46,21768.46
2005-12-01,2058.207,21817.01,21817.01
2006-01-01,2327.706,24674.0,24674.0
2006-02-01,2151.155,22802.0,22802.0
2006-03-01,2372.868,25152.0,25152.0
2006-04-01,1745.856,18506.0,18506.0
2006-05-01,2134.458,22625.0,22625.0
2006-06-01,2235.929,23701.0,23701.0
2006-07-01,2320.523,24598.0,24598.0
2006-08-01,2306.569,24450.0,24450.0
2006-09-01,2206.2870000000003,23387.0,23387.0
2006-10-01,2289.406,24268.0,24268.0
2006-11-01,2312.271,24510.0,24510.0
2006-12-01,2227.971,23616.0,23616.0
2007-01-01,1753.153,19509.0,19509.0
2007-02-01,1602.9060000000002,17837.0,17837.0
2007-03-01,1709.711,19026.0,19026.0
2007-04-01,2054.595,22864.0,22864.0
2007-05-01,2479.835,27596.0,27596.0
2007-06-01,2421.36,26945.0,26945.0
2007-07-01,2464.7380000000003,27428.0,27428.0
2007-08-01,2462.032,27398.0,27398.0
2007-09-01,2283.217,25408.0,25408.0
2007-10-01,2741.2740000000003,30505.0,30505.0
2007-11-01,1884.487,20971.0,20971.0
2007-12-01,1708.692,19015.0,19015.0
2008-01-01,1927.711,20434.0,20434.0
