measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2022-03-01,20.665,287.0,287.0
2022-04-01,21.543,299.0,299.0
2022-05-01,31.824,442.0,442.0
2022-06-01,38.739,538.0,538.0
2022-07-01,45.65,634.0,634.0
2022-08-01,45.888,637.0,637.0
2022-09-01,38.681,538.0,538.0
2022-10-01,29.895,415.0,415.0
2022-11-01,28.02,389.0,389.0
2022-12-01,31.095,432.0,432.0
2023-01-01,19.655,275.0,275.0
2023-02-01,18.538,257.0,257.0
2023-03-01,18.296,253.0,253.0
2023-04-01,17.669,245.0,245.0
2023-05-01,25.227,349.0,349.0
2023-06-01,29.141,404.0,404.0
2023-07-01,31.959,443.0,443.0
2023-08-01,35.176,487.0,487.0
2023-09-01,29.634,410.0,410.0
2023-10-01,21.874,304.0,304.0
2023-11-01,20.281,281.0,281.0
2023-12-01,21.55,299.0,299.0
2024-01-01,19.269,281.0,281.0
2024-02-01,13.303,196.0,196.0
2024-03-01,15.096,222.0,222.0
2024-04-01,14.183,209.0,209.0
2024-05-01,18.95,278.0,278.0
2024-06-01,21.379,314.0,314.0
2024-07-01,23.11,340.0,340.0
2024-08-01,26.112,384.0,384.0
2024-09-01,21.666,318.0,318.0
2024-10-01,18.768,276.0,276.0
2024-11-01,15.035,221.0,221.0
2024-12-01,16.129,236.0,236.0
