measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2017-11-01,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0
2018-01-01,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0
2019-01-01,-11.97,0.0,0.0
2019-02-01,-11.08,0.0,0.0
2019-03-01,-12.046,0.0,0.0
2019-04-01,-11.317,0.0,0.0
2019-05-01,-10.272,0.0,0.0
2019-06-01,-8.845,0.0,0.0
2019-07-01,-9.035,0.0,0.0
2019-08-01,-9.133,0.0,0.0
2019-09-01,-9.995,0.0,0.0
2019-10-01,-10.151,0.0,0.0
2019-11-01,-10.933,0.0,0.0
2019-12-01,-9.223,0.0,0.0
2020-01-01,-12.391,0.0,0.0
2020-02-01,-13.031,0.0,0.0
2020-03-01,-10.901,0.0,0.0
2020-04-01,-10.025,0.0,0.0
2020-05-01,-8.374,0.0,0.0
2020-06-01,-9.573,0.0,0.0
2020-07-01,-12.093,0.0,0.0
2020-08-01,-13.887,0.0,0.0
2020-09-01,-12.416,0.0,0.0
2020-10-01,-15.943,0.0,0.0
2020-11-01,-13.042,0.0,0.0
2020-12-01,-12.324,0.0,0.0
2021-01-01,-7.93,0.0,0.0
2021-02-01,-4.907,0.0,0.0
2021-03-01,-5.33,0.0,0.0
2021-04-01,-8.166,0.0,0.0
2021-05-01,-8.492,0.0,0.0
2021-06-01,-8.026,0.0,0.0
2021-07-01,-5.951,0.0,0.0
2021-08-01,-7.52,0.0,0.0
2021-09-01,-7.572,0.0,0.0
2021-10-01,-8.766,0.0,0.0
2021-11-01,-4.988,0.0,0.0
2021-12-01,-9.352,0.0,0.0
2022-01-01,-9.015,0.0,0.0
2022-02-01,-7.015,0.0,0.0
2022-03-01,-7.634,0.0,0.0
2022-04-01,-6.328,0.0,0.0
2022-05-01,-9.82,0.0,0.0
2022-06-01,-8.202,0.0,0.0
2022-07-01,-7.388,0.0,0.0
2022-08-01,-6.592,0.0,0.0
2022-09-01,-4.919,0.0,0.0
2022-10-01,-6.727,0.0,0.0
2022-11-01,-6.952,0.0,0.0
2022-12-01,-5.408,0.0,0.0
2023-01-01,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0
