measured_on,"Wind - Wind Turbine, Onshore - Wind - Generation","Wind - Wind Turbine, Onshore - Wind - Quantity Consumed For Electricity","Wind - Wind Turbine, Onshore - Wind - Total Fuel Consumed"
2017-03-01,2159.654,19897.0,19897.0
2017-04-01,2767.098,25493.0,25493.0
2017-05-01,2197.826,20249.0,20249.0
2017-06-01,2877.333,26509.0,26509.0
2017-07-01,3147.724,29000.0,29000.0
2017-08-01,2330.462,21471.0,21471.0
2017-09-01,1917.245,17664.0,17664.0
2017-10-01,2247.246,20704.0,20704.0
2017-11-01,1593.234,14678.0,14678.0
2017-12-01,959.178,8837.0,8837.0
2018-01-01,1388.183,12638.0,12638.0
2018-02-01,2909.466,26488.0,26488.0
2018-03-01,2445.537,22264.0,22264.0
2018-04-01,2804.808,25535.0,25535.0
2018-05-01,2990.872,27229.0,27229.0
2018-06-01,3260.861,29687.0,29687.0
2018-07-01,2918.745,26572.0,26572.0
2018-08-01,3099.985,28222.0,28222.0
2018-09-01,2046.25,18629.0,18629.0
2018-10-01,1395.011,12700.0,12700.0
2018-11-01,1734.861,15794.0,15794.0
2018-12-01,1529.421,13924.0,13924.0
2019-01-01,1202.231,10706.0,10706.0
2019-02-01,1585.36,14118.0,14118.0
2019-03-01,1549.3,13797.0,13797.0
2019-04-01,3084.045,27463.0,27463.0
2019-05-01,3152.248,28071.0,28071.0
2019-06-01,3827.296,34082.0,34082.0
2019-07-01,3656.05,32557.0,32557.0
2019-08-01,3067.023,27312.0,27312.0
2019-09-01,2676.129,23831.0,23831.0
2019-10-01,2057.503,18322.0,18322.0
2019-11-01,1274.41,11349.0,11349.0
2019-12-01,994.405,8855.0,8855.0
2020-01-01,1836.385,16100.0,16100.0
2020-02-01,2719.765,23844.0,23844.0
2020-03-01,2176.206,19079.0,19079.0
2020-04-01,2422.024,21234.0,21234.0
2020-05-01,2141.118,18771.0,18771.0
2020-06-01,2481.153,21752.0,21752.0
2020-07-01,3050.648,26745.0,26745.0
2020-08-01,2751.919,24126.0,24126.0
2020-09-01,1186.497,10402.0,10402.0
2020-10-01,2064.93,18103.0,18103.0
2020-11-01,1491.008,13072.0,13072.0
2020-12-01,1113.347,9761.0,9761.0
2021-01-01,1183.134,10464.0,10464.0
2021-02-01,3442.581,30446.0,30446.0
2021-03-01,2690.112,23791.0,23791.0
2021-04-01,3049.357,26969.0,26969.0
2021-05-01,3300.133,29186.0,29186.0
2021-06-01,2835.718,25079.0,25079.0
2021-07-01,3772.593,33365.0,33365.0
2021-08-01,3295.157,29142.0,29142.0
2021-09-01,1553.843,13742.0,13742.0
2021-10-01,2228.294,19707.0,19707.0
2021-11-01,1542.749,13644.0,13644.0
2021-12-01,2037.329,18018.0,18018.0
2022-01-01,1070.541,3653.0,3653.0
2022-02-01,2246.893,7666.0,7666.0
2022-03-01,2190.392,7474.0,7474.0
2022-04-01,2716.074,9267.0,9267.0
2022-05-01,3153.951,10761.0,10761.0
2022-06-01,2204.926,7523.0,7523.0
2022-07-01,2864.981,9775.0,9775.0
2022-08-01,2931.226,10001.0,10001.0
2022-09-01,2289.211,7811.0,7811.0
2022-10-01,1935.12,6603.0,6603.0
2022-11-01,1738.654,5932.0,5932.0
2022-12-01,1332.031,4545.0,4545.0
2023-01-01,2716.0,9267.0,9267.0
2023-02-01,1700.0,5800.0,5800.0
2023-03-01,2363.0,8063.0,8063.0
2023-04-01,2305.0,7865.0,7865.0
2023-05-01,2095.0,7148.0,7148.0
2023-06-01,2522.0,8605.0,8605.0
2023-07-01,3278.0,11185.0,11185.0
2023-08-01,2207.0,7530.0,7530.0
2023-09-01,2082.0,7104.0,7104.0
2023-10-01,1801.0,6145.0,6145.0
2023-11-01,1133.0,3866.0,3866.0
2023-12-01,986.0,3364.0,3364.0
2024-01-01,1435.0,4896.0,4896.0
2024-02-01,1870.0,6380.0,6380.0
2024-03-01,1869.0,6377.0,6377.0
2024-04-01,2841.0,9693.0,9693.0
2024-05-01,2993.0,10212.0,10212.0
2024-06-01,3233.0,11031.0,11031.0
2024-07-01,2288.0,7807.0,7807.0
2024-08-01,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0
2024-11-01,630.0,2150.0,2150.0
2024-12-01,1261.0,4303.0,4303.0
