measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2008-01-01,,,,0.0,0.0,0.0
2008-02-01,,,,0.0,0.0,0.0
2008-03-01,,,,0.0,0.0,0.0
2008-04-01,,,,0.0,0.0,0.0
2008-06-01,5908.0,66857.0,66857.0,,,
2008-07-01,8223.0,99350.0,99350.0,,,
2008-08-01,11982.0,138854.0,138854.0,,,
2008-09-01,1984.0,22667.0,22667.0,,,
2008-10-01,5890.0,63811.0,63811.0,,,
2008-11-01,906.0,13448.0,13448.0,,,
2008-12-01,0.0,59.0,59.0,,,
2009-01-01,2779.0,33764.0,33764.0,,,
2009-02-01,-297.0,0.0,0.0,,,
2009-03-01,-319.0,0.0,0.0,,,
2009-04-01,-294.0,0.0,0.0,,,
2009-05-01,-63.0,2487.0,2487.0,,,
2009-06-01,3797.0,45245.0,45245.0,,,
2009-07-01,18323.0,220260.0,220260.0,,,
2009-08-01,8568.0,106345.0,106345.0,,,
2009-09-01,2297.0,25759.0,25759.0,,,
2009-10-01,-315.0,0.0,0.0,,,
2009-11-01,177.0,6167.0,6167.0,,,
2009-12-01,4048.0,53314.0,53314.0,,,
2010-01-01,1608.0,17569.0,17569.0,,,
2010-02-01,-322.0,0.0,0.0,,,
2010-03-01,-341.0,0.0,0.0,,,
2010-04-01,3645.0,45690.0,45690.0,,,
2010-05-01,1186.0,15768.0,15768.0,,,
2010-06-01,10821.0,130065.0,130065.0,,,
2010-07-01,18280.0,220628.0,220628.0,,,
2010-08-01,18035.0,218028.0,218028.0,,,
2010-09-01,16663.0,207201.0,207201.0,,,
2010-10-01,307.0,7590.0,7590.0,,,
2010-11-01,569.0,7144.0,7144.0,,,
2010-12-01,-321.0,0.0,0.0,,,
2011-01-01,1595.0,22034.0,22034.0,,,
2011-02-01,6111.0,74982.0,74982.0,,,
2011-03-01,-295.0,0.0,0.0,,,
2011-04-01,5144.0,63912.0,63912.0,,,
2011-05-01,436.0,5711.0,5711.0,,,
2011-06-01,15355.0,183428.0,183428.0,,,
2011-07-01,26327.0,352778.0,352778.0,,,
2011-08-01,23861.0,288315.0,288315.0,,,
2011-09-01,8500.0,99886.0,99886.0,,,
2011-10-01,6756.0,81242.0,81242.0,,,
2011-11-01,-280.0,56.0,56.0,,,
2011-12-01,1418.0,17167.0,17167.0,,,
2012-01-01,-328.0,50.0,50.0,,,
2012-02-01,2389.0,31004.0,31004.0,,,
2012-03-01,-326.0,50.0,50.0,,,
2012-04-01,4081.0,52492.0,52492.0,,,
2012-05-01,370.0,7850.0,7850.0,,,
2012-06-01,9729.0,112892.0,112892.0,,,
2012-07-01,10930.0,142590.0,142590.0,,,
2012-08-01,19474.0,237662.0,237662.0,,,
2012-09-01,705.0,11507.0,11507.0,,,
2012-10-01,225.0,5685.0,5685.0,,,
2012-11-01,-298.0,40.0,40.0,,,
2012-12-01,-346.0,45.0,45.0,,,
2013-01-01,4091.0,50091.0,50091.0,,,
2013-02-01,-327.0,33.0,33.0,,,
2013-03-01,-72.0,3188.0,3188.0,,,
2013-04-01,1050.0,15871.0,15871.0,,,
2013-05-01,1408.0,18477.0,18477.0,,,
2013-06-01,9571.0,113417.0,113417.0,,,
2013-07-01,17768.0,206382.0,206382.0,,,
2013-08-01,18038.0,209976.0,209976.0,,,
2013-09-01,6087.0,70767.0,70767.0,,,
2013-10-01,165.0,5804.0,5804.0,,,
2013-11-01,184.0,6198.0,6198.0,,,
2013-12-01,20143.0,244147.0,244147.0,,,
2014-01-01,2949.0,37929.0,37929.0,,,
2014-02-01,-310.0,0.0,0.0,,,
2014-03-01,2723.0,36846.0,36846.0,,,
2014-04-01,9942.0,120485.0,120485.0,,,
2014-05-01,10344.0,128005.0,128005.0,,,
2014-06-01,11963.0,142252.0,142252.0,,,
2014-07-01,6074.0,74427.0,74427.0,,,
2014-08-01,7010.0,84223.0,84223.0,,,
2014-09-01,3589.0,45107.0,45107.0,,,
2014-10-01,1277.0,19058.0,19058.0,,,
2014-11-01,8483.0,101959.0,101959.0,,,
2014-12-01,298.0,6971.0,6971.0,,,
2015-01-01,2311.0,31956.0,31956.0,,,
2015-02-01,2124.0,28466.0,28466.0,,,
2015-03-01,699.0,11899.0,11899.0,,,
2015-04-01,13603.0,178530.0,178530.0,,,
2015-05-01,1607.0,18850.0,18850.0,,,
2015-06-01,13433.0,169536.0,169536.0,,,
2015-07-01,5077.0,66585.0,66585.0,,,
2015-08-01,10340.0,119652.0,119652.0,,,
2015-09-01,2465.0,30953.0,30953.0,,,
2015-10-01,44019.0,493176.0,493176.0,,,
2015-11-01,2312.0,31787.0,31787.0,,,
2015-12-01,7171.0,85117.0,85117.0,,,
2016-01-01,3164.0,36131.0,36131.0,,,
2016-02-01,4329.0,54295.0,54295.0,,,
2016-03-01,-39.0,3600.0,3600.0,,,
2016-04-01,17413.0,209307.0,209307.0,,,
2016-05-01,-321.0,0.0,0.0,,,
2016-06-01,9976.0,119215.0,119215.0,,,
2016-07-01,8330.0,99366.0,99366.0,,,
2016-08-01,11765.0,132466.0,132466.0,,,
2016-09-01,6929.0,81480.0,81480.0,,,
2016-10-01,-317.0,0.0,0.0,,,
2016-11-01,-318.0,0.0,0.0,,,
2016-12-01,0.0,0.0,0.0,,,
2017-01-01,6729.316,77506.0,77506.0,,,
2017-02-01,5572.102,64177.0,64177.0,,,
2017-03-01,5558.3,64017.0,64017.0,,,
2017-04-01,4648.664,53540.0,53540.0,,,
2017-05-01,6393.086,73632.0,73632.0,,,
2017-06-01,7737.91,89121.0,89121.0,,,
2017-07-01,8823.68,101626.0,101626.0,,,
2017-08-01,7466.778,85998.0,85998.0,,,
2017-09-01,6233.526,71795.0,71795.0,,,
2017-10-01,6264.004,72146.0,72146.0,,,
2017-11-01,4652.57,53585.0,53585.0,,,
2017-12-01,6444.064,74219.0,74219.0,,,
2018-01-01,5566.022,64404.0,64404.0,,,
2018-02-01,5985.541,69258.0,69258.0,,,
2018-03-01,6902.167,79864.0,79864.0,,,
2018-04-01,8143.648,94229.0,94229.0,,,
2018-05-01,9036.105,104555.0,104555.0,,,
2018-06-01,10297.741,119153.0,119153.0,,,
2018-07-01,9874.144,114252.0,114252.0,,,
2018-08-01,11007.075,127362.0,127362.0,,,
2018-09-01,9756.326,112889.0,112889.0,,,
2018-10-01,6964.215,80582.0,80582.0,,,
2018-11-01,8332.287,96411.0,96411.0,,,
2018-12-01,9665.729,111840.0,111840.0,,,
2019-01-01,5966.14,69637.0,69637.0,,,
2019-02-01,6070.81,70859.0,70859.0,,,
2019-03-01,5450.252,63615.0,63615.0,,,
2019-04-01,5803.936,67744.0,67744.0,,,
2019-05-01,5845.28,68226.0,68226.0,,,
2019-06-01,6099.259,71191.0,71191.0,,,
2019-07-01,8150.672,95135.0,95135.0,,,
2019-08-01,9768.758,114021.0,114021.0,,,
2019-09-01,7581.397,88490.0,88490.0,,,
2019-10-01,6668.503,77835.0,77835.0,,,
2019-11-01,5498.547,64179.0,64179.0,,,
2019-12-01,7329.446,85550.0,85550.0,,,
2020-01-01,5759.304,69394.0,69394.0,,,
2020-02-01,5206.843,62737.0,62737.0,,,
2020-03-01,5140.549,61938.0,61938.0,,,
2020-04-01,5354.708,64518.0,64518.0,,,
2020-05-01,5279.352,63610.0,63610.0,,,
2020-06-01,5188.016,62509.0,62509.0,,,
2020-07-01,7356.756,88639.0,88639.0,,,
2020-08-01,7575.045,91269.0,91269.0,,,
2020-09-01,6486.491,78154.0,78154.0,,,
2020-10-01,5224.355,62947.0,62947.0,,,
2020-11-01,4708.857,56736.0,56736.0,,,
2020-12-01,4815.724,58023.0,58023.0,,,
2021-01-01,3099.094,35313.0,35313.0,,,
2021-02-01,1459.648,16632.0,16632.0,,,
2021-03-01,4903.332,55871.0,55871.0,,,
2021-04-01,4076.645,46451.0,46451.0,,,
2021-05-01,22199.19,252945.0,252945.0,,,
2021-06-01,8357.033,95222.0,95222.0,,,
2021-07-01,8663.031,98709.0,98709.0,,,
2021-08-01,4185.861,47695.0,47695.0,,,
2021-09-01,18586.612,211782.0,211782.0,,,
2021-10-01,5805.523,66150.0,66150.0,,,
2021-11-01,2520.493,28720.0,28720.0,,,
2021-12-01,1700.538,19377.0,19377.0,,,
2022-01-01,2698.141,30448.0,30448.0,,,
2022-02-01,0.0,0.0,0.0,,,
2022-03-01,3411.861,38502.0,38502.0,,,
2022-04-01,757.54,8549.0,8549.0,,,
2022-05-01,7050.604,79566.0,79566.0,,,
2022-06-01,1171.423,13220.0,13220.0,,,
2022-07-01,13053.845,147312.0,147312.0,,,
2022-08-01,2420.634,27317.0,27317.0,,,
2022-09-01,7567.269,85396.0,85396.0,,,
2022-10-01,5808.434,65548.0,65548.0,,,
2022-11-01,2705.067,30526.0,30526.0,,,
2022-12-01,27747.182,313126.0,313126.0,,,
2023-01-01,11065.081,123491.0,123491.0,,,
2023-02-01,10414.136,116227.0,116227.0,,,
2023-03-01,40087.167,447392.0,447392.0,,,
2023-04-01,46874.738,523144.0,523144.0,,,
2023-05-01,13494.751,150608.0,150608.0,,,
2023-06-01,4481.337,50014.0,50014.0,,,
2023-07-01,32569.892,363495.0,363495.0,,,
2023-08-01,17635.528,196821.0,196821.0,,,
2023-09-01,8590.711,95876.0,95876.0,,,
2023-10-01,23506.138,262339.0,262339.0,,,
2023-11-01,13848.928,154561.0,154561.0,,,
2023-12-01,20112.594,224466.0,224466.0,,,
2024-01-01,7437.382,111907.0,111907.0,,,
2024-02-01,7046.454,106027.0,106027.0,,,
2024-03-01,6437.213,96859.0,96859.0,,,
2024-04-01,5122.153,77072.0,77072.0,,,
2024-05-01,6770.996,101882.0,101882.0,,,
2024-06-01,7693.188,115757.0,115757.0,,,
2024-07-01,8618.788,129685.0,129685.0,,,
2024-08-01,7012.287,105512.0,105512.0,,,
2024-09-01,5725.261,86147.0,86147.0,,,
2024-10-01,4439.006,66793.0,66793.0,,,
2024-11-01,3717.119,55931.0,55931.0,,,
2024-12-01,6809.153,102456.0,102456.0,,,
