measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2023-11-01,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
2024-01-01,70.075,1021.0,1021.0
2024-02-01,48.379,706.0,706.0
2024-03-01,54.902,800.0,800.0
2024-04-01,51.581,751.0,751.0
2024-05-01,68.918,1004.0,1004.0
2024-06-01,77.752,1133.0,1133.0
2024-07-01,84.044,1225.0,1225.0
2024-08-01,94.964,1384.0,1384.0
2024-09-01,78.794,1148.0,1148.0
2024-10-01,68.253,995.0,995.0
2024-11-01,54.68,797.0,797.0
2024-12-01,58.658,854.0,854.0
