measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2022-09-01,37.141,422.0,471.0
2022-10-01,40.982,466.0,522.0
2022-11-01,24.835,282.0,317.0
2022-12-01,21.042,239.0,268.0
2023-01-01,167.477,1431.0,1431.0
2023-02-01,204.808,1751.0,1751.0
2023-03-01,296.601,2536.0,2536.0
2023-04-01,308.281,2636.0,2636.0
2023-05-01,189.201,1618.0,1618.0
2023-06-01,231.481,1980.0,1980.0
2023-07-01,306.524,2621.0,2621.0
2023-08-01,298.269,2550.0,2550.0
2023-09-01,207.87,1778.0,1778.0
2023-10-01,271.931,2325.0,2325.0
2023-11-01,246.138,2105.0,2105.0
2023-12-01,212.419,1816.0,1816.0
2024-01-01,137.651,3444.0,3444.0
2024-02-01,105.5,2639.0,2639.0
2024-03-01,103.118,2580.0,2580.0
2024-04-01,199.661,4996.0,4996.0
2024-05-01,135.402,3387.0,3387.0
2024-06-01,164.099,4105.0,4105.0
2024-07-01,249.788,6250.0,6250.0
2024-08-01,196.673,4921.0,4921.0
2024-09-01,141.713,3545.0,3545.0
2024-10-01,203.136,5082.0,5082.0
2024-11-01,103.725,2595.0,2595.0
2024-12-01,122.534,3066.0,3066.0
