measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2002-01-01,374.65200000000004,3858.0,3858.0
2002-02-01,318.76800000000003,3283.0,3283.0
2002-03-01,337.694,3478.0,3478.0
2002-04-01,309.277,3185.0,3185.0
2002-05-01,300.119,3091.0,3091.0
2002-06-01,309.68100000000004,3189.0,3189.0
2002-07-01,300.98900000000003,3100.0,3100.0
2002-08-01,281.411,2898.0,2898.0
2002-09-01,294.563,3034.0,3034.0
2002-10-01,320.649,3302.0,3302.0
2002-11-01,332.97900000000004,3429.0,3429.0
2002-12-01,370.218,3813.0,3813.0
2003-01-01,344.655,3948.0,3948.0
2003-02-01,305.326,3497.0,3497.0
2003-03-01,315.357,3612.0,3612.0
2003-04-01,276.918,3172.0,3172.0
2003-05-01,271.76800000000003,3113.0,3113.0
2003-06-01,258.60200000000003,2962.0,2962.0
2003-07-01,276.76800000000003,3170.0,3170.0
2003-08-01,264.979,3035.0,3035.0
2003-09-01,283.433,3246.0,3246.0
2003-10-01,305.535,3500.0,3500.0
2003-11-01,320.59700000000004,3672.0,3672.0
2003-12-01,358.06100000000004,4101.0,4101.0
2004-01-01,297.44100000000003,3648.0,3648.0
2004-02-01,384.748,4718.0,4718.0
2004-03-01,345.297,4235.0,4235.0
2004-04-01,234.13,2871.0,2871.0
2004-05-01,253.90400000000002,3114.0,3114.0
2004-06-01,243.89100000000002,2991.0,2991.0
2004-07-01,388.409,4763.0,4763.0
2004-08-01,411.184,5043.0,5043.0
2004-09-01,334.858,4107.0,4107.0
2004-10-01,244.91400000000002,3004.0,3004.0
2004-11-01,142.34900000000002,1746.0,1746.0
2004-12-01,137.875,1691.0,1691.0
2005-01-01,588.4060000000001,7343.34,7343.34
2005-02-01,202.157,2522.93,2522.93
2005-03-01,224.066,2796.36,2796.36
2005-04-01,271.408,3387.19,3387.19
2005-05-01,252.06900000000002,3145.84,3145.84
2005-06-01,327.161,4082.99,4082.99
2005-07-01,333.01,4155.98,4155.98
2005-08-01,391.206,4882.27,4882.27
2005-09-01,256.087,3195.98,3195.98
2005-10-01,284.38800000000003,3549.19,3549.19
2005-11-01,228.62400000000002,2853.24,2853.24
2005-12-01,483.41900000000004,6033.1,6033.1
2006-01-01,481.84900000000005,4858.0,4858.0
2006-02-01,252.13600000000002,2542.0,2542.0
2006-03-01,211.797,2135.0,2135.0
2006-04-01,405.706,4090.0,4090.0
2006-05-01,379.233,3823.0,3823.0
2006-06-01,344.697,3475.0,3475.0
2006-07-01,499.302,5034.0,5034.0
2006-08-01,484.32,4883.0,4883.0
2006-09-01,222.50400000000002,2243.0,2243.0
2006-10-01,235.036,2370.0,2370.0
2006-11-01,276.76300000000003,2790.0,2790.0
2006-12-01,306.65700000000004,3092.0,3092.0
2007-01-01,208.038,2633.0,2633.0
2007-02-01,161.11100000000002,2042.0,2042.0
2007-03-01,318.596,4031.0,4031.0
2007-04-01,193.78900000000002,2453.0,2453.0
2007-05-01,178.79,2262.0,2262.0
2007-06-01,174.79,2216.0,2216.0
2007-07-01,258.098,3265.0,3265.0
2007-08-01,325.793,4124.0,4124.0
2007-09-01,270.63300000000004,3428.0,3428.0
2007-10-01,326.834,4135.0,4135.0
2007-11-01,239.769,3033.0,3033.0
2007-12-01,343.75800000000004,4350.0,4350.0
2008-01-01,645.9870000000001,7012.0,7012.0
2008-02-01,591.283,6423.0,6423.0
2008-03-01,395.65000000000003,4297.0,4297.0
2008-04-01,399.257,4334.0,4334.0
2008-05-01,417.65000000000003,4532.0,4532.0
2008-06-01,279.779,3038.0,3038.0
2008-07-01,290.711,3156.0,3156.0
2008-08-01,287.696,3125.0,3125.0
2008-09-01,300.183,3261.0,3261.0
2008-10-01,341.736,3708.0,3708.0
2008-11-01,416.769,4526.0,4526.0
2008-12-01,707.299,7682.0,7682.0
2009-01-01,777.3330000000001,7853.0,7853.0
2009-02-01,570.5070000000001,5759.0,5759.0
2009-03-01,592.565,5986.0,5986.0
2009-04-01,608.8480000000001,6148.0,6148.0
2009-05-01,365.01800000000003,3689.0,3689.0
2009-06-01,358.449,3619.0,3619.0
2009-07-01,404.118,4083.0,4083.0
2009-08-01,402.023,4060.0,4060.0
2009-09-01,267.8,2703.0,2703.0
2009-10-01,265.343,2680.0,2680.0
2009-11-01,504.37600000000003,5092.0,5092.0
2009-12-01,511.62,5168.0,5168.0
2010-01-01,536.85,6209.0,6209.0
2010-02-01,426.53700000000003,4921.0,4921.0
2010-03-01,377.535,4355.0,4355.0
2010-04-01,334.247,3854.0,3854.0
2010-05-01,277.942,3207.0,3207.0
2010-06-01,218.179,2519.0,2519.0
2010-07-01,250.32,2886.0,2886.0
2010-08-01,255.209,2944.0,2944.0
2010-09-01,233.68,2693.0,2693.0
2010-10-01,280.113,3230.0,3230.0
2010-11-01,319.047,3679.0,3679.0
2010-12-01,580.341,6693.0,6693.0
2011-01-01,545.73,5904.0,5904.0
2011-02-01,487.359,5262.0,5262.0
2011-03-01,426.677,4608.0,4608.0
2011-04-01,276.449,2984.0,2984.0
2011-05-01,289.742,3130.0,3130.0
2011-06-01,269.193,2908.0,2908.0
2011-07-01,284.469,3072.0,3072.0
2011-08-01,256.756,2774.0,2774.0
2011-09-01,284.542,3072.0,3072.0
2011-10-01,503.041,5431.0,5431.0
2011-11-01,465.743,5028.0,5028.0
2011-12-01,460.299,4970.0,4970.0
2012-01-01,505.765,5507.0,5507.0
2012-02-01,298.3,3253.0,3253.0
2012-03-01,452.428,4929.0,4929.0
2012-04-01,286.471,3124.0,3124.0
2012-05-01,358.478,3907.0,3907.0
2012-06-01,292.53,3189.0,3189.0
2012-07-01,457.392,4987.0,4987.0
2012-08-01,426.202,4643.0,4643.0
2012-09-01,396.779,4322.0,4322.0
2012-10-01,294.721,3212.0,3212.0
2012-11-01,316.086,3446.0,3446.0
2012-12-01,486.848,5309.0,5309.0
2013-01-01,528.57,5653.0,5653.0
2013-02-01,364.694,3907.0,3907.0
2013-03-01,368.888,3948.0,3948.0
2013-04-01,425.497,4555.0,4555.0
2013-05-01,428.823,4590.0,4590.0
2013-06-01,307.956,3300.0,3300.0
2013-07-01,291.588,3124.0,3124.0
2013-08-01,287.695,3084.0,3084.0
2013-09-01,337.641,3615.0,3615.0
2013-10-01,324.903,3481.0,3481.0
2013-11-01,423.487,4538.0,4538.0
2013-12-01,479.258,5133.0,5133.0
2014-01-01,465.664,5057.0,5057.0
2014-02-01,441.83,4789.0,4789.0
2014-03-01,431.307,4672.0,4672.0
2014-04-01,405.243,4392.0,4392.0
2014-05-01,342.163,3708.0,3708.0
2014-06-01,203.945,2208.0,2208.0
2014-07-01,360.554,3907.0,3907.0
2014-08-01,290.091,3142.0,3142.0
2014-09-01,341.302,3697.0,3697.0
2014-10-01,451.171,4888.0,4888.0
2014-11-01,329.773,3574.0,3574.0
2014-12-01,428.957,4649.0,4649.0
2015-01-01,463.543,5250.0,5250.0
2015-02-01,408.809,4631.0,4631.0
2015-03-01,411.25,4660.0,4660.0
2015-04-01,425.906,4830.0,4830.0
2015-05-01,342.286,3878.0,3878.0
2015-06-01,341.012,3866.0,3866.0
2015-07-01,354.373,4018.0,4018.0
2015-08-01,402.325,4561.0,4561.0
2015-09-01,362.343,4106.0,4106.0
2015-10-01,414.545,4701.0,4701.0
2015-11-01,289.856,3288.0,3288.0
2015-12-01,278.752,3159.0,3159.0
2016-01-01,371.356,4252.0,4252.0
2016-02-01,412.111,4713.0,4713.0
2016-03-01,390.0,4462.0,4462.0
2016-04-01,319.387,3656.0,3656.0
2016-05-01,291.339,3335.0,3335.0
2016-06-01,293.054,3352.0,3352.0
2016-07-01,245.154,2803.0,2803.0
2016-08-01,321.294,3679.0,3679.0
2016-09-01,327.378,3743.0,3743.0
2016-10-01,375.94,4304.0,4304.0
2016-11-01,524.598,6004.0,6004.0
2016-12-01,708.389,8106.0,8106.0
2017-01-01,412.987,4654.0,4654.0
2017-02-01,333.462,3761.0,3761.0
2017-03-01,383.952,4327.0,4327.0
2017-04-01,353.999,3989.0,3989.0
2017-05-01,353.617,3989.0,3989.0
2017-06-01,372.975,4205.0,4205.0
2017-07-01,380.081,4287.0,4287.0
2017-08-01,392.601,4427.0,4427.0
2017-09-01,390.505,4403.0,4403.0
2017-10-01,398.565,4491.0,4491.0
2017-11-01,353.015,3977.0,3977.0
2017-12-01,359.241,4047.0,4047.0
2018-01-01,356.47,3930.0,3930.0
2018-02-01,332.455,3673.0,3673.0
2018-03-01,332.504,3673.0,3673.0
2018-04-01,335.868,3708.0,3708.0
2018-05-01,384.303,4246.0,4246.0
2018-06-01,358.789,3960.0,3960.0
2018-07-01,386.611,4269.0,4269.0
2018-08-01,394.797,4362.0,4362.0
2018-09-01,401.874,4438.0,4438.0
2018-10-01,421.963,4660.0,4660.0
2018-11-01,379.664,4193.0,4193.0
2018-12-01,363.702,4018.0,4018.0
2019-01-01,319.981,3305.0,3305.0
2019-02-01,355.661,3668.0,3668.0
2019-03-01,352.466,3638.0,3638.0
2019-04-01,323.913,3340.0,3340.0
2019-05-01,352.522,3638.0,3638.0
2019-06-01,302.906,3124.0,3124.0
2019-07-01,345.018,3562.0,3562.0
2019-08-01,382.004,3942.0,3942.0
