measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2012-01-01,2.048,23.0,23.0
2012-02-01,20.448,171.0,171.0
2012-03-01,4.853,40.0,40.0
2012-04-01,5.102,46.0,46.0
2012-05-01,64.626,547.0,547.0
2012-06-01,33.2,279.0,279.0
2012-07-01,80.755,684.0,684.0
2012-08-01,7.825,68.0,68.0
2012-09-01,5.473,46.0,46.0
2012-10-01,17.268,148.0,148.0
2012-11-01,7.175,63.0,63.0
2012-12-01,4.227,34.0,34.0
2013-01-01,12.772,143.0,143.0
2013-02-01,1.284,11.0,11.0
2013-03-01,3.415,34.0,34.0
2013-04-01,3.679,40.0,40.0
2013-05-01,12.78,137.0,137.0
2013-06-01,9.705,103.0,103.0
2013-07-01,11.141,120.0,120.0
2013-08-01,3.47,40.0,40.0
2013-09-01,27.822,302.0,302.0
2013-10-01,17.161,188.0,188.0
2013-11-01,12.899,143.0,143.0
2013-12-01,34.872,376.0,376.0
2014-01-01,60.642,656.0,656.0
2014-02-01,34.089,371.0,371.0
2014-03-01,65.092,701.0,701.0
2014-04-01,9.207,97.0,97.0
2014-05-01,8.821,97.0,97.0
2014-06-01,10.42,114.0,114.0
2014-07-01,8.315,91.0,91.0
2014-08-01,4.161,46.0,46.0
2014-09-01,2.555,29.0,29.0
2014-10-01,7.052,74.0,74.0
2014-11-01,4.841,51.0,51.0
2014-12-01,8.805,97.0,97.0
2015-01-01,5.494,57.0,57.0
2015-02-01,18.355,200.0,200.0
2015-03-01,28.262,308.0,308.0
2015-04-01,3.848,40.0,40.0
2015-05-01,17.629,194.0,194.0
2015-06-01,7.358,80.0,80.0
2015-07-01,7.735,86.0,86.0
2015-08-01,8.888,97.0,97.0
2015-09-01,13.168,143.0,143.0
2015-10-01,6.528,68.0,68.0
2015-11-01,8.567,91.0,91.0
2015-12-01,8.168,91.0,91.0
2016-01-01,2.798,23.0,23.0
2016-02-01,2.297,23.0,23.0
2016-03-01,1.017,11.0,11.0
2016-04-01,1.848,17.0,17.0
2016-05-01,2.202,23.0,23.0
2016-06-01,4.789,46.0,46.0
2016-07-01,7.256,68.0,68.0
2016-08-01,3.869,34.0,34.0
2016-09-01,1.382,11.0,11.0
2016-10-01,6.409,57.0,57.0
2016-11-01,2.055,17.0,17.0
2016-12-01,6.078,57.0,57.0
2017-01-01,1.644,29.0,29.0
2017-02-01,0.612,6.0,6.0
2017-03-01,0.214,0.0,0.0
2017-04-01,1.517,17.0,17.0
2017-05-01,1.065,11.0,11.0
2017-06-01,4.06,46.0,46.0
2017-07-01,2.76,29.0,29.0
2017-08-01,1.402,17.0,17.0
2017-09-01,1.195,11.0,11.0
2017-10-01,2.634,29.0,29.0
2017-11-01,1.274,11.0,11.0
2017-12-01,0.623,6.0,6.0
2018-01-01,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0
