measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2020-12-01,,,,29.0,254.0,254.0
2021-01-01,,,,359.942,3183.0,3183.0
2021-02-01,,,,254.591,2252.0,2252.0
2021-03-01,,,,626.756,5543.0,5543.0
2021-04-01,,,,638.696,5649.0,5649.0
2021-05-01,,,,707.659,6259.0,6259.0
2021-06-01,,,,700.439,6195.0,6195.0
2021-07-01,,,,627.893,5553.0,5553.0
2021-08-01,,,,600.149,5308.0,5308.0
2021-09-01,,,,599.182,5299.0,5299.0
2021-10-01,,,,463.87,4102.0,4102.0
2021-11-01,,,,428.678,3791.0,3791.0
2021-12-01,,,,286.145,2531.0,2531.0
2022-01-01,,,,263.527,899.0,899.0
2022-02-01,,,,330.44,1127.0,1127.0
2022-03-01,,,,462.037,1576.0,1576.0
2022-04-01,,,,540.095,1843.0,1843.0
2022-05-01,,,,538.625,1838.0,1838.0
2022-06-01,,,,571.299,1949.0,1949.0
2022-07-01,0.0,0.0,0.0,590.6,2015.0,2015.0
2022-08-01,0.0,0.0,0.0,587.849,2006.0,2006.0
2022-09-01,0.0,0.0,0.0,497.414,1697.0,1697.0
2022-10-01,0.0,0.0,0.0,484.468,1653.0,1653.0
2022-11-01,0.0,0.0,0.0,348.128,1188.0,1188.0
2022-12-01,0.0,0.0,0.0,265.518,906.0,906.0
2023-01-01,-4.0,0.0,0.0,117.0,399.0,399.0
2023-02-01,-1.0,0.0,0.0,265.0,904.0,904.0
2023-03-01,-1.0,0.0,0.0,607.0,2071.0,2071.0
2023-04-01,0.0,0.0,0.0,977.0,3334.0,3334.0
2023-05-01,-1.0,0.0,0.0,1414.0,4825.0,4825.0
2023-06-01,-9.0,0.0,0.0,1065.0,3634.0,3634.0
2023-07-01,-23.0,0.0,0.0,1165.0,3975.0,3975.0
2023-08-01,-21.0,0.0,0.0,942.0,3214.0,3214.0
2023-09-01,-13.0,0.0,0.0,893.0,3047.0,3047.0
2023-10-01,-2.0,0.0,0.0,480.0,1638.0,1638.0
2023-11-01,-2.0,0.0,0.0,305.0,1041.0,1041.0
2023-12-01,-2.0,0.0,0.0,164.0,560.0,560.0
2024-01-01,-2.0,0.0,0.0,158.0,539.0,539.0
2024-02-01,-2.0,0.0,0.0,475.0,1621.0,1621.0
2024-03-01,-1.0,0.0,0.0,623.0,2126.0,2126.0
2024-04-01,0.0,0.0,0.0,709.0,2419.0,2419.0
2024-05-01,0.0,0.0,0.0,1107.0,3777.0,3777.0
2024-06-01,0.0,0.0,0.0,1094.0,3733.0,3733.0
2024-07-01,-11.0,0.0,0.0,1297.0,4425.0,4425.0
2024-08-01,-18.0,0.0,0.0,936.0,3194.0,3194.0
2024-09-01,-3.0,0.0,0.0,751.0,2562.0,2562.0
2024-10-01,-2.0,0.0,0.0,715.0,2440.0,2440.0
2024-11-01,-2.0,0.0,0.0,372.0,1269.0,1269.0
2024-12-01,-3.0,0.0,0.0,187.0,638.0,638.0
