measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,31.313000000000002,315.0,315.0,1.39,13.0,13.0
2003-02-01,25.874000000000002,261.0,261.0,1.1480000000000001,11.0,11.0
2003-03-01,27.478,277.0,277.0,1.219,11.0,11.0
2003-04-01,26.173000000000002,264.0,264.0,1.1620000000000001,11.0,11.0
2003-05-01,26.956,272.0,272.0,1.196,11.0,11.0
2003-06-01,28.438000000000002,286.0,286.0,1.262,12.0,12.0
2003-07-01,34.236000000000004,345.0,345.0,1.5190000000000001,14.0,14.0
2003-08-01,33.093,333.0,333.0,1.469,14.0,14.0
2003-09-01,26.645,268.0,268.0,1.1820000000000002,11.0,11.0
2003-10-01,25.463,256.0,256.0,1.13,10.0,10.0
2003-11-01,21.331,215.0,215.0,0.9470000000000001,9.0,9.0
2003-12-01,30.999000000000002,312.0,312.0,1.3760000000000001,13.0,13.0
2004-01-01,11.583,121.0,121.0,0.083,0.0,0.0
2004-02-01,11.583,121.0,121.0,0.083,0.0,0.0
2004-03-01,11.583,121.0,121.0,0.083,0.0,0.0
2004-04-01,11.583,121.0,121.0,0.083,0.0,0.0
2004-05-01,11.583,121.0,121.0,0.083,0.0,0.0
2004-06-01,11.583,121.0,121.0,0.083,0.0,0.0
2004-07-01,11.583,121.0,121.0,0.083,0.0,0.0
2004-08-01,11.583,121.0,121.0,0.083,0.0,0.0
2004-09-01,11.583,121.0,121.0,0.083,0.0,0.0
2004-10-01,11.583,121.0,121.0,0.083,0.0,0.0
2004-11-01,11.583,121.0,121.0,0.083,0.0,0.0
2004-12-01,11.583,121.0,121.0,0.083,0.0,0.0
2005-01-01,28.034000000000002,283.84,283.84,0.132,1.71,1.71
2005-02-01,14.228000000000002,144.06,144.06,0.11,1.42,1.42
2005-03-01,17.22,174.35,174.35,0.136,1.75,1.75
2005-04-01,17.944000000000003,181.67,181.67,0.134,1.73,1.73
2005-05-01,21.144000000000002,214.07,214.07,0.158,2.04,2.04
2005-06-01,19.143,193.82,193.82,0.2,2.57,2.57
2005-07-01,30.653000000000002,310.36,310.36,0.25,3.22,3.22
2005-08-01,33.922000000000004,343.45,343.45,0.259,3.34,3.34
2005-09-01,33.687000000000005,341.08,341.08,0.197,2.54,2.54
2005-10-01,20.101000000000003,203.52,203.52,0.158,2.03,2.03
2005-11-01,16.022000000000002,162.22,162.22,0.134,1.73,1.73
2005-12-01,34.901,353.37,353.37,0.131,1.69,1.69
2006-01-01,4.908,51.0,51.0,0.0,0.0,0.0
2006-02-01,4.856,50.0,50.0,0.0,0.0,0.0
2006-03-01,4.258,44.0,44.0,0.0,0.0,0.0
2006-04-01,5.617,58.0,58.0,0.0,0.0,0.0
2006-05-01,5.0760000000000005,52.0,52.0,0.0,0.0,0.0
2006-06-01,6.071000000000001,63.0,63.0,0.0,0.0,0.0
2006-07-01,5.89,61.0,61.0,0.0,0.0,0.0
2006-08-01,6.338,65.0,65.0,0.0,0.0,0.0
2006-09-01,4.503,47.0,47.0,0.0,0.0,0.0
2006-10-01,5.796,60.0,60.0,0.0,0.0,0.0
2006-11-01,5.059,52.0,52.0,0.0,0.0,0.0
2006-12-01,5.628,58.0,58.0,0.0,0.0,0.0
2007-01-01,19.002000000000002,197.0,197.0,0.10600000000000001,1.0,1.0
2007-02-01,13.138,133.0,133.0,0.313,3.0,3.0
2007-03-01,17.755,180.0,180.0,0.189,2.0,2.0
2007-04-01,19.662000000000003,203.0,203.0,0.08800000000000001,1.0,1.0
2007-05-01,32.651,336.0,336.0,0.812,8.0,8.0
2007-06-01,12.892000000000001,133.0,133.0,1.3980000000000001,14.0,14.0
2007-07-01,11.246,116.0,116.0,2.605,27.0,27.0
2007-08-01,21.887,226.0,226.0,4.712000000000001,49.0,49.0
2007-09-01,8.451,87.0,87.0,1.244,13.0,13.0
2007-10-01,17.575,180.0,180.0,0.751,8.0,8.0
2007-11-01,27.509,284.0,284.0,0.101,1.0,1.0
2007-12-01,31.113000000000003,319.0,319.0,0.801,8.0,8.0
2008-01-01,15.368,157.0,157.0,1.4340000000000002,14.0,14.0
2008-02-01,6.4670000000000005,64.0,64.0,0.539,6.0,6.0
2008-03-01,7.173,75.0,75.0,0.779,8.0,8.0
2008-04-01,9.370000000000001,99.0,99.0,1.443,15.0,15.0
2008-05-01,15.916,162.0,162.0,1.464,15.0,15.0
2008-06-01,14.043000000000001,145.0,145.0,2.34,24.0,24.0
2008-07-01,10.079,104.0,104.0,4.507000000000001,47.0,47.0
2008-08-01,6.296,64.0,64.0,3.7990000000000004,39.0,39.0
2008-09-01,7.4430000000000005,75.0,75.0,1.5330000000000001,16.0,16.0
2008-10-01,8.169,81.0,81.0,1.5130000000000001,16.0,16.0
2008-11-01,6.056,64.0,64.0,1.887,20.0,20.0
2008-12-01,6.243,64.0,64.0,2.1390000000000002,22.0,22.0
2009-01-01,4.636,46.0,46.0,0.0,0.0,0.0
2009-02-01,3.11,35.0,35.0,0.0,0.0,0.0
2009-03-01,4.189,46.0,46.0,0.0,0.0,0.0
2009-04-01,6.228000000000001,70.0,70.0,0.0,0.0,0.0
2009-05-01,3.7880000000000003,41.0,41.0,0.0,0.0,0.0
2009-06-01,0.886,12.0,12.0,0.0,0.0,0.0
2009-07-01,5.969,64.0,64.0,0.0,0.0,0.0
2009-08-01,3.444,35.0,35.0,0.0,0.0,0.0
2009-09-01,3.321,35.0,35.0,0.0,0.0,0.0
2009-10-01,3.2830000000000004,35.0,35.0,0.0,0.0,0.0
2009-11-01,3.6420000000000003,41.0,41.0,0.0,0.0,0.0
2009-12-01,3.504,41.0,41.0,0.0,0.0,0.0
2010-01-01,16.341,174.0,174.0,0.49400000000000005,5.0,5.0
2010-02-01,11.592,122.0,122.0,0.198,2.0,2.0
2010-03-01,14.489,151.0,151.0,0.23500000000000001,3.0,3.0
2010-04-01,10.383000000000001,110.0,110.0,0.256,3.0,3.0
2010-05-01,12.554,133.0,133.0,0.309,4.0,4.0
2010-06-01,19.307000000000002,203.0,203.0,0.769,8.0,8.0
2010-07-01,12.365,128.0,128.0,1.199,13.0,13.0
2010-08-01,12.969000000000001,133.0,133.0,1.338,14.0,14.0
2010-09-01,9.587,99.0,99.0,0.42300000000000004,5.0,5.0
2010-10-01,19.04,197.0,197.0,0.28400000000000003,3.0,3.0
2010-11-01,14.429,151.0,151.0,0.164,2.0,2.0
2010-12-01,12.013,128.0,128.0,0.262,3.0,3.0
2011-01-01,13.077,139.0,139.0,0.0,0.0,0.0
2011-02-01,17.394,186.0,186.0,0.0,0.0,0.0
2011-03-01,29.893,313.0,313.0,0.0,0.0,0.0
2011-04-01,16.134,168.0,168.0,0.0,0.0,0.0
2011-05-01,14.257,151.0,151.0,0.0,0.0,0.0
2011-06-01,10.339,110.0,110.0,0.0,0.0,0.0
2011-07-01,11.263,122.0,122.0,0.0,0.0,0.0
2011-08-01,7.129,75.0,75.0,0.0,0.0,0.0
2011-09-01,21.313,226.0,226.0,0.0,0.0,0.0
2011-10-01,18.875,197.0,197.0,0.0,0.0,0.0
2011-11-01,9.306,99.0,99.0,0.0,0.0,0.0
2011-12-01,17.02,180.0,180.0,0.0,0.0,0.0
2012-01-01,19.945,197.0,197.0,0.0,0.0,0.0
2012-02-01,17.064,174.0,174.0,0.0,0.0,0.0
2012-03-01,8.41,87.0,87.0,0.0,0.0,0.0
2012-04-01,16.06,162.0,162.0,0.0,0.0,0.0
2012-05-01,19.997,203.0,203.0,0.0,0.0,0.0
2012-06-01,19.108,191.0,191.0,0.0,0.0,0.0
2012-07-01,5.097,52.0,52.0,0.0,0.0,0.0
2012-08-01,15.389,157.0,157.0,0.0,0.0,0.0
2012-09-01,7.106,70.0,70.0,0.0,0.0,0.0
2012-10-01,10.066,104.0,104.0,0.0,0.0,0.0
2012-11-01,32.748,331.0,331.0,0.0,0.0,0.0
2012-12-01,18.921,191.0,191.0,0.089,1.0,1.0
2013-01-01,3.957,41.0,41.0,0.0,0.0,0.0
2013-02-01,2.135,24.0,24.0,0.0,0.0,0.0
2013-03-01,2.585,30.0,30.0,0.0,0.0,0.0
2013-04-01,2.197,24.0,24.0,0.0,0.0,0.0
2013-05-01,7.504,77.0,77.0,0.0,0.0,0.0
2013-06-01,4.722,47.0,47.0,0.0,0.0,0.0
2013-07-01,1.95,18.0,18.0,0.0,0.0,0.0
2013-08-01,1.224,12.0,12.0,0.0,0.0,0.0
2013-09-01,2.053,24.0,24.0,0.0,0.0,0.0
2013-10-01,3.343,35.0,35.0,0.0,0.0,0.0
2013-11-01,2.089,24.0,24.0,0.0,0.0,0.0
2013-12-01,6.399,65.0,65.0,1.002,10.0,10.0
2014-01-01,4.51,41.0,41.0,0.852,10.0,10.0
2014-02-01,4.752,53.0,53.0,0.655,7.0,7.0
2014-03-01,6.044,65.0,65.0,0.353,4.0,4.0
2014-04-01,3.692,41.0,41.0,0.661,7.0,7.0
2014-05-01,6.407,65.0,65.0,1.137,12.0,12.0
2014-06-01,4.437,47.0,47.0,0.828,9.0,9.0
2014-07-01,1.058,12.0,12.0,0.994,10.0,10.0
2014-08-01,4.753,53.0,53.0,1.131,12.0,12.0
2014-09-01,4.301,47.0,47.0,0.607,7.0,7.0
2014-10-01,3.037,30.0,30.0,0.494,5.0,5.0
2014-11-01,1.201,12.0,12.0,0.633,7.0,7.0
