measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,39.0,0.0,0.0,229.0,781.0,781.0
2023-02-01,47.0,0.0,0.0,285.0,972.0,972.0
2023-03-01,41.0,0.0,0.0,339.0,1157.0,1157.0
2023-04-01,46.0,0.0,0.0,416.0,1419.0,1419.0
2023-05-01,45.0,0.0,0.0,348.0,1187.0,1187.0
2023-06-01,44.0,0.0,0.0,383.0,1307.0,1307.0
2023-07-01,51.0,0.0,0.0,461.0,1573.0,1573.0
2023-08-01,45.0,0.0,0.0,441.0,1505.0,1505.0
2023-09-01,23.0,0.0,0.0,326.0,1112.0,1112.0
2023-10-01,29.0,0.0,0.0,349.0,1191.0,1191.0
2023-11-01,46.0,0.0,0.0,275.0,938.0,938.0
2023-12-01,51.0,0.0,0.0,223.0,761.0,761.0
2024-01-01,-9.0,0.0,0.0,264.0,901.0,901.0
2024-02-01,-9.0,0.0,0.0,244.0,833.0,833.0
2024-03-01,-9.0,0.0,0.0,381.0,1300.0,1300.0
2024-04-01,-9.0,0.0,0.0,412.0,1406.0,1406.0
2024-05-01,-9.0,0.0,0.0,380.0,1297.0,1297.0
2024-06-01,-8.0,0.0,0.0,406.0,1385.0,1385.0
2024-07-01,-8.0,0.0,0.0,469.0,1600.0,1600.0
2024-08-01,-8.0,0.0,0.0,447.0,1525.0,1525.0
2024-09-01,-11.0,0.0,0.0,358.0,1221.0,1221.0
2024-10-01,-11.0,0.0,0.0,317.0,1082.0,1082.0
2024-11-01,-10.0,0.0,0.0,270.0,921.0,921.0
2024-12-01,-11.0,0.0,0.0,198.0,676.0,676.0
