measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2023-01-01,,,,0.0,0.0,0.0
2023-02-01,,,,0.0,0.0,0.0
2023-03-01,,,,0.0,0.0,0.0
2023-04-01,,,,0.0,0.0,0.0
2023-05-01,,,,0.0,0.0,0.0
2023-06-01,,,,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0,379.0,1293.0,1293.0
2023-09-01,0.0,0.0,0.0,268.0,914.0,914.0
2023-10-01,0.0,0.0,0.0,272.0,928.0,928.0
2023-11-01,0.0,0.0,0.0,202.0,689.0,689.0
2023-12-01,0.0,0.0,0.0,196.0,669.0,669.0
2024-01-01,0.0,0.0,0.0,189.0,645.0,645.0
2024-02-01,0.0,0.0,0.0,250.0,853.0,853.0
2024-03-01,0.0,0.0,0.0,285.0,972.0,972.0
2024-04-01,0.0,0.0,0.0,326.0,1112.0,1112.0
2024-05-01,0.0,0.0,0.0,366.0,1249.0,1249.0
2024-06-01,0.0,0.0,0.0,419.0,1430.0,1430.0
2024-07-01,0.0,0.0,0.0,390.0,1331.0,1331.0
2024-08-01,0.0,0.0,0.0,470.0,1604.0,1604.0
2024-09-01,0.0,0.0,0.0,186.0,635.0,635.0
2024-10-01,0.0,0.0,0.0,316.0,1078.0,1078.0
2024-11-01,0.0,0.0,0.0,208.0,710.0,710.0
2024-12-01,0.0,0.0,0.0,167.0,570.0,570.0
