measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2016-02-01,61.878,571.0,571.0
2016-03-01,99.922,922.0,922.0
2016-04-01,110.158,1017.0,1017.0
2016-05-01,97.463,900.0,900.0
2016-06-01,125.512,1159.0,1159.0
2016-07-01,118.661,1095.0,1095.0
2016-08-01,115.215,1064.0,1064.0
2016-09-01,86.603,800.0,800.0
2016-10-01,84.89,784.0,784.0
2016-11-01,76.246,704.0,704.0
2016-12-01,55.452,512.0,512.0
2017-01-01,39.377,363.0,363.0
2017-02-01,72.167,665.0,665.0
2017-03-01,91.75,845.0,845.0
2017-04-01,95.607,881.0,881.0
2017-05-01,103.074,950.0,950.0
2017-06-01,117.549,1083.0,1083.0
2017-07-01,115.031,1060.0,1060.0
2017-08-01,114.978,1059.0,1059.0
2017-09-01,98.072,904.0,904.0
2017-10-01,62.306,574.0,574.0
2017-11-01,64.648,596.0,596.0
2017-12-01,42.441,391.0,391.0
2018-01-01,54.588,497.0,497.0
2018-02-01,50.739,462.0,462.0
2018-03-01,85.113,775.0,775.0
2018-04-01,84.694,771.0,771.0
2018-05-01,98.063,893.0,893.0
2018-06-01,108.92,992.0,992.0
2018-07-01,115.926,1055.0,1055.0
2018-08-01,100.785,918.0,918.0
2018-09-01,66.814,608.0,608.0
2018-10-01,61.692,562.0,562.0
2018-11-01,47.985,437.0,437.0
2018-12-01,45.681,416.0,416.0
2019-01-01,50.693,451.0,451.0
2019-02-01,60.668,540.0,540.0
2019-03-01,85.496,761.0,761.0
2019-04-01,81.197,723.0,723.0
2019-05-01,88.742,790.0,790.0
2019-06-01,96.731,861.0,861.0
2019-07-01,108.397,965.0,965.0
2019-08-01,97.221,866.0,866.0
2019-09-01,83.287,742.0,742.0
2019-10-01,59.72,532.0,532.0
2019-11-01,57.23,510.0,510.0
2019-12-01,35.618,317.0,317.0
2020-01-01,65.299,572.0,572.0
2020-02-01,72.903,639.0,639.0
2020-03-01,105.412,924.0,924.0
2020-04-01,105.7,927.0,927.0
2020-05-01,138.804,1217.0,1217.0
2020-06-01,139.538,1223.0,1223.0
2020-07-01,132.713,1163.0,1163.0
2020-08-01,112.682,988.0,988.0
2020-09-01,110.816,972.0,972.0
2020-10-01,78.674,690.0,690.0
2020-11-01,72.451,635.0,635.0
2020-12-01,49.008,430.0,430.0
2021-01-01,69.998,619.0,619.0
2021-02-01,49.511,438.0,438.0
2021-03-01,121.886,1078.0,1078.0
2021-04-01,124.208,1098.0,1098.0
2021-05-01,137.619,1217.0,1217.0
2021-06-01,136.215,1205.0,1205.0
2021-07-01,122.107,1080.0,1080.0
2021-08-01,116.711,1032.0,1032.0
2021-09-01,116.524,1031.0,1031.0
2021-10-01,90.209,798.0,798.0
2021-11-01,83.365,737.0,737.0
2021-12-01,55.647,492.0,492.0
2022-01-01,59.727,204.0,204.0
2022-02-01,74.892,256.0,256.0
2022-03-01,104.717,357.0,357.0
2022-04-01,122.408,418.0,418.0
2022-05-01,122.075,417.0,417.0
2022-06-01,129.48,442.0,442.0
2022-07-01,133.855,457.0,457.0
2022-08-01,133.231,455.0,455.0
2022-09-01,112.735,385.0,385.0
2022-10-01,109.801,375.0,375.0
2022-11-01,78.901,269.0,269.0
2022-12-01,60.178,205.0,205.0
2023-01-01,13.0,44.0,44.0
2023-02-01,37.0,126.0,126.0
2023-03-01,25.0,85.0,85.0
2023-04-01,122.0,416.0,416.0
2023-05-01,198.0,676.0,676.0
2023-06-01,134.0,457.0,457.0
2023-07-01,129.0,440.0,440.0
2023-08-01,103.0,351.0,351.0
2023-09-01,137.0,467.0,467.0
2023-10-01,57.0,194.0,194.0
2023-11-01,49.0,167.0,167.0
2023-12-01,25.0,85.0,85.0
2024-01-01,20.0,68.0,68.0
2024-02-01,68.0,232.0,232.0
2024-03-01,98.0,334.0,334.0
2024-04-01,125.0,427.0,427.0
2024-05-01,162.0,553.0,553.0
2024-06-01,100.0,341.0,341.0
2024-07-01,149.0,508.0,508.0
2024-08-01,132.0,450.0,450.0
2024-09-01,76.0,259.0,259.0
2024-10-01,88.0,300.0,300.0
2024-11-01,62.0,212.0,212.0
2024-12-01,19.0,65.0,65.0
