measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2022-01-01,672.34,4920.0,4920.0
2022-02-01,558.221,4085.0,4085.0
2022-03-01,516.503,3780.0,3780.0
2022-04-01,529.072,3872.0,3872.0
2022-05-01,485.513,3554.0,3554.0
2022-06-01,660.331,4833.0,4833.0
2022-07-01,882.135,6456.0,6456.0
2022-08-01,1064.414,7790.0,7790.0
2022-09-01,975.532,7140.0,7140.0
2022-10-01,895.876,6557.0,6557.0
2022-11-01,822.708,6021.0,6021.0
2022-12-01,909.355,6656.0,6656.0
2023-01-01,751.777,5348.0,5348.0
2023-02-01,640.366,4556.0,4556.0
2023-03-01,615.474,4378.0,4378.0
2023-04-01,480.814,3421.0,3421.0
2023-05-01,311.421,2215.0,2215.0
2023-06-01,409.685,2915.0,2915.0
2023-07-01,948.341,6747.0,6747.0
2023-08-01,956.895,6807.0,6807.0
2023-09-01,677.317,4818.0,4818.0
2023-10-01,827.13,5884.0,5884.0
2023-11-01,776.996,5528.0,5528.0
2023-12-01,874.784,6223.0,6223.0
2024-01-01,819.0,5726.0,5726.0
2024-02-01,795.0,5500.0,5500.0
2024-03-01,838.0,5795.0,5795.0
2024-04-01,805.0,5863.0,5863.0
2024-05-01,854.0,5906.0,5906.0
2024-06-01,822.0,5685.0,5685.0
2024-07-01,845.0,5852.0,5852.0
2024-08-01,847.0,5877.0,5877.0
2024-09-01,843.0,5851.0,5851.0
2024-10-01,866.0,6048.0,6048.0
2024-11-01,852.0,5922.0,5922.0
2024-12-01,905.0,6291.0,6291.0
