measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,6.417000000000001,70.0,70.0,0.0,0.0,0.0
2003-02-01,5.575,61.0,61.0,0.0,0.0,0.0
2003-03-01,4.997,55.0,55.0,0.0,0.0,0.0
2003-04-01,4.353000000000001,48.0,48.0,0.0,0.0,0.0
2003-05-01,4.82,53.0,53.0,0.0,0.0,0.0
2003-06-01,5.022,55.0,55.0,0.0,0.0,0.0
2003-07-01,6.857,75.0,75.0,0.0,0.0,0.0
2003-08-01,6.7170000000000005,73.0,73.0,0.0,0.0,0.0
2003-09-01,5.613,61.0,61.0,0.0,0.0,0.0
2003-10-01,5.375,59.0,59.0,0.0,0.0,0.0
2003-11-01,5.915,65.0,65.0,0.0,0.0,0.0
2003-12-01,6.34,69.0,69.0,0.0,0.0,0.0
2004-01-01,8.398,94.0,94.0,0.0,0.0,0.0
2004-02-01,4.805,54.0,54.0,0.0,0.0,0.0
2004-03-01,2.956,33.0,33.0,0.0,0.0,0.0
2004-04-01,2.009,22.0,22.0,0.0,0.0,0.0
2004-05-01,2.0420000000000003,23.0,23.0,0.0,0.0,0.0
2004-06-01,1.929,22.0,22.0,0.0,0.0,0.0
2004-07-01,2.198,25.0,25.0,0.0,0.0,0.0
2004-08-01,2.825,32.0,32.0,0.0,0.0,0.0
2004-09-01,2.882,32.0,32.0,0.0,0.0,0.0
2004-10-01,2.831,32.0,32.0,0.0,0.0,0.0
2004-11-01,2.585,29.0,29.0,0.0,0.0,0.0
2004-12-01,5.539000000000001,62.0,62.0,0.0,0.0,0.0
2005-01-01,12.252,132.35,132.35,0.0,0.0,0.0
2005-02-01,4.2090000000000005,45.47,45.47,0.0,0.0,0.0
2005-03-01,4.666,50.4,50.4,0.0,0.0,0.0
2005-04-01,5.651000000000001,61.05,61.05,0.0,0.0,0.0
2005-05-01,5.2490000000000006,56.7,56.7,0.0,0.0,0.0
2005-06-01,6.812,73.59,73.59,0.0,0.0,0.0
2005-07-01,6.934,74.91,74.91,0.0,0.0,0.0
2005-08-01,8.146,88.0,88.0,0.0,0.0,0.0
2005-09-01,5.332,57.61,57.61,0.0,0.0,0.0
2005-10-01,5.922000000000001,63.97,63.97,0.0,0.0,0.0
2005-11-01,4.761,51.42,51.42,0.0,0.0,0.0
2005-12-01,10.066,108.74,108.74,0.0,0.0,0.0
2006-01-01,5.524,81.0,81.0,0.0,0.0,0.0
2006-02-01,2.89,42.0,42.0,0.0,0.0,0.0
2006-03-01,2.428,36.0,36.0,0.0,0.0,0.0
2006-04-01,4.651,68.0,68.0,0.0,0.0,0.0
2006-05-01,4.347,64.0,64.0,0.0,0.0,0.0
2006-06-01,3.951,58.0,58.0,0.0,0.0,0.0
2006-07-01,5.724,84.0,84.0,0.0,0.0,0.0
2006-08-01,5.5520000000000005,82.0,82.0,0.0,0.0,0.0
2006-09-01,2.551,37.0,37.0,0.0,0.0,0.0
2006-10-01,2.694,40.0,40.0,0.0,0.0,0.0
2006-11-01,3.173,47.0,47.0,0.0,0.0,0.0
2006-12-01,3.515,52.0,52.0,0.0,0.0,0.0
2007-01-01,6.981000000000001,99.0,99.0,0.0,0.0,0.0
2007-02-01,3.2270000000000003,46.0,46.0,0.0,0.0,0.0
2007-03-01,0.633,12.0,12.0,0.0,0.0,0.0
2007-04-01,0.508,6.0,6.0,0.0,0.0,0.0
2007-05-01,8.721,128.0,128.0,0.0,0.0,0.0
2007-06-01,6.722,99.0,99.0,0.0,0.0,0.0
2007-07-01,0.7030000000000001,12.0,12.0,0.0,0.0,0.0
2007-08-01,4.498,64.0,64.0,0.0,0.0,0.0
2007-09-01,0.603,6.0,6.0,0.0,0.0,0.0
2007-10-01,0.23800000000000002,6.0,6.0,0.0,0.0,0.0
2007-11-01,3.248,46.0,46.0,0.0,0.0,0.0
2007-12-01,0.917,12.0,12.0,0.0,0.0,0.0
2008-01-01,0.9590000000000001,12.0,12.0,0.0,0.0,0.0
2008-02-01,0.159,0.0,0.0,0.0,0.0,0.0
2008-03-01,0.619,6.0,6.0,0.0,0.0,0.0
2008-04-01,0.376,6.0,6.0,0.0,0.0,0.0
2008-05-01,0.13,0.0,0.0,0.0,0.0,0.0
2008-06-01,0.056,0.0,0.0,0.0,0.0,0.0
2008-07-01,0.169,0.0,0.0,0.0,0.0,0.0
2008-08-01,0.602,6.0,6.0,0.0,0.0,0.0
2008-09-01,1.149,29.0,29.0,0.0,0.0,0.0
2008-10-01,2.9040000000000004,41.0,41.0,0.0,0.0,0.0
2008-11-01,0.451,6.0,6.0,0.0,0.0,0.0
2008-12-01,0.42600000000000005,6.0,6.0,0.0,0.0,0.0
2009-01-01,0.135,0.0,0.0,0.0,0.0,0.0
2009-02-01,0.467,6.0,6.0,0.0,0.0,0.0
2009-03-01,0.063,0.0,0.0,0.0,0.0,0.0
2009-04-01,0.317,6.0,6.0,0.0,0.0,0.0
2009-05-01,2.44,29.0,29.0,0.0,0.0,0.0
2009-06-01,1.004,12.0,12.0,0.0,0.0,0.0
2009-07-01,1.727,23.0,23.0,0.0,0.0,0.0
2009-08-01,1.282,17.0,17.0,0.0,0.0,0.0
2009-09-01,1.363,17.0,17.0,0.0,0.0,0.0
2009-10-01,0.46900000000000003,6.0,6.0,0.0,0.0,0.0
2009-11-01,0.8520000000000001,12.0,12.0,0.0,0.0,0.0
2009-12-01,0.881,12.0,12.0,0.0,0.0,0.0
2010-01-01,0.0,17.0,17.0,0.0,0.0,0.0
2010-02-01,0.0,17.0,17.0,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,0.0,6.0,6.0,0.0,0.0,0.0
2010-05-01,0.0,23.0,23.0,0.0,0.0,0.0
2010-06-01,0.0,12.0,12.0,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-01,0.0,6.0,6.0,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-01,0.0,12.0,12.0,0.0,0.0,0.0
2010-11-01,0.0,35.0,35.0,0.0,0.0,0.0
2010-12-01,0.0,12.0,12.0,0.0,0.0,0.0
2011-01-01,1.775,23.0,23.0,0.0,0.0,0.0
2011-02-01,0.557,6.0,6.0,0.0,0.0,0.0
2011-03-01,2.841,35.0,35.0,0.0,0.0,0.0
2011-04-01,1.947,23.0,23.0,0.0,0.0,0.0
2011-05-01,1.048,12.0,12.0,0.0,0.0,0.0
2011-06-01,1.954,23.0,23.0,0.0,0.0,0.0
2011-07-01,1.072,12.0,12.0,0.0,0.0,0.0
2011-08-01,0.553,6.0,6.0,0.0,0.0,0.0
2011-09-01,0.259,6.0,6.0,0.0,0.0,0.0
2011-10-01,0.775,12.0,12.0,0.0,0.0,0.0
2011-11-01,1.119,12.0,12.0,0.0,0.0,0.0
2011-12-01,1.1,12.0,12.0,0.0,0.0,0.0
2012-01-01,1.171,12.0,12.0,0.0,0.0,0.0
2012-02-01,2.161,23.0,23.0,0.0,0.0,0.0
2012-03-01,1.546,17.0,17.0,0.0,0.0,0.0
