measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2012-05-01,1477.357,15247.0,15247.0
2012-06-01,1641.377,16939.0,16939.0
2012-07-01,1770.814,18275.0,18275.0
2012-08-01,1836.64,18954.0,18954.0
2012-09-01,1418.829,14642.0,14642.0
2012-10-01,1114.373,11500.0,11500.0
2012-11-01,1009.388,10417.0,10417.0
2012-12-01,1086.222,11210.0,11210.0
2013-01-01,1722.272,23554.0,23554.0
2013-02-01,1360.39,18603.0,18603.0
2013-03-01,1464.452,20027.0,20027.0
2013-04-01,1578.477,21586.0,21586.0
2013-05-01,1699.134,23236.0,23236.0
2013-06-01,2097.383,28682.0,28682.0
2013-07-01,2325.915,31807.0,31807.0
2013-08-01,2588.78,35402.0,35402.0
2013-09-01,2190.256,29952.0,29952.0
2013-10-01,1713.727,23436.0,23436.0
2013-11-01,1675.317,22910.0,22910.0
2013-12-01,1831.857,25051.0,25051.0
2014-01-01,1809.608,24690.0,24690.0
2014-02-01,1579.201,21544.0,21544.0
2014-03-01,1602.682,21865.0,21865.0
2014-04-01,1657.565,22614.0,22614.0
2014-05-01,1834.324,25025.0,25025.0
2014-06-01,2142.381,29228.0,29228.0
2014-07-01,2489.03,33957.0,33957.0
2014-08-01,2772.967,37831.0,37831.0
2014-09-01,2254.336,30755.0,30755.0
2014-10-01,1974.451,26937.0,26937.0
2014-11-01,1712.722,23366.0,23366.0
2014-12-01,1871.053,25526.0,25526.0
2015-01-01,1783.464,24331.0,24331.0
2015-02-01,1616.508,22053.0,22053.0
2015-03-01,1832.557,25001.0,25001.0
2015-04-01,1698.081,23166.0,23166.0
2015-05-01,1765.772,24089.0,24089.0
2015-06-01,2077.74,28345.0,28345.0
2015-07-01,2463.792,33612.0,33612.0
2015-08-01,2531.361,34534.0,34534.0
2015-09-01,2122.495,28956.0,28956.0
2015-10-01,1849.092,25226.0,25226.0
2015-11-01,1606.036,21910.0,21910.0
2015-12-01,1810.502,24699.0,24699.0
2016-01-01,1989.79,24491.0,24491.0
2016-02-01,1737.593,21387.0,21387.0
2016-03-01,1955.772,24072.0,24072.0
2016-04-01,1866.263,22970.0,22970.0
2016-05-01,2085.491,25668.0,25668.0
2016-06-01,2332.027,28703.0,28703.0
2016-07-01,2606.795,32085.0,32085.0
2016-08-01,2683.469,33028.0,33028.0
2016-09-01,2266.946,27901.0,27901.0
2016-10-01,1786.39,21987.0,21987.0
2016-11-01,1597.604,19664.0,19664.0
2016-12-01,1487.98,18314.0,18314.0
2017-01-01,1592.155,20632.0,20632.0
2017-02-01,1411.007,18285.0,18285.0
2017-03-01,1662.491,21544.0,21544.0
2017-04-01,1643.371,21296.0,21296.0
2017-05-01,1875.457,24304.0,24304.0
2017-06-01,2402.342,31131.0,31131.0
2017-07-01,2947.069,38191.0,38191.0
2017-08-01,2813.377,36458.0,36458.0
2017-09-01,2074.826,26888.0,26888.0
2017-10-01,1833.558,23761.0,23761.0
2017-11-01,1524.896,19761.0,19761.0
2017-12-01,1994.251,25844.0,25844.0
2018-01-01,1876.332,24313.0,24313.0
2018-02-01,1687.685,21867.0,21867.0
2018-03-01,1706.28,22108.0,22108.0
2018-04-01,1584.028,20524.0,20524.0
2018-05-01,2143.371,27771.0,27771.0
2018-06-01,2337.669,30288.0,30288.0
2018-07-01,2906.988,37665.0,37665.0
2018-08-01,2706.44,35067.0,35067.0
2018-09-01,2296.097,29750.0,29750.0
2018-10-01,1929.075,24995.0,24995.0
2018-11-01,1665.313,21577.0,21577.0
2018-12-01,1801.842,23347.0,23347.0
2019-01-01,1956.385,27315.0,27315.0
2019-02-01,1572.794,21959.0,21959.0
2019-03-01,1689.991,23597.0,23597.0
2019-04-01,1522.762,21262.0,21262.0
2019-05-01,2071.367,28921.0,28921.0
2019-06-01,2389.594,33364.0,33364.0
2019-07-01,2749.676,38392.0,38392.0
2019-08-01,2960.328,41333.0,41333.0
2019-09-01,2558.526,35723.0,35723.0
2019-10-01,1983.898,27700.0,27700.0
2019-11-01,1799.509,25125.0,25125.0
2019-12-01,2000.75,27935.0,27935.0
2020-01-01,509.498,7112.0,7112.0
2020-02-01,484.744,6768.0,6768.0
2020-03-01,472.364,6595.0,6595.0
2020-04-01,420.595,5872.0,5872.0
2020-05-01,503.529,7030.0,7030.0
2020-06-01,595.56,8315.0,8315.0
2020-07-01,724.592,10117.0,10117.0
2020-08-01,701.31,9792.0,9792.0
2020-09-01,578.708,8080.0,8080.0
2020-10-01,500.446,6987.0,6987.0
2020-11-01,391.988,5473.0,5473.0
2020-12-01,430.806,6015.0,6015.0
