measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.361,33.0,33.0,0.0,0.0,0.0,9709.0,129199.0,129199.0,3407.0,1934.0,1934.0,483.71,8237.0,8237.0,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.05,39.0,39.0,0.0,0.0,0.0,5573.0,72980.0,72980.0,1940.0,1882.0,1882.0,409.246,6969.0,6969.0,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.899,50.0,50.0,0.0,0.0,0.0,3649.0,47858.0,47858.0,1289.0,989.0,989.0,320.207,5453.0,5453.0,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.842,50.0,50.0,0.0,0.0,0.0,2706.0,35821.0,35821.0,738.0,0.0,0.0,313.031,5330.0,5330.0,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.853,105.0,105.0,0.0,0.0,0.0,2748.0,35888.0,35888.0,579.0,0.0,0.0,342.28,5828.0,5828.0,0.0,0.0,0.0
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.948,77.0,77.0,0.0,0.0,0.0,4182.0,52171.0,52171.0,1220.0,0.0,0.0,1544.788,17197.0,17197.0,0.0,0.0,0.0
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,13.677,209.0,209.0,0.0,0.0,0.0,5964.0,74281.0,74281.0,1822.0,0.0,0.0,1348.1,15008.0,15008.0,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.338,143.0,143.0,0.0,0.0,0.0,9089.0,115547.0,115547.0,3193.0,763.0,763.0,1368.145,15232.0,15232.0,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.304,50.0,50.0,0.0,0.0,0.0,1110.0,14458.0,14458.0,349.0,0.0,0.0,1414.996,15754.0,15754.0,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.992,94.0,94.0,0.0,0.0,0.0,2213.0,25431.0,25431.0,489.0,0.0,0.0,1565.888,17433.0,17433.0,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.416,127.0,127.0,0.0,0.0,0.0,513.0,29709.0,29709.0,2263.0,0.0,0.0,1828.864,20361.0,20361.0,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.637,55.0,55.0,0.0,0.0,0.0,2546.0,32902.0,32902.0,777.0,0.0,0.0,2124.784,23655.0,23655.0,0.0,0.0,0.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.254,66.0,66.0,0.0,0.0,0.0,4372.0,52840.0,52840.0,1332.0,121.0,121.0,2367.169,26353.0,26353.0,0.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.735,132.0,132.0,0.0,0.0,0.0,6124.0,78560.0,78560.0,2185.0,542.0,542.0,1924.435,21425.0,21425.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.064,77.0,77.0,0.0,0.0,0.0,16819.0,232671.0,232671.0,5682.0,5209.0,5209.0,1685.508,18765.0,18765.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.46,83.0,83.0,0.0,0.0,0.0,2361.0,30359.0,30359.0,693.0,0.0,0.0,1462.081,16277.0,16277.0,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.175,94.0,94.0,0.0,0.0,0.0,497.0,7090.0,7090.0,129.0,0.0,0.0,1597.242,17782.0,17782.0,0.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.018,28.0,28.0,0.0,0.0,0.0,903.0,11730.0,11730.0,0.0,0.0,0.0,1225.153,15919.0,15919.0,0.0,0.0,0.0
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.046,33.0,33.0,0.0,0.0,0.0,177.0,2283.0,2283.0,0.0,0.0,0.0,1110.462,14430.0,14430.0,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.121,61.0,61.0,0.0,0.0,0.0,217.0,2928.0,2928.0,0.0,0.0,0.0,1258.877,16358.0,16358.0,0.0,0.0,0.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.601,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166.498,15159.0,15159.0,0.0,0.0,0.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.471,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.999,15762.0,15762.0,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.09,61.0,61.0,0.0,0.0,0.0,111.0,1619.0,1619.0,0.0,0.0,0.0,1427.305,18548.0,18548.0,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.57,44.0,44.0,0.0,0.0,0.0,5011.0,69315.0,69315.0,1602.0,608.0,608.0,1692.505,21993.0,21993.0,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.419,44.0,44.0,0.0,0.0,0.0,4033.0,55137.0,55137.0,1380.0,1268.0,1268.0,1738.921,22596.0,22596.0,0.0,0.0,0.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.477,44.0,44.0,0.0,0.0,0.0,3706.0,50596.0,50596.0,947.0,0.0,0.0,1458.05,18947.0,18947.0,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.827,55.0,55.0,0.0,0.0,0.0,3817.0,45080.0,45080.0,1547.0,359.0,359.0,1270.236,16506.0,16506.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.672,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1103.268,14337.0,14337.0,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.688,50.0,50.0,0.0,0.0,0.0,638.0,8616.0,8616.0,86.0,0.0,0.0,1243.726,16162.0,16162.0,0.0,0.0,0.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.809,28.0,28.0,0.0,0.0,0.0,3572.0,43102.0,43102.0,1072.0,0.0,0.0,2536.49,30625.0,30625.0,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.876,33.0,33.0,0.0,0.0,0.0,5545.0,68925.0,68925.0,1919.0,0.0,0.0,2215.0,26743.0,26743.0,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.928,33.0,33.0,0.0,0.0,0.0,4004.0,50456.0,50456.0,1229.0,171.0,171.0,2493.125,30102.0,30102.0,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.459,50.0,50.0,0.0,0.0,0.0,9238.0,115797.0,115797.0,3214.0,96.0,96.0,2379.022,28724.0,28724.0,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.158,77.0,77.0,0.0,0.0,0.0,8169.0,104315.0,104315.0,2816.0,224.0,224.0,2658.483,32098.0,32098.0,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.929,33.0,33.0,0.0,0.0,0.0,4727.0,60616.0,60616.0,1401.0,0.0,0.0,2972.756,35893.0,35893.0,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.784,28.0,28.0,0.0,0.0,0.0,320.0,4062.0,4062.0,94.0,0.0,0.0,3323.016,40122.0,40122.0,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.164,39.0,39.0,0.0,0.0,0.0,4651.0,59838.0,59838.0,723.0,0.0,0.0,3420.757,41301.0,41301.0,0.0,0.0,0.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,33.0,33.0,0.0,0.0,0.0,4978.0,61310.0,61310.0,1824.0,65.0,65.0,2889.793,34891.0,34891.0,0.0,0.0,0.0
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.742,28.0,28.0,0.0,0.0,0.0,5169.0,62680.0,62680.0,1595.0,0.0,0.0,2277.204,27494.0,27494.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.867,33.0,33.0,0.0,0.0,0.0,2024.0,24634.0,24634.0,567.0,0.0,0.0,2036.549,24588.0,24588.0,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.284,44.0,44.0,0.0,0.0,0.0,867.0,10958.0,10958.0,193.0,0.0,0.0,1896.805,22902.0,22902.0,0.0,0.0,0.0
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.632,28.0,28.0,,,,165.0,1932.0,1932.0,0.0,0.0,0.0,1271.056,17299.0,17299.0,,,
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.655,17.0,17.0,,,,608.0,7525.0,7525.0,88.0,0.0,0.0,1126.441,15331.0,15331.0,,,
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.037,28.0,28.0,,,,1787.0,21944.0,21944.0,484.0,0.0,0.0,1327.207,18063.0,18063.0,,,
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.695,22.0,22.0,,,,681.0,8501.0,8501.0,120.0,0.0,0.0,1311.943,17855.0,17855.0,,,
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.988,28.0,28.0,,,,2015.0,24515.0,24515.0,538.0,0.0,0.0,1497.223,20376.0,20376.0,,,
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.662,17.0,17.0,,,,7801.0,94581.0,94581.0,2709.0,0.0,0.0,1917.848,26101.0,26101.0,,,
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.846,22.0,22.0,,,,3625.0,43792.0,43792.0,1287.0,0.0,0.0,2352.717,32020.0,32020.0,,,
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.159,33.0,33.0,,,,3485.0,43085.0,43085.0,880.0,0.0,0.0,2245.987,30568.0,30568.0,,,
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.44,11.0,11.0,,,,3122.0,38844.0,38844.0,976.0,0.0,0.0,1656.384,22543.0,22543.0,,,
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.672,22.0,22.0,,,,5448.0,65838.0,65838.0,1898.0,0.0,0.0,1463.774,19921.0,19921.0,,,
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.632,17.0,17.0,,,,1885.0,25481.0,25481.0,610.0,0.0,0.0,1217.361,16568.0,16568.0,,,
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.582,17.0,17.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1592.059,21668.0,21668.0,,,
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.747,17.0,17.0,,,,1741.0,21407.0,21407.0,466.0,0.0,0.0,1519.35,18127.0,18127.0,,,
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.153,22.0,22.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1366.593,16304.0,16304.0,,,
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.129,22.0,22.0,,,,143.0,1930.0,1930.0,0.0,0.0,0.0,1381.65,16483.0,16483.0,,,
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.001,61.0,61.0,,,,2808.0,37910.0,37910.0,905.0,0.0,0.0,1282.657,15302.0,15302.0,,,
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.982,61.0,61.0,,,,1569.0,21847.0,21847.0,527.0,0.0,0.0,1735.582,20706.0,20706.0,,,
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.606,33.0,33.0,,,,1411.0,18767.0,18767.0,451.0,0.0,0.0,1892.914,22583.0,22583.0,,,
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.933,17.0,17.0,,,,2544.0,35353.0,35353.0,756.0,0.0,0.0,2353.916,28082.0,28082.0,,,
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.075,22.0,22.0,,,,1654.0,22791.0,22791.0,578.0,0.0,0.0,2191.523,26145.0,26145.0,,,
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.713,17.0,17.0,,,,1869.0,25242.0,25242.0,502.0,0.0,0.0,1859.25,22181.0,22181.0,,,
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.268,28.0,28.0,,,,2461.0,33602.0,33602.0,573.0,0.0,0.0,1562.057,18636.0,18636.0,,,
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.396,28.0,28.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1348.477,16088.0,16088.0,,,
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.997,22.0,22.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1459.031,17407.0,17407.0,,,
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2524.69,28617.0,28617.0,,,
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2029.671,23006.0,23006.0,,,
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,778.0,11477.0,11477.0,0.0,0.0,0.0,2180.911,24721.0,24721.0,,,
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,231.0,3079.0,3079.0,0.0,0.0,0.0,1965.104,22274.0,22274.0,,,
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2673.072,30299.0,30299.0,,,
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,3083.74,34955.0,34955.0,,,
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,3548.421,40221.0,40221.0,,,
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,8219.0,111198.0,111198.0,2364.0,0.0,0.0,3820.266,43303.0,43303.0,,,
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,3568.0,48208.0,48208.0,949.0,0.0,0.0,3301.744,37425.0,37425.0,,,
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,5630.0,74551.0,74551.0,1866.0,0.0,0.0,2560.195,29020.0,29020.0,,,
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,5744.0,75092.0,75092.0,1981.0,0.0,0.0,2322.243,26323.0,26323.0,,,
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1623.0,22000.0,22000.0,479.0,0.0,0.0,2581.943,29267.0,29267.0,,,
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,3772.975,41160.0,41160.0,,,
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,3565.0,47520.0,47520.0,1199.0,0.0,0.0,3589.669,39159.0,39159.0,,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,4827.0,64457.0,64457.0,1769.0,0.0,0.0,3497.993,38159.0,38159.0,,,
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,5294.0,73598.0,73598.0,1870.0,0.0,0.0,3114.623,33977.0,33977.0,,,
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,6487.0,89609.0,89609.0,2257.0,0.0,0.0,3728.773,40676.0,40676.0,,,
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,7291.0,100116.0,100116.0,2717.0,0.0,0.0,4410.292,48111.0,48111.0,,,
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,7769.0,106899.0,106899.0,2952.0,0.0,0.0,5365.811,58535.0,58535.0,,,
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,10310.0,141132.0,141132.0,739.0,0.0,0.0,5193.4,56654.0,56654.0,,,
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,8986.0,124160.0,124160.0,3103.0,0.0,0.0,4285.494,46750.0,46750.0,,,
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,9600.0,132658.0,132658.0,3451.0,0.0,0.0,3705.948,40428.0,40428.0,,,
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,371.0,4859.0,4859.0,62.0,0.0,0.0,2902.781,31666.0,31666.0,,,
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,475.0,6831.0,6831.0,52.0,0.0,0.0,3190.241,34801.0,34801.0,,,
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,428.0,5897.0,5897.0,150.0,0.0,0.0,1738.308,20483.0,20483.0,,,
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,6781.0,90595.0,90595.0,2642.0,0.0,0.0,1690.426,19921.0,19921.0,,,
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,663.0,9988.0,9988.0,51.0,0.0,0.0,1317.444,15526.0,15526.0,,,
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,3196.0,42480.0,42480.0,0.0,0.0,0.0,1500.766,17686.0,17686.0,,,
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1928.0,26066.0,26066.0,0.0,0.0,0.0,1717.786,20243.0,20243.0,,,
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,4501.0,61639.0,61639.0,0.0,0.0,0.0,2338.241,27555.0,27555.0,,,
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,9065.0,122535.0,122535.0,2193.0,0.0,0.0,2575.916,30355.0,30355.0,,,
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,9901.0,136324.0,136324.0,3487.0,0.0,0.0,2626.885,30956.0,30956.0,,,
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,5101.0,67995.0,67995.0,1373.0,0.0,0.0,2219.762,26158.0,26158.0,,,
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,769.0,10318.0,10318.0,0.0,0.0,0.0,1878.306,22135.0,22135.0,,,
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1581.0,21513.0,21513.0,5.0,0.0,0.0,1544.946,18206.0,18206.0,,,
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1621.214,19105.0,19105.0,,,
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1455.0,18456.0,18456.0,0.0,0.0,0.0,1968.479,22305.0,22305.0,,,
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,2941.0,36940.0,36940.0,0.0,0.0,0.0,1752.532,19856.0,19856.0,,,
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,2079.0,26902.0,26902.0,0.0,0.0,0.0,1395.561,15812.0,15812.0,,,
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1342.0,18055.0,18055.0,0.0,0.0,0.0,1454.782,16484.0,16484.0,,,
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,962.0,13047.0,13047.0,0.0,0.0,0.0,2149.104,24350.0,24350.0,,,
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,2222.0,30506.0,30506.0,0.0,0.0,0.0,2616.065,29641.0,29641.0,,,
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,4839.0,66289.0,66289.0,0.0,0.0,0.0,3082.75,34928.0,34928.0,,,
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,5371.0,73671.0,73671.0,60.0,0.0,0.0,3098.796,35110.0,35110.0,,,
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,7117.0,98082.0,98082.0,1889.0,0.0,0.0,2612.099,29595.0,29595.0,,,
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,2541.0,34623.0,34623.0,740.0,0.0,0.0,2018.806,22874.0,22874.0,,,
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1892.177,21439.0,21439.0,,,
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,2910.0,37965.0,37965.0,466.0,0.0,0.0,2099.849,23792.0,23792.0,,,
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1042.0,14370.0,14370.0,285.0,0.0,0.0,3355.387,37857.0,37857.0,,,
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,291.0,3989.0,3989.0,89.0,0.0,0.0,3164.684,35706.0,35706.0,,,
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,6199.0,83870.0,83870.0,2206.0,0.0,0.0,3123.3,35239.0,35239.0,,,
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,7640.0,105739.0,105739.0,2714.0,0.0,0.0,3016.408,34032.0,34032.0,,,
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,9166.0,124350.0,124350.0,2932.0,0.0,0.0,4306.508,48588.0,48588.0,,,
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,9122.0,123834.0,123834.0,0.0,0.0,0.0,4974.787,56127.0,56127.0,,,
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,10742.0,147972.0,147972.0,0.0,0.0,0.0,5455.832,61555.0,61555.0,,,
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,10833.0,149268.0,149268.0,91.0,0.0,0.0,6005.055,67751.0,67751.0,,,
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,9304.0,128239.0,128239.0,0.0,0.0,0.0,5058.874,57076.0,57076.0,,,
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1418.0,19648.0,19648.0,0.0,0.0,0.0,3734.182,42131.0,42131.0,,,
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1164.0,16059.0,16059.0,0.0,0.0,0.0,3462.149,39061.0,39061.0,,,
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,487.0,6450.0,6450.0,0.0,0.0,0.0,3678.834,41506.0,41506.0,,,
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,2924.0,38708.0,38708.0,0.0,0.0,0.0,3411.524,41596.0,41596.0,,,
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,196.0,2651.0,2651.0,0.0,0.0,0.0,2355.381,28717.0,28717.0,,,
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,5236.0,71180.0,71180.0,0.0,0.0,0.0,2672.919,32589.0,32589.0,,,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,3678.0,50034.0,50034.0,0.0,0.0,0.0,2511.271,30618.0,30618.0,,,
