measured_on,"Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2003-01-01,8545.0,130723.0,130723.0
2003-02-01,9307.0,140502.0,140502.0
2003-03-01,5608.0,83988.0,83988.0
2003-04-01,8274.0,130482.0,130482.0
2003-05-01,7626.0,102901.0,103005.0
2003-06-01,6306.0,77057.0,81449.0
2003-07-01,11681.0,141258.0,153594.0
2003-08-01,10871.0,133975.0,142659.0
2003-09-01,2589.0,32713.0,32713.0
2003-10-01,12703.0,164795.0,170968.0
2003-11-01,10309.0,142985.0,156276.0
2003-12-01,6738.0,103833.0,107964.0
2004-01-01,7763.524,99766.4,118169.22
2004-02-01,8504.726,109291.33,129451.07
2004-03-01,9875.121000000001,126901.81,150310.02
2004-04-01,7957.215,102255.46,121117.39
2004-05-01,7741.081,99477.99,117827.58
2004-06-01,9837.455,126417.77,149736.66
2004-07-01,10820.145,139045.99,164694.24
2004-08-01,10176.48,130774.47,154897.02
2004-09-01,10585.92,136036.05,161129.16
2004-10-01,9094.879,116875.19,138433.9
2004-11-01,7940.202,102036.83,120858.47
2004-12-01,8284.372000000001,106459.63,126097.08
2005-01-01,11186.851,143758.4,168466.39
2005-02-01,10382.048,133416.16,156346.59
2005-03-01,11224.664,144244.33,169035.83
2005-04-01,9650.694000000001,124017.78,145332.89
2005-05-01,10710.07,137631.46,161286.38
2005-06-01,10368.85,133246.55,156147.83
2005-07-01,11483.554,147571.24,172934.53
2005-08-01,11823.187,151935.75,178049.15
2005-09-01,11129.809,143025.37,167607.35
2005-10-01,10608.613,136327.67,159758.47
2005-11-01,10804.232,138841.49,162704.36
2005-12-01,11671.886,149991.42,175770.67
2006-01-01,11218.727,144168.03,161378.41
2006-02-01,10184.781,130881.15,146505.37
2006-03-01,11030.975,141755.3,158677.67
2006-04-01,10195.716,131021.66,146662.68
2006-05-01,10171.308,130708.0,146311.54
2006-06-01,10154.145,130487.45,146064.66
2006-07-01,10911.207,140216.2,156954.83
2006-08-01,11554.119,148478.04,166202.89
2006-09-01,10812.002,138941.35,155527.72
2006-10-01,11228.216,144289.98,161514.9
2006-11-01,10979.999,141100.22,157944.34
2006-12-01,11381.76,146263.12,163723.54
2007-01-01,7329.0,98380.0,107275.0
2007-02-01,3025.0,39363.0,39363.0
2007-03-01,9874.0,128051.0,128051.0
2007-04-01,11074.0,144724.0,144724.0
2007-05-01,13245.0,172988.0,172988.0
2007-06-01,12107.0,151883.0,151883.0
2007-07-01,13732.0,182083.0,183637.0
2007-08-01,12251.0,162165.0,166123.0
2007-09-01,11454.0,147969.0,147969.0
2007-10-01,5423.0,70837.0,70837.0
2007-11-01,7971.0,107437.0,111840.0
2007-12-01,12721.0,170221.0,171910.0
2008-01-01,13324.0,178962.0,224251.0
2008-02-01,11249.0,152208.0,191182.0
2008-03-01,13537.0,175704.0,243068.0
2008-04-01,4152.0,53274.0,70958.0
2008-05-01,13878.0,177000.0,207379.0
2008-06-01,12669.0,165794.0,172995.0
2008-07-01,13248.0,173927.0,187293.0
2008-08-01,10662.0,141027.0,155457.0
2008-09-01,11736.0,154676.0,163016.0
2008-10-01,11265.0,150751.0,160551.0
2008-11-01,12286.0,163363.0,190753.0
2008-12-01,8899.0,120628.0,159656.0
2009-01-01,7679.0,102735.0,129737.0
2009-02-01,9551.0,128613.0,148116.0
2009-03-01,10847.0,145679.0,163847.0
2009-04-01,0.0,0.0,0.0
2009-05-01,5609.0,73574.0,74683.0
2009-06-01,12720.0,166954.0,174319.0
2009-07-01,10202.0,137905.0,152800.0
2009-08-01,13159.0,172409.0,184216.0
2009-09-01,12644.0,165683.0,175159.0
2009-10-01,13887.0,181356.0,204503.0
2009-11-01,10700.0,139781.0,164696.0
2009-12-01,11233.0,150122.0,202540.0
2010-01-01,14018.0,132813.0,132813.0
2010-02-01,10576.0,105988.0,105988.0
2010-03-01,9997.0,106186.0,106186.0
2010-04-01,12612.0,135634.0,135634.0
2010-05-01,7708.0,93479.0,93479.0
2010-06-01,0.0,0.0,0.0
2010-07-01,12610.0,146937.0,146937.0
2010-08-01,12372.0,151114.0,151114.0
2010-09-01,11523.0,138939.0,138939.0
2010-10-01,14248.0,176540.0,176540.0
2010-11-01,13985.0,169763.0,169763.0
2010-12-01,8674.0,111763.0,111763.0
2011-01-01,6528.0,87803.0,108300.0
2011-02-01,11887.0,158328.0,183842.0
2011-03-01,4406.0,58963.0,73314.0
2011-04-01,5687.0,72920.0,101882.0
2011-05-01,7235.0,92862.0,131810.0
2011-06-01,11782.0,151961.0,193866.0
2011-07-01,14439.0,190784.0,210812.0
2011-08-01,13687.0,180356.0,197619.0
2011-09-01,7193.0,95404.0,169097.0
2011-10-01,12624.0,166152.0,173096.0
2011-11-01,14162.0,185441.0,203252.0
2011-12-01,11597.0,152652.0,178099.0
2012-01-01,12591.0,166572.0,207324.0
2012-02-01,9701.0,128181.0,151722.0
2012-03-01,14287.0,187119.0,198340.0
2012-04-01,13846.0,181627.0,182107.0
2012-05-01,10461.0,137127.0,140492.0
2012-06-01,13131.0,171952.0,173908.0
2012-07-01,14939.0,184910.0,184910.0
2012-08-01,14982.0,185129.0,185129.0
2012-09-01,14572.0,187037.0,187037.0
2012-10-01,9811.0,128822.0,131362.0
2012-11-01,14507.0,189501.0,189630.0
2012-12-01,14596.0,190920.0,210465.0
2013-01-01,13088.0,171570.0,222519.0
2013-02-01,12620.0,165486.0,179405.0
2013-03-01,14583.0,190438.0,263620.0
2013-04-01,14097.0,183676.0,238393.0
2013-05-01,10231.0,134943.0,144455.0
2013-06-01,13764.0,181775.0,188644.0
2013-07-01,13641.0,180702.0,193529.0
2013-08-01,13289.0,171288.0,171288.0
2013-09-01,14753.0,193042.0,210866.0
2013-10-01,12035.0,157897.0,177058.0
2013-11-01,13286.0,173334.0,216436.0
2013-12-01,14918.0,195387.0,256827.0
2014-01-01,11341.0,152602.0,216718.0
2014-02-01,11955.0,160797.0,208695.0
2014-03-01,13343.0,178949.0,239718.0
2014-04-01,9728.0,131846.0,173848.0
2014-05-01,9128.0,123022.0,166705.0
2014-06-01,14178.0,191438.0,242653.0
2014-07-01,11913.0,161130.0,199309.0
2014-08-01,14568.0,196843.0,220798.0
2014-09-01,11736.0,159094.0,182079.0
2014-10-01,14194.0,192043.0,227487.0
2014-11-01,13837.0,187069.0,220956.0
2014-12-01,10558.0,145099.0,209555.0
2015-01-01,12529.0,170706.0,177720.0
2015-02-01,11742.0,159772.0,169510.0
2015-03-01,12106.0,156866.0,156866.0
2015-04-01,10741.0,147592.0,158926.0
2015-05-01,8528.0,115495.0,126970.0
2015-06-01,11637.0,157687.0,162556.0
2015-07-01,12923.0,175062.0,186095.0
2015-08-01,11781.0,157912.0,157912.0
2015-09-01,12784.0,173483.0,173928.0
2015-10-01,7715.0,103759.0,113610.0
2015-11-01,7044.0,94787.0,102775.0
2015-12-01,12610.0,158108.0,158108.0
2016-01-01,12366.0,67743.0,190762.0
2016-02-01,11937.0,63659.0,215834.0
2016-03-01,12956.0,70734.0,226250.0
2016-04-01,12882.0,70016.0,199290.0
2016-05-01,0.0,0.0,0.0
2016-06-01,1087.0,5986.0,14852.0
2016-07-01,14663.0,78767.0,209715.0
2016-08-01,14093.0,76645.0,209920.0
2016-09-01,13938.0,75897.0,188074.0
2016-10-01,10032.0,55269.0,138207.0
2016-11-01,14086.0,76228.0,201196.0
2016-12-01,12108.0,67131.0,199783.0
2017-01-01,12802.0,70965.0,231700.0
2017-02-01,11030.0,61065.0,189515.0
2017-03-01,13903.0,76755.0,237559.0
2017-04-01,407.0,2313.0,6603.0
2017-05-01,0.0,0.0,0.0
2017-06-01,1417.0,7913.0,23492.0
2017-07-01,12005.0,66835.0,182568.0
2017-08-01,13334.0,74065.0,210189.0
2017-09-01,13337.0,73980.0,204814.0
2017-10-01,14025.0,77693.0,209213.0
2017-11-01,5393.0,30046.0,85067.0
2017-12-01,0.0,0.0,0.0
2018-01-01,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0
2019-01-01,0.0,0.0,0.0
2019-02-01,0.0,0.0,0.0
2019-03-01,0.0,0.0,0.0
2019-04-01,0.0,0.0,0.0
2019-05-01,0.0,0.0,0.0
2019-06-01,0.0,0.0,0.0
2019-07-01,0.0,0.0,0.0
2019-08-01,0.0,0.0,0.0
2019-09-01,0.0,0.0,0.0
2019-10-01,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0
2019-12-01,0.0,0.0,0.0
