measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,4.314,56.0,56.0
2003-02-01,3.895,51.0,51.0
2003-03-01,3.7310000000000003,49.0,49.0
2003-04-01,3.137,41.0,41.0
2003-05-01,3.6340000000000003,48.0,48.0
2003-06-01,4.096,54.0,54.0
2003-07-01,4.801,63.0,63.0
2003-08-01,4.895,64.0,64.0
2003-09-01,3.706,49.0,49.0
2003-10-01,3.644,48.0,48.0
2003-11-01,3.8110000000000004,50.0,50.0
2003-12-01,4.337000000000001,57.0,57.0
2004-01-01,0.0,0.0,0.0
2004-02-01,0.0,0.0,0.0
2004-03-01,2.7,49.0,49.0
2004-04-01,0.20800000000000002,4.0,4.0
2004-05-01,1.038,19.0,19.0
2004-06-01,0.8310000000000001,15.0,15.0
2004-07-01,6.231,113.0,113.0
2004-08-01,32.815,594.0,594.0
2004-09-01,1.038,19.0,19.0
2004-10-01,4.154,75.0,75.0
2004-11-01,4.777,86.0,86.0
2004-12-01,0.20800000000000002,4.0,4.0
2005-01-01,65.242,699.07,699.07
2005-02-01,22.415,240.18,240.18
2005-03-01,24.844,266.21,266.21
2005-04-01,30.094,322.46,322.46
2005-05-01,27.949,299.48,299.48
2005-06-01,36.276,388.69,388.69
2005-07-01,36.924,395.64,395.64
2005-08-01,43.377,464.78,464.78
2005-09-01,28.395,304.25,304.25
2005-10-01,31.533,337.87,337.87
2005-11-01,25.35,271.63,271.63
2005-12-01,53.601,574.34,574.34
2006-01-01,23.152,212.0,212.0
2006-02-01,12.115,111.0,111.0
2006-03-01,10.177,93.0,93.0
2006-04-01,19.494,178.0,178.0
2006-05-01,18.222,167.0,167.0
2006-06-01,16.562,152.0,152.0
2006-07-01,23.991,220.0,220.0
2006-08-01,23.271,213.0,213.0
2006-09-01,10.691,98.0,98.0
2006-10-01,11.293000000000001,103.0,103.0
2006-11-01,13.298,122.0,122.0
2006-12-01,14.734,135.0,135.0
2007-01-01,11.173,145.0,145.0
2007-02-01,17.758,232.0,232.0
2007-03-01,8.541,110.0,110.0
2007-04-01,7.895,104.0,104.0
2007-05-01,17.11,220.0,220.0
2007-06-01,4.79,64.0,64.0
2007-07-01,6.377000000000001,81.0,81.0
2007-08-01,2.992,41.0,41.0
2007-09-01,8.284,104.0,104.0
2007-10-01,9.85,128.0,128.0
2007-11-01,10.14,133.0,133.0
2007-12-01,14.092,180.0,180.0
2008-01-01,3.349,41.0,41.0
2008-02-01,3.1590000000000003,35.0,35.0
2008-03-01,2.396,29.0,29.0
2008-04-01,2.5020000000000002,29.0,29.0
2008-05-01,2.27,23.0,23.0
2008-06-01,2.7110000000000003,29.0,29.0
2008-07-01,2.533,29.0,29.0
2008-08-01,1.747,17.0,17.0
2008-09-01,2.8160000000000003,29.0,29.0
2008-10-01,2.3520000000000003,23.0,23.0
2008-11-01,1.979,23.0,23.0
2008-12-01,5.186,58.0,58.0
2009-01-01,28.397000000000002,313.0,313.0
2009-02-01,15.627,174.0,174.0
2009-03-01,40.698,452.0,452.0
2009-04-01,24.636000000000003,273.0,273.0
2009-05-01,32.431000000000004,360.0,360.0
2009-06-01,18.291,203.0,203.0
2009-07-01,11.381,128.0,128.0
2009-08-01,17.124000000000002,191.0,191.0
2009-09-01,20.611,232.0,232.0
2009-10-01,19.662000000000003,220.0,220.0
2009-11-01,24.415,273.0,273.0
2009-12-01,22.727,255.0,255.0
2010-01-01,6.572,64.0,64.0
2010-02-01,5.492,58.0,58.0
2010-03-01,3.4690000000000003,35.0,35.0
2010-04-01,5.062,52.0,52.0
2010-05-01,7.182,75.0,75.0
2010-06-01,13.099,139.0,139.0
2010-07-01,27.474,290.0,290.0
2010-08-01,4.8340000000000005,52.0,52.0
2010-09-01,9.219000000000001,99.0,99.0
2010-10-01,8.661,93.0,93.0
2010-11-01,12.892000000000001,133.0,133.0
2010-12-01,5.0440000000000005,52.0,52.0
2011-01-01,7.066,81.0,81.0
2011-02-01,5.051,64.0,64.0
2011-03-01,3.949,46.0,46.0
2011-04-01,2.353,29.0,29.0
2011-05-01,5.928,70.0,70.0
2011-06-01,3.001,35.0,35.0
2011-07-01,2.396,29.0,29.0
2011-08-01,4.094,52.0,52.0
2011-09-01,3.833,46.0,46.0
2011-10-01,3.768,46.0,46.0
