measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Gaseous Propane-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Gaseous Propane-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Gaseous Propane-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Kerosene-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Kerosene-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Kerosene-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2017-02-01,11857.085,65252.0,784323.0,11336.989,62390.0,749920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1341.811,7384.0,88758.0,170.338,937.0,11268.0,1953.777,10752.0,129239.0
2017-03-01,13586.396,74769.0,888568.0,13623.127,74971.0,890970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1398.443,7696.0,91460.0,103.973,572.0,6800.0,1522.061,8376.0,99545.0
2017-04-01,13174.193,72501.0,795056.0,12171.598,66983.0,734550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.589,1885.0,20675.0,341.294,1878.0,20597.0,1119.326,6160.0,67551.0
2017-05-01,12640.248,69562.0,786039.0,13442.706,73978.0,835940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.914,3021.0,34134.0,238.245,1311.0,14815.0,757.887,4171.0,47130.0
2017-06-01,8495.334,46752.0,498116.0,14111.407,77658.0,827410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3648.391,20078.0,213920.0,225.222,1239.0,13206.0,655.646,3608.0,38443.0
2017-07-01,7445.859,40976.0,467518.0,13949.578,76768.0,875880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4832.842,26596.0,303449.0,191.589,1054.0,12030.0,589.132,3242.0,36991.0
2017-08-01,8435.285,46421.0,521908.0,13991.145,76996.0,865660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3786.853,20840.0,234300.0,309.747,1705.0,19165.0,652.97,3593.0,40401.0
2017-09-01,8946.664,49236.0,547676.0,13543.093,74531.0,829050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4323.578,23794.0,264671.0,304.804,1677.0,18659.0,543.861,2993.0,33293.0
2017-10-01,9672.779,53231.0,567590.0,13806.279,75979.0,810140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4732.764,26045.0,277714.0,409.568,2254.0,24033.0,281.61,1550.0,16525.0
2017-11-01,9430.927,51901.0,587894.0,13423.05,73870.0,836750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4259.031,23438.0,265494.0,578.62,3184.0,36069.0,815.372,4487.0,50828.0
2017-12-01,9958.458,54804.0,632950.0,13271.434,73036.0,843520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4454.405,24514.0,283118.0,777.847,4281.0,49439.0,602.856,3318.0,38317.0
2018-01-01,10886.329,59910.0,654759.0,13152.372,72380.0,791050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4191.913,23069.0,252123.0,833.142,4585.0,50109.0,803.244,4420.0,48311.0
2018-02-01,8923.02,49105.0,579195.0,11853.148,65231.0,769390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4238.152,23324.0,275099.0,170.145,936.0,11044.0,653.535,3597.0,42421.0
2018-03-01,11083.521,60995.0,689818.0,10029.861,55197.0,624240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4027.208,22163.0,250646.0,751.498,4136.0,46772.0,393.912,2168.0,24516.0
2018-04-01,8766.411,48244.0,596319.0,12203.192,67157.0,830100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3484.817,19178.0,237048.0,690.291,3799.0,46956.0,334.289,1840.0,22739.0
2018-05-01,9383.856,51641.0,606312.0,12938.561,71204.0,835990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3491.394,19214.0,225587.0,210.586,1159.0,13606.0,335.603,1847.0,21684.0
2018-06-01,7319.793,40282.0,478321.0,12130.622,66758.0,792690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3835.663,21109.0,250646.0,327.765,1804.0,21418.0,764.157,4205.0,49935.0
2018-07-01,7784.909,42842.0,497202.0,12842.081,70673.0,820190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3438.946,18925.0,219636.0,323.216,1779.0,20643.0,806.848,4440.0,51531.0
2018-08-01,8577.602,47204.0,562193.0,13114.795,72174.0,859570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2613.396,14382.0,171287.0,487.873,2685.0,31976.0,802.334,4415.0,52587.0
2018-09-01,8020.042,44136.0,518947.0,12507.453,68831.0,809310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3213.358,17684.0,207924.0,389.695,2145.0,25216.0,563.452,3101.0,36459.0
2018-10-01,8728.813,48037.0,562295.0,11561.934,63628.0,744800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3576.29,19681.0,230379.0,810.41,4460.0,52205.0,960.553,5286.0,61877.0
2018-11-01,7958.6,43798.0,519065.0,12269.276,67521.0,800210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3944.062,21705.0,257234.0,311.775,1716.0,20334.0,728.287,4008.0,47499.0
2018-12-01,8501.34,46785.0,565512.0,11265.284,61995.0,749370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4310.241,23720.0,286718.0,642.577,3536.0,42744.0,472.558,2601.0,31435.0
2019-02-01,7872.782,43326.0,477327.0,11774.703,64799.0,713900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4088.07,22498.0,247860.0,392.215,2158.0,23780.0,426.23,2346.0,25842.0
2019-03-01,8922.353,49102.0,546271.0,13783.254,75852.0,843880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4441.787,24444.0,271949.0,132.061,727.0,8085.0,658.545,3624.0,40319.0
2019-04-01,8317.838,45775.0,521602.0,13115.854,72180.0,822480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3881.468,21361.0,243402.0,142.227,783.0,8919.0,926.613,5099.0,58107.0
2019-05-01,9696.497,53362.0,640424.0,12179.512,67027.0,804420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3750.433,20639.0,247705.0,115.024,633.0,7597.0,897.534,4939.0,59279.0
2019-06-01,8054.329,44325.0,477382.0,12393.907,68206.0,734590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4307.411,23705.0,255301.0,161.25,887.0,9557.0,1195.103,6577.0,70834.0
2019-07-01,7500.102,41275.0,465427.0,13076.875,71965.0,811500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4304.205,23687.0,267102.0,160.667,884.0,9970.0,716.151,3941.0,44442.0
2019-08-01,9170.771,50469.0,637962.0,11705.652,64419.0,814300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3646.59,20068.0,253674.0,195.838,1078.0,13623.0,852.149,4690.0,59279.0
2019-09-01,8074.494,44436.0,511747.0,10739.49,59102.0,680650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3807.189,20952.0,241293.0,400.997,2207.0,25414.0,915.83,5040.0,58044.0
2019-10-01,8613.957,47405.0,554220.0,12943.948,71233.0,832810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4427.579,24366.0,284869.0,397.446,2187.0,25572.0,500.07,2752.0,32174.0
2019-11-01,8661.942,47669.0,540198.0,12234.838,67331.0,763020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4631.913,25490.0,288867.0,345.488,1901.0,21546.0,694.819,3824.0,43332.0
2019-12-01,9206.661,50666.0,563384.0,12812.549,70510.0,784040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4894.472,26935.0,299508.0,525.775,2893.0,32174.0,1129.543,6216.0,69120.0
2020-01-01,9577.475,52707.0,583796.0,13092.267,72050.0,798040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4976.959,27389.0,303371.0,701.608,3861.0,42767.0,1266.691,6971.0,77211.0
2020-02-01,9223.607,50760.0,555079.0,12429.005,68400.0,747980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4797.806,26403.0,288733.0,544.484,2996.0,32767.0,965.098,5311.0,58080.0
2020-03-01,8719.967,47988.0,526807.0,13759.924,75724.0,831290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4854.806,26717.0,293297.0,281.925,1551.0,17032.0,1087.378,5984.0,65693.0
2020-04-01,8632.151,47505.0,508886.0,12734.688,70082.0,750740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4590.386,25262.0,270614.0,258.227,1421.0,15223.0,1145.548,6304.0,67533.0
2020-05-01,7631.023,41995.0,487007.0,11449.348,63008.0,730690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4886.962,26894.0,311883.0,195.056,1073.0,12448.0,633.611,3487.0,40437.0
2020-06-01,6231.984,34296.0,421830.0,9738.087,53591.0,659150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3939.411,21679.0,266650.0,408.552,2248.0,27654.0,894.966,4925.0,60578.0
2020-07-01,6496.506,35752.0,445799.0,10963.199,60333.0,752310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4202.735,23129.0,288398.0,387.142,2131.0,26566.0,964.418,5307.0,66180.0
2020-08-01,7641.957,42055.0,498331.0,11596.863,63820.0,756230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4317.38,23760.0,281536.0,376.888,2074.0,24577.0,1052.912,5794.0,68660.0
2020-09-01,5616.843,30911.0,368869.0,6900.966,37978.0,453200.0,327.645,1803.0,21517.0,0.0,0.0,0.0,0.0,0.0,0.0,3377.935,18590.0,221836.0,0.0,0.0,0.0,1117.611,6150.0,73396.0
2020-10-01,8621.2,47444.0,549738.0,11316.554,62278.0,721610.0,717.479,3948.0,45751.0,0.0,0.0,0.0,0.0,0.0,0.0,4226.019,23257.0,269476.0,0.0,0.0,0.0,875.748,4819.0,55843.0
2020-11-01,9370.73,51569.0,569300.0,12345.574,67940.0,750030.0,421.293,2318.0,25595.0,0.0,0.0,0.0,0.0,0.0,0.0,4645.813,25567.0,282247.0,0.0,0.0,0.0,835.59,4598.0,50765.0
2020-12-01,10438.559,57446.0,613116.0,13393.732,73709.0,786690.0,450.915,2481.0,26485.0,0.0,0.0,0.0,0.0,0.0,0.0,5236.986,28820.0,307598.0,0.0,0.0,0.0,1258.808,6928.0,73937.0
2021-01-01,11463.716,63087.0,674871.0,13225.889,72785.0,778610.0,406.606,2238.0,23937.0,0.0,0.0,0.0,0.0,0.0,0.0,5509.836,30322.0,324365.0,,,,1006.953,5541.0,59279.0
2021-02-01,9041.966,49760.0,520017.0,12868.393,70818.0,740080.0,253.571,1395.0,14583.0,0.0,0.0,0.0,0.0,0.0,0.0,4728.005,26019.0,271914.0,,,,967.065,5322.0,55617.0
2021-03-01,7828.742,43083.0,521334.0,10946.019,60238.0,728920.0,3217.193,17705.0,214240.0,0.0,0.0,0.0,0.0,0.0,0.0,4328.876,23823.0,288270.0,,,,791.17,4354.0,52686.0
2021-04-01,7874.936,43338.0,522728.0,11301.069,62192.0,750150.0,534.214,2940.0,35460.0,0.0,0.0,0.0,0.0,0.0,0.0,3743.943,20604.0,248518.0,,,,771.838,4248.0,51234.0
2021-05-01,8396.977,46210.0,511390.0,12379.632,68128.0,753940.0,582.162,3204.0,35455.0,0.0,0.0,0.0,0.0,0.0,0.0,4760.188,26196.0,289903.0,,,,529.041,2911.0,32219.0
2021-06-01,7149.597,39346.0,480257.0,10750.662,59163.0,722150.0,424.069,2334.0,28486.0,0.0,0.0,0.0,0.0,0.0,0.0,3983.608,21923.0,267589.0,,,,1001.064,5509.0,67244.0
2021-07-01,8090.904,44526.0,502573.0,11591.571,63791.0,720020.0,526.3,2896.0,32692.0,0.0,0.0,0.0,0.0,0.0,0.0,4642.817,25550.0,288392.0,,,,835.408,4597.0,51892.0
2021-08-01,8159.896,44906.0,483827.0,11002.09,60547.0,652350.0,459.036,2526.0,27218.0,0.0,0.0,0.0,0.0,0.0,0.0,4527.791,24917.0,268468.0,,,,704.187,3875.0,41754.0
2021-09-01,8424.05,46359.0,520009.0,12044.723,66285.0,743510.0,121.751,670.0,7516.0,0.0,0.0,0.0,0.0,0.0,0.0,4427.918,24368.0,273331.0,,,,798.558,4395.0,49294.0
2021-10-01,8134.87,44768.0,484012.0,11337.434,62392.0,674560.0,292.911,1612.0,17428.0,0.0,0.0,0.0,0.0,0.0,0.0,4856.699,26728.0,288966.0,,,,690.086,3798.0,41059.0
2021-11-01,9320.314,51292.0,570490.0,13384.239,73656.0,819240.0,236.066,1299.0,14449.0,0.0,0.0,0.0,0.0,0.0,0.0,4764.94,26223.0,291659.0,,,,925.441,5093.0,56646.0
2021-12-01,9655.318,53135.0,600411.0,13425.69,73885.0,834870.0,194.104,1068.0,12070.0,0.0,0.0,0.0,0.0,0.0,0.0,4939.848,27185.0,307182.0,,,,569.04,3132.0,35385.0
2022-01-01,10775.511,59300.0,684087.0,12439.565,68458.0,789730.0,465.651,2563.0,29562.0,0.0,0.0,0.0,0.0,0.0,0.0,4947.933,27230.0,314121.0,,,,486.34,2676.0,30875.0
2022-02-01,9910.258,54538.0,625082.0,12187.386,67070.0,768710.0,250.113,1376.0,15776.0,0.0,0.0,0.0,0.0,0.0,0.0,4424.622,24350.0,279080.0,,,,458.621,2524.0,28927.0
2022-03-01,10029.837,55196.0,633110.0,12133.365,66773.0,765890.0,406.122,2235.0,25636.0,0.0,0.0,0.0,0.0,0.0,0.0,4956.237,27275.0,312851.0,,,,557.439,3068.0,35187.0
2022-04-01,9543.907,52522.0,561782.0,11362.501,62530.0,668830.0,276.605,1522.0,16282.0,0.0,0.0,0.0,0.0,0.0,0.0,4715.512,25951.0,277569.0,,,,519.475,2859.0,30578.0
2022-05-01,9189.609,50572.0,537036.0,12544.591,69036.0,733100.0,660.938,3637.0,38625.0,0.0,0.0,0.0,0.0,0.0,0.0,5194.406,28586.0,303559.0,,,,353.456,1945.0,20656.0
2022-06-01,8117.091,44670.0,470598.0,12295.923,67667.0,712870.0,580.033,3192.0,33628.0,0.0,0.0,0.0,0.0,0.0,0.0,4568.355,25141.0,264856.0,,,,391.598,2155.0,22703.0
2022-07-01,7229.474,39785.0,436461.0,12712.435,69959.0,767480.0,407.087,2240.0,24577.0,0.0,0.0,0.0,0.0,0.0,0.0,4707.183,25905.0,284184.0,,,,409.821,2255.0,24742.0
2022-08-01,7596.173,41803.0,457190.0,12451.394,68523.0,749410.0,289.174,1591.0,17404.0,0.0,0.0,0.0,0.0,0.0,0.0,4261.601,23453.0,256492.0,,,,496.658,2733.0,29892.0
2022-09-01,7576.219,41694.0,494130.0,10836.513,59636.0,706770.0,430.158,2367.0,28055.0,0.0,0.0,0.0,0.0,0.0,0.0,3886.577,21389.0,253487.0,,,,239.533,1318.0,15623.0
2022-10-01,9214.031,50707.0,591738.0,11480.284,63179.0,737280.0,350.806,1931.0,22529.0,0.0,0.0,0.0,0.0,0.0,0.0,4159.293,22890.0,267116.0,,,,107.586,592.0,6909.0
2022-11-01,9464.9,52087.0,572345.0,8054.709,44327.0,487070.0,1159.163,6379.0,70095.0,0.0,0.0,0.0,0.0,0.0,0.0,4156.656,22875.0,251354.0,,,,290.572,1599.0,17571.0
2022-12-01,9610.645,52890.0,599553.0,9983.76,54943.0,622830.0,1194.557,6574.0,74522.0,0.0,0.0,0.0,0.0,0.0,0.0,4254.845,23415.0,265436.0,,,,374.193,2059.0,23344.0
2023-01-01,8923.586,49109.0,580466.0,10800.556,59438.0,702560.0,1148.045,6318.0,74679.0,0.0,0.0,0.0,0.0,0.0,0.0,4127.666,22715.0,268499.0,,,,340.147,1872.0,22126.0
2023-02-01,7039.281,38739.0,436441.0,9228.593,50787.0,572180.0,1444.85,7951.0,89582.0,0.0,0.0,0.0,0.0,0.0,0.0,3738.939,20576.0,231817.0,,,,438.337,2412.0,27177.0
2023-03-01,7816.682,43017.0,451013.0,9971.966,54878.0,575370.0,1966.733,10823.0,113478.0,0.0,0.0,0.0,0.0,0.0,0.0,3947.888,21726.0,227788.0,,,,394.731,2172.0,22776.0
2023-04-01,6866.42,37787.0,401798.0,8621.52,47446.0,504500.0,2113.316,11630.0,123664.0,0.0,0.0,0.0,0.0,0.0,0.0,3284.404,18075.0,192191.0,,,,215.34,1185.0,12601.0
2023-05-01,5117.713,28164.0,299388.0,5613.634,30893.0,328400.0,1331.139,7326.0,77872.0,0.0,0.0,0.0,0.0,0.0,0.0,3395.696,18687.0,198650.0,,,,265.818,1463.0,15550.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
