measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2007-01-01,585.09,5835.0,5835.0
2007-02-01,789.01,7868.0,7868.0
2007-03-01,640.629,6389.0,6389.0
2007-04-01,521.5880000000001,5202.0,5202.0
2007-05-01,498.15200000000004,4968.0,4968.0
2007-06-01,567.175,5656.0,5656.0
2007-07-01,591.171,5895.0,5895.0
2007-08-01,550.134,5486.0,5486.0
2007-09-01,866.65,8642.0,8642.0
2007-10-01,685.806,6839.0,6839.0
2007-11-01,714.533,7125.0,7125.0
2007-12-01,876.063,8736.0,8736.0
2009-01-01,317.59700000000004,2985.0,2985.0
2009-02-01,332.35400000000004,3123.0,3123.0
2009-03-01,474.514,4459.0,4459.0
2009-04-01,515.7520000000001,4847.0,4847.0
2009-05-01,455.666,4282.0,4282.0
2009-06-01,484.67400000000004,4555.0,4555.0
2009-07-01,539.397,5069.0,5069.0
2009-08-01,518.305,4871.0,4871.0
2009-09-01,464.958,4369.0,4369.0
2009-10-01,400.675,3765.0,3765.0
2009-11-01,460.53400000000005,4328.0,4328.0
2009-12-01,440.574,4140.0,4140.0
2010-01-01,272.527,2778.0,2778.0
2010-02-01,348.158,3549.0,3549.0
2010-03-01,406.48900000000003,4144.0,4144.0
2010-04-01,304.665,3106.0,3106.0
2010-05-01,342.161,3488.0,3488.0
2010-06-01,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0
