measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2004-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2005-01-01,81.629,1491.61,1491.61,5.513,149.16,149.16,,,
2005-02-01,28.045,512.47,512.47,1.8940000000000001,51.25,51.25,,,
2005-03-01,31.085,568.01,568.01,2.1,56.8,56.8,,,
2005-04-01,37.652,688.02,688.02,2.543,68.8,68.8,,,
2005-05-01,34.969,639.0,639.0,2.362,63.9,63.9,,,
2005-06-01,45.387,829.35,829.35,3.0660000000000003,82.94,82.94,,,
2005-07-01,46.198,844.18,844.18,3.12,84.42,84.42,,,
2005-08-01,54.272000000000006,991.71,991.71,3.6660000000000004,99.17,99.17,,,
2005-09-01,35.527,649.18,649.18,2.4,64.92,64.92,,,
2005-10-01,39.453,720.92,720.92,2.665,72.1,72.1,,,
2005-11-01,31.717000000000002,579.56,579.56,2.142,57.96,57.96,,,
2005-12-01,67.065,1225.47,1225.47,4.53,122.54,122.54,,,
2006-01-01,62.405,1210.0,1210.0,9.872,130.0,130.0,,,
2006-02-01,32.655,633.0,633.0,5.166,68.0,68.0,,,
2006-03-01,27.43,532.0,532.0,4.339,57.0,57.0,,,
2006-04-01,52.544000000000004,1019.0,1019.0,8.312000000000001,109.0,109.0,,,
2006-05-01,49.115,953.0,953.0,7.77,102.0,102.0,,,
2006-06-01,44.642,866.0,866.0,7.062,93.0,93.0,,,
2006-07-01,64.666,1254.0,1254.0,10.23,135.0,135.0,,,
2006-08-01,62.725,1217.0,1217.0,9.923,131.0,131.0,,,
2006-09-01,28.817,559.0,559.0,4.559,60.0,60.0,,,
2006-10-01,30.44,590.0,590.0,4.815,63.0,63.0,,,
2006-11-01,35.844,695.0,695.0,5.67,75.0,75.0,,,
2006-12-01,39.716,770.0,770.0,6.283,83.0,83.0,,,
2007-01-01,10.278,190.0,190.0,0.5940000000000001,12.0,12.0,0.0,0.0,0.0
2007-02-01,55.611000000000004,1037.0,1037.0,3.212,58.0,58.0,0.0,0.0,0.0
2007-03-01,18.195,340.0,340.0,1.0510000000000002,17.0,17.0,0.0,0.0,0.0
2007-04-01,10.812000000000001,202.0,202.0,0.624,12.0,12.0,0.0,0.0,0.0
2007-05-01,29.326,547.0,547.0,1.6940000000000002,29.0,29.0,0.0,0.0,0.0
2007-06-01,27.166,507.0,507.0,1.5690000000000002,29.0,29.0,0.0,0.0,0.0
2007-07-01,27.494,513.0,513.0,1.588,29.0,29.0,0.0,0.0,0.0
2007-08-01,61.509,1147.0,1147.0,3.552,63.0,63.0,0.0,0.0,0.0
2007-09-01,28.467000000000002,530.0,530.0,1.6440000000000001,29.0,29.0,0.0,0.0,0.0
2007-10-01,38.227000000000004,709.0,709.0,2.208,40.0,40.0,0.0,0.0,0.0
2007-11-01,7.5680000000000005,138.0,138.0,0.437,6.0,6.0,0.0,0.0,0.0
2007-12-01,14.348,265.0,265.0,0.8290000000000001,17.0,17.0,0.0,0.0,0.0
2008-01-01,8.188,184.0,184.0,2.851,35.0,35.0,0.0,0.0,0.0
2008-02-01,10.290000000000001,219.0,219.0,3.5860000000000003,40.0,40.0,0.0,0.0,0.0
2008-03-01,16.723000000000003,357.0,357.0,5.828,63.0,63.0,0.0,0.0,0.0
2008-04-01,7.135000000000001,150.0,150.0,2.486,29.0,29.0,0.0,0.0,0.0
2008-05-01,10.187000000000001,219.0,219.0,3.5500000000000003,40.0,40.0,0.0,0.0,0.0
2008-06-01,24.445,519.0,519.0,8.519,98.0,98.0,0.0,0.0,0.0
2008-07-01,13.922,294.0,294.0,4.852,52.0,52.0,0.0,0.0,0.0
2008-08-01,10.134,213.0,213.0,3.532,40.0,40.0,0.0,0.0,0.0
2008-09-01,9.861,207.0,207.0,3.4370000000000003,40.0,40.0,0.0,0.0,0.0
2008-10-01,4.691,98.0,98.0,1.635,17.0,17.0,0.0,0.0,0.0
2008-11-01,7.3420000000000005,156.0,156.0,2.559,29.0,29.0,0.0,0.0,0.0
2008-12-01,9.082,196.0,196.0,3.165,35.0,35.0,0.0,0.0,0.0
2009-01-01,31.97,553.0,553.0,7.277,63.0,63.0,0.0,0.0,0.0
2009-02-01,15.097000000000001,265.0,265.0,3.436,29.0,29.0,0.0,0.0,0.0
2009-03-01,22.814,398.0,398.0,5.192,40.0,40.0,0.0,0.0,0.0
2009-04-01,22.876,398.0,398.0,5.206,40.0,40.0,0.0,0.0,0.0
2009-05-01,36.646,640.0,640.0,8.34,63.0,63.0,0.0,0.0,0.0
2009-06-01,40.613,709.0,709.0,9.243,75.0,75.0,0.0,0.0,0.0
2009-07-01,23.43,409.0,409.0,5.332,40.0,40.0,0.0,0.0,0.0
2009-08-01,27.939,484.0,484.0,6.3580000000000005,52.0,52.0,0.0,0.0,0.0
2009-09-01,16.006,277.0,277.0,3.6430000000000002,29.0,29.0,0.0,0.0,0.0
2009-10-01,22.737000000000002,398.0,398.0,5.175,40.0,40.0,0.0,0.0,0.0
2009-11-01,13.903,242.0,242.0,3.164,23.0,23.0,0.0,0.0,0.0
2009-12-01,15.969000000000001,277.0,277.0,3.6340000000000003,29.0,29.0,0.0,0.0,0.0
2010-01-01,12.081000000000001,242.0,242.0,2.396,46.0,46.0,0.0,0.0,0.0
2010-02-01,9.669,190.0,190.0,1.9180000000000001,40.0,40.0,0.0,0.0,0.0
2010-03-01,11.056000000000001,213.0,213.0,2.193,46.0,46.0,0.0,0.0,0.0
2010-04-01,11.176,219.0,219.0,2.217,46.0,46.0,0.0,0.0,0.0
2010-05-01,23.857000000000003,461.0,461.0,4.732,98.0,98.0,0.0,0.0,0.0
2010-06-01,16.949,328.0,328.0,3.362,69.0,69.0,0.0,0.0,0.0
2010-07-01,12.484,242.0,242.0,2.476,52.0,52.0,0.0,0.0,0.0
2010-08-01,15.495000000000001,300.0,300.0,3.0740000000000003,63.0,63.0,0.0,0.0,0.0
2010-09-01,11.996,231.0,231.0,2.38,52.0,52.0,0.0,0.0,0.0
2010-10-01,6.3100000000000005,121.0,121.0,1.252,29.0,29.0,0.0,0.0,0.0
2010-11-01,8.034,156.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-01,14.893,288.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-01,20.185,380.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-01,14.337,265.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-01,17.314,317.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-01,51.385,945.0,945.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-01,25.422,467.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-01,28.52,524.0,524.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-01,32.07,594.0,594.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-01,29.171,536.0,536.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-01,12.943,236.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-01,18.089,334.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,10.784,196.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,14.78,271.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01,20.994,375.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,20.44,357.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,17.994,317.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,58.168,1020.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,35.139,617.0,617.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,28.566,501.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,31.433,553.0,553.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,23.398,409.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,17.871,311.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,31.33,547.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,24.142,421.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,21.525,375.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,16.97,571.0,571.0,,,,0.0,0.0,0.0
2013-02-01,10.563,357.0,357.0,,,,0.0,0.0,0.0
2013-03-01,10.044,340.0,340.0,,,,0.0,0.0,0.0
2013-04-01,12.154,409.0,409.0,,,,0.0,0.0,0.0
2013-05-01,22.856,766.0,766.0,,,,0.0,0.0,0.0
2013-06-01,24.023,807.0,807.0,,,,0.0,0.0,0.0
2013-07-01,12.631,426.0,426.0,,,,0.0,0.0,0.0
2013-08-01,12.335,415.0,415.0,,,,0.0,0.0,0.0
2013-09-01,14.582,490.0,490.0,,,,0.0,0.0,0.0
2013-10-01,10.12,340.0,340.0,,,,0.0,0.0,0.0
2013-11-01,11.2,375.0,375.0,,,,0.0,0.0,0.0
2013-12-01,16.522,553.0,553.0,,,,0.0,0.0,0.0
2014-01-01,8.474,438.0,438.0,,,,0.0,0.0,0.0
2014-02-01,7.778,409.0,409.0,,,,0.0,0.0,0.0
2014-03-01,5.571,294.0,294.0,,,,0.0,0.0,0.0
2014-04-01,5.016,265.0,265.0,,,,0.0,0.0,0.0
2014-05-01,5.095,265.0,265.0,,,,0.0,0.0,0.0
2014-06-01,6.297,328.0,328.0,,,,0.0,0.0,0.0
2014-07-01,4.371,231.0,231.0,,,,0.0,0.0,0.0
2014-08-01,6.435,340.0,340.0,,,,0.0,0.0,0.0
2014-09-01,4.48,236.0,236.0,,,,0.0,0.0,0.0
2014-10-01,4.07,213.0,213.0,,,,0.0,0.0,0.0
2014-11-01,12.147,634.0,634.0,,,,0.0,0.0,0.0
2014-12-01,5.266,277.0,277.0,,,,0.0,0.0,0.0
2015-01-01,8.666,231.0,231.0,,,,0.0,0.0,0.0
2015-02-01,9.261,248.0,248.0,,,,0.0,0.0,0.0
2015-03-01,11.111,294.0,294.0,,,,0.0,0.0,0.0
2015-04-01,15.442,415.0,415.0,,,,0.0,0.0,0.0
2015-05-01,13.327,357.0,357.0,,,,0.0,0.0,0.0
2015-06-01,10.661,282.0,282.0,,,,0.0,0.0,0.0
2015-07-01,13.217,352.0,352.0,,,,0.0,0.0,0.0
2015-08-01,14.4,386.0,386.0,,,,0.0,0.0,0.0
2015-09-01,9.329,248.0,248.0,,,,0.0,0.0,0.0
2015-10-01,7.244,196.0,196.0,,,,0.0,0.0,0.0
2015-11-01,8.188,219.0,219.0,,,,0.0,0.0,0.0
2015-12-01,9.154,242.0,242.0,,,,0.0,0.0,0.0
2016-01-01,24.102,40.0,40.0,,,,0.0,0.0,0.0
2016-02-01,21.309,40.0,40.0,,,,0.0,0.0,0.0
2016-03-01,23.827,46.0,46.0,,,,0.0,0.0,0.0
2016-04-01,20.388,40.0,40.0,,,,0.0,0.0,0.0
2016-05-01,48.309,92.0,92.0,,,,0.0,0.0,0.0
2016-06-01,28.698,58.0,58.0,,,,0.0,0.0,0.0
2016-07-01,32.964,63.0,63.0,,,,0.0,0.0,0.0
2016-08-01,23.597,46.0,46.0,,,,0.0,0.0,0.0
2016-09-01,19.362,35.0,35.0,,,,0.0,0.0,0.0
2016-10-01,14.937,29.0,29.0,,,,0.0,0.0,0.0
2016-11-01,21.56,40.0,40.0,,,,0.0,0.0,0.0
2016-12-01,19.947,40.0,40.0,,,,0.0,0.0,0.0
2017-01-01,13.862,219.0,219.0,,,,0.0,0.0,0.0
2017-02-01,8.953,144.0,144.0,,,,0.0,0.0,0.0
2017-03-01,10.012,161.0,161.0,,,,0.0,0.0,0.0
2017-04-01,11.742,190.0,190.0,,,,0.0,0.0,0.0
2017-05-01,11.194,179.0,179.0,,,,0.0,0.0,0.0
2017-06-01,10.554,173.0,173.0,,,,0.0,0.0,0.0
2017-07-01,9.357,150.0,150.0,,,,0.0,0.0,0.0
2017-08-01,14.873,242.0,242.0,,,,0.0,0.0,0.0
2017-09-01,13.378,219.0,219.0,,,,0.0,0.0,0.0
2017-10-01,12.713,207.0,207.0,,,,0.0,0.0,0.0
2017-11-01,13.002,213.0,213.0,,,,0.0,0.0,0.0
2017-12-01,26.36,426.0,426.0,,,,0.0,0.0,0.0
2018-01-01,2.572,52.0,52.0,,,,0.0,0.0,0.0
2018-02-01,1.853,35.0,35.0,,,,0.0,0.0,0.0
2018-03-01,3.926,69.0,69.0,,,,0.0,0.0,0.0
2018-04-01,4.097,69.0,69.0,,,,0.0,0.0,0.0
2018-05-01,4.056,69.0,69.0,,,,0.0,0.0,0.0
2018-06-01,2.768,46.0,46.0,,,,0.0,0.0,0.0
2018-07-01,1.892,35.0,35.0,,,,0.0,0.0,0.0
2018-08-01,2.398,40.0,40.0,,,,0.0,0.0,0.0
2018-09-01,2.442,40.0,40.0,,,,0.0,0.0,0.0
2018-10-01,3.258,58.0,58.0,,,,0.0,0.0,0.0
2018-11-01,2.747,46.0,46.0,,,,0.0,0.0,0.0
2018-12-01,2.991,52.0,52.0,,,,0.0,0.0,0.0
2019-01-01,5.572,115.0,115.0,,,,0.0,0.0,0.0
2019-02-01,3.744,75.0,75.0,,,,0.0,0.0,0.0
2019-03-01,4.691,98.0,98.0,,,,0.0,0.0,0.0
2019-04-01,4.512,92.0,92.0,,,,0.0,0.0,0.0
2019-05-01,3.475,69.0,69.0,,,,0.0,0.0,0.0
2019-06-01,4.53,92.0,92.0,,,,0.0,0.0,0.0
2019-07-01,6.376,133.0,133.0,,,,0.0,0.0,0.0
2019-08-01,5.222,104.0,104.0,,,,0.0,0.0,0.0
2019-09-01,5.36,109.0,109.0,,,,0.0,0.0,0.0
2019-10-01,5.18,104.0,104.0,,,,0.0,0.0,0.0
2019-11-01,3.093,63.0,63.0,,,,0.0,0.0,0.0
2019-12-01,4.245,86.0,86.0,,,,0.0,0.0,0.0
2020-01-01,11.507,173.0,173.0,,,,0.0,0.0,0.0
2020-02-01,4.908,75.0,75.0,,,,0.0,0.0,0.0
2020-03-01,10.578,161.0,161.0,,,,0.0,0.0,0.0
2020-04-01,5.882,92.0,92.0,,,,0.0,0.0,0.0
2020-05-01,12.655,190.0,190.0,,,,0.0,0.0,0.0
2020-06-01,11.973,184.0,184.0,,,,0.0,0.0,0.0
2020-07-01,13.713,207.0,207.0,,,,0.0,0.0,0.0
2020-08-01,19.969,305.0,305.0,,,,0.0,0.0,0.0
2020-09-01,8.506,127.0,127.0,,,,0.0,0.0,0.0
2020-10-01,3.506,52.0,52.0,,,,0.0,0.0,0.0
2020-11-01,4.39,69.0,69.0,,,,0.0,0.0,0.0
2020-12-01,14.413,219.0,219.0,,,,0.0,0.0,0.0
2021-01-01,17.219,248.0,248.0,,,,0.0,0.0,0.0
2021-02-01,24.126,352.0,352.0,,,,0.0,0.0,0.0
2021-03-01,14.582,213.0,213.0,,,,0.0,0.0,0.0
2021-04-01,17.34,254.0,254.0,,,,0.0,0.0,0.0
2021-05-01,26.791,386.0,386.0,,,,0.0,0.0,0.0
2021-06-01,22.092,323.0,323.0,,,,0.0,0.0,0.0
2021-07-01,22.503,328.0,328.0,,,,0.0,0.0,0.0
2021-08-01,17.561,254.0,254.0,,,,0.0,0.0,0.0
2021-09-01,19.936,288.0,288.0,,,,0.0,0.0,0.0
2021-10-01,17.148,248.0,248.0,,,,0.0,0.0,0.0
2021-11-01,18.142,265.0,265.0,,,,0.0,0.0,0.0
2021-12-01,27.56,398.0,398.0,,,,0.0,0.0,0.0
2022-01-01,9.543,150.0,150.0,,,,0.0,0.0,0.0
2022-02-01,15.283,236.0,236.0,,,,0.0,0.0,0.0
2022-03-01,12.663,196.0,196.0,,,,0.0,0.0,0.0
2022-04-01,25.934,403.0,403.0,,,,0.0,0.0,0.0
2022-05-01,13.457,207.0,207.0,,,,0.0,0.0,0.0
2022-06-01,13.334,207.0,207.0,,,,0.0,0.0,0.0
2022-07-01,5.838,92.0,92.0,,,,0.0,0.0,0.0
2022-08-01,10.814,167.0,167.0,,,,0.0,0.0,0.0
2022-09-01,6.05,92.0,92.0,,,,0.0,0.0,0.0
2022-10-01,11.041,173.0,173.0,,,,0.0,0.0,0.0
2022-11-01,14.537,225.0,225.0,,,,0.0,0.0,0.0
2022-12-01,14.506,225.0,225.0,,,,0.0,0.0,0.0
2023-01-01,11.518,98.0,98.0,,,,0.0,0.0,0.0
2023-02-01,8.517,63.0,63.0,,,,0.0,0.0,0.0
2023-03-01,19.544,150.0,150.0,,,,0.0,0.0,0.0
2023-04-01,14.258,109.0,109.0,,,,0.0,0.0,0.0
2023-05-01,24.699,190.0,190.0,,,,0.0,0.0,0.0
2023-06-01,17.678,138.0,138.0,,,,0.0,0.0,0.0
2023-07-01,17.588,138.0,138.0,,,,0.0,0.0,0.0
2023-08-01,12.885,98.0,98.0,,,,0.0,0.0,0.0
2023-09-01,15.661,121.0,121.0,,,,0.0,0.0,0.0
2023-10-01,24.261,190.0,190.0,,,,0.0,0.0,0.0
2023-11-01,13.54,104.0,104.0,,,,0.0,0.0,0.0
2023-12-01,14.851,115.0,115.0,,,,0.0,0.0,0.0
2024-01-01,6.163,98.0,98.0,,,,0.0,0.0,0.0
2024-02-01,4.979,75.0,75.0,,,,0.0,0.0,0.0
2024-03-01,8.373,127.0,127.0,,,,0.0,0.0,0.0
2024-04-01,4.319,69.0,69.0,,,,0.0,0.0,0.0
2024-05-01,7.046,109.0,109.0,,,,0.0,0.0,0.0
2024-06-01,3.45,52.0,52.0,,,,0.0,0.0,0.0
2024-07-01,2.817,46.0,46.0,,,,0.0,0.0,0.0
2024-08-01,4.281,63.0,63.0,,,,0.0,0.0,0.0
2024-09-01,5.389,81.0,81.0,,,,0.0,0.0,0.0
2024-10-01,5.864,92.0,92.0,,,,0.0,0.0,0.0
2024-11-01,5.686,86.0,86.0,,,,0.0,0.0,0.0
2024-12-01,3.633,58.0,58.0,,,,0.0,0.0,0.0
