measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2001-01-01,5710.0,72827.0,72827.0,39297.0,494883.0,494883.0
2001-02-01,1783.0,20481.0,20481.0,15163.0,171947.0,171947.0
2001-03-01,2823.0,30881.0,30881.0,36741.0,396259.0,396259.0
2001-04-01,4547.0,50886.0,50886.0,17960.0,198430.0,198430.0
2001-05-01,1205.0,13686.0,13686.0,9208.0,103254.0,103254.0
2001-06-01,4534.0,29203.0,29203.0,15098.0,343716.0,343716.0
2001-07-01,18119.0,209828.0,209828.0,17477.0,199835.0,199835.0
2001-08-01,3302.0,36628.0,36628.0,45131.0,494213.0,494213.0
2001-09-01,2082.0,23691.0,23691.0,23975.0,269416.0,269416.0
2001-10-01,1800.0,21746.0,21746.0,0.0,0.0,0.0
2001-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2001-12-01,56.0,536.0,536.0,265899.0,2510523.0,2510523.0
2002-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2002-02-01,1199.0,13076.0,13076.0,3193.0,34839.0,34839.0
2002-03-01,5855.0,66023.0,66023.0,6185.0,68387.0,68387.0
2002-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2002-05-01,2093.0,22997.0,22997.0,7164.0,78731.0,78731.0
2002-06-01,14997.0,185443.0,185443.0,0.0,0.0,0.0
2002-07-01,26250.0,309078.0,309078.0,0.0,0.0,0.0
2002-08-01,8386.0,95896.0,95896.0,0.0,0.0,0.0
2002-09-01,1616.0,18892.0,18892.0,4228.0,51552.0,51552.0
2002-10-01,886.0,9716.0,9716.0,2782.0,31707.0,31707.0
2002-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2002-12-01,182.0,1911.0,1911.0,21020.0,210918.0,210918.0
2003-01-01,227.0,2441.0,2441.0,11804.0,132191.0,132191.0
2003-02-01,202.0,2157.0,2157.0,9625.0,106223.0,106223.0
2003-03-01,1600.0,17410.0,17410.0,8575.0,96395.0,96395.0
2003-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-08-01,3566.0,38936.0,38936.0,16529.0,187304.0,187304.0
2003-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-12-01,197.0,2130.0,2130.0,9673.0,108063.0,108063.0
2004-01-01,277.421,3077.0,3077.0,12942.108,144141.0,144141.0
2004-02-01,253.96,2817.0,2817.0,16971.642,189019.0,189019.0
2004-03-01,755.291,8378.0,8378.0,25902.733,288488.0,288488.0
2004-04-01,117.8,1307.0,1307.0,23646.017,263354.0,263354.0
2004-05-01,680.393,7547.0,7547.0,25546.841,284524.0,284524.0
2004-06-01,687.058,7621.0,7621.0,13374.643,148958.0,148958.0
2004-07-01,189.225,2099.0,2099.0,13775.608,153424.0,153424.0
2004-08-01,355.913,3948.0,3948.0,9170.766,102138.0,102138.0
2004-09-01,336.635,3734.0,3734.0,16090.716,179208.0,179208.0
2004-10-01,724.347,8035.0,8035.0,18557.403,206680.0,206680.0
2004-11-01,212.336,2355.0,2355.0,5393.124000000001,60065.0,60065.0
2004-12-01,334.622,3712.0,3712.0,24493.399,272792.0,272792.0
2005-01-01,5012.22,62073.88,62073.88,2148.835,24802.51,24802.51
2005-02-01,4160.86,51530.2,51530.2,1729.8390000000002,19966.32,19966.32
2005-03-01,5152.885,63815.95,63815.95,2020.289,23318.78,23318.78
2005-04-01,5077.184,62878.43,62878.43,1984.8380000000002,22909.6,22909.6
2005-05-01,5985.179,74123.51,74123.51,2318.867,26765.06,26765.06
2005-06-01,7553.461,93545.9,93545.9,3114.837,35952.39,35952.39
2005-07-01,9466.745,117240.99,117240.99,3833.75,44250.3,44250.3
2005-08-01,9806.522,121448.95,121448.95,4167.706,48104.92,48104.92
2005-09-01,7462.15,92415.06,92415.06,3866.59,44629.35,44629.35
2005-10-01,5961.347000000001,73828.36,73828.36,2774.732,32026.79,32026.79
2005-11-01,5086.0160000000005,62987.81,62987.81,1844.5890000000002,21290.81,21290.81
2005-12-01,4963.429,61469.63,61469.63,3246.1290000000004,37467.8,37467.8
2006-01-01,579.538,7155.0,7155.0,3148.9990000000003,38960.0,38960.0
2006-02-01,687.5690000000001,8489.0,8489.0,2313.224,28620.0,28620.0
2006-03-01,784.235,9682.0,9682.0,2066.015,25561.0,25561.0
2006-04-01,877.1840000000001,10829.0,10829.0,3413.3120000000004,42230.0,42230.0
2006-05-01,1015.999,12543.0,12543.0,3308.0930000000003,40928.0,40928.0
2006-06-01,1294.659,15983.0,15983.0,4815.448,59578.0,59578.0
2006-07-01,1627.6680000000001,20095.0,20095.0,4880.662,60385.0,60385.0
2006-08-01,1648.195,20348.0,20348.0,7782.643,96288.0,96288.0
2006-09-01,1121.4360000000001,13845.0,13845.0,3876.94,47966.0,47966.0
2006-10-01,1015.3610000000001,12535.0,12535.0,3752.5820000000003,46428.0,46428.0
