measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2006-11-01,754.063,9309.0,9309.0,3339.833,41321.0,41321.0
2006-12-01,786.092,9705.0,9705.0,2438.248,30167.0,30167.0
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-01,9471.0,117331.0,117331.0,0.0,0.0,0.0
2007-09-01,939.0,13862.0,13862.0,0.0,0.0,0.0
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-01,0.0,0.0,0.0,1033.0,11700.0,11700.0
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,841.0,12097.0,12097.0,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,124.70800000000001,1535.0,1535.0,220.292,2712.0,2712.0
2008-06-01,5843.0,73791.0,73791.0,0.0,0.0,0.0
2008-07-01,1920.0,27360.0,27360.0,0.0,0.0,0.0
2008-08-01,3717.0,43352.0,43352.0,0.0,0.0,0.0
2008-09-01,4861.0,62451.0,62451.0,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,5947.0,66552.0,66552.0
2009-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-01,12259.0,158901.0,158901.0,0.0,0.0,0.0
2009-07-01,4400.0,51639.0,51639.0,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-01,3789.1240000000003,45976.0,45976.0,4882.876,59248.0,59248.0
2010-02-01,225.0,3268.0,3268.0,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,124.619,1648.0,1648.0,293.38100000000003,3881.0,3881.0
2010-06-01,5740.0,72194.0,72194.0,0.0,0.0,0.0
2010-07-01,15426.0,203150.0,203150.0,0.0,0.0,0.0
2010-08-01,15762.0,202002.0,202002.0,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-01,2967.0,39410.0,39410.0,0.0,0.0,0.0
2011-02-01,6195.76,71782.0,71782.0,3896.24,45140.0,45140.0
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-01,2144.0,30452.0,30452.0,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-01,5303.808,68130.0,68130.0,267.192,3432.0,3432.0
2011-07-01,25931.738,317300.0,317300.0,202.262,2475.0,2475.0
2011-08-01,19456.0,223583.0,223583.0,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-01,344.0,4401.0,4401.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,1586.0,20328.0,20328.0,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,2347.0,30031.0,30031.0,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,8531.0,118419.0,118419.0,0.0,0.0,0.0
2012-06-01,6174.0,84102.0,84102.0,0.0,0.0,0.0
2012-07-01,18962.0,254009.0,254009.0,0.0,0.0,0.0
2012-08-01,10488.0,139127.0,139127.0,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,1780.0,23266.0,23266.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-01,1805.566,23525.0,23525.0,1448.434,18872.0,18872.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-01,6962.0,84682.0,84682.0,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-01,1406.0,22222.0,22222.0,0.0,0.0,0.0
2014-07-01,606.0,5265.0,5265.0,0.0,0.0,0.0
2014-08-01,1120.0,15440.0,15440.0,0.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-01,23.0,479.0,479.0,0.0,0.0,0.0
2015-04-01,286.0,4444.0,4444.0,0.0,0.0,0.0
2015-06-01,933.754,12186.0,12186.0,197.246,2574.0,2574.0
2015-08-01,17867.0,236978.0,236978.0,0.0,0.0,0.0
2015-09-01,10385.0,127700.0,127700.0,0.0,0.0,0.0
2015-10-01,1411.0,17456.0,17456.0,0.0,0.0,0.0
2015-11-01,917.0,11264.0,11264.0,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,16.0,1565.0,1565.0,0.0,0.0,0.0
2016-07-01,2386.0,33911.0,33911.0,0.0,0.0,0.0
2016-08-01,2920.0,39202.0,39202.0,0.0,0.0,0.0
2016-09-01,6517.0,82712.0,82712.0,0.0,0.0,0.0
2016-10-01,1374.0,18241.0,18241.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,3006.0,35616.0,35616.0,0.0,0.0,0.0
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,1542.0,21641.0,21641.0,0.0,0.0,0.0
2017-04-01,1601.0,19778.0,19778.0,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,2141.0,26371.0,26371.0,0.0,0.0,0.0
2017-07-01,5357.0,68557.0,68557.0,0.0,0.0,0.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,9396.0,116937.0,116937.0,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,5940.0,78391.0,78391.0,0.0,0.0,0.0
2018-06-01,4297.0,54534.0,54534.0,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,1047.0,13680.0,13680.0,0.0,0.0,0.0
2018-09-01,1880.0,23296.0,23296.0,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,1035.0,11108.0,11108.0,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,850.0,12434.0,12434.0,0.0,0.0,0.0
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,1133.0,17233.0,17233.0,0.0,0.0,0.0
2019-05-01,4891.0,60436.0,60436.0,0.0,0.0,0.0
2019-06-01,4684.0,59037.0,59037.0,0.0,0.0,0.0
2019-07-01,1056.0,13270.0,13270.0,0.0,0.0,0.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,3280.0,34705.0,34705.0,0.0,0.0,0.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,657.0,8880.0,8880.0,0.0,0.0,0.0
2020-04-01,1048.995,12175.0,12175.0,1866.005,21658.0,21658.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0
