measured_on,"Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Generation","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Total Fuel Consumed"
2021-02-01,1135.441,10427.0,10427.0
2021-03-01,1188.12,10911.0,10911.0
2021-04-01,1114.245,10233.0,10233.0
2021-05-01,1163.254,10683.0,10683.0
2021-06-01,1046.331,9609.0,9609.0
2021-07-01,1069.281,9820.0,9820.0
2021-08-01,980.671,9006.0,9006.0
2021-09-01,1020.532,9372.0,9372.0
2021-10-01,975.513,8959.0,8959.0
2021-11-01,701.819,6445.0,6445.0
2021-12-01,1098.626,10089.0,10089.0
2022-01-01,1107.102,10166.0,10166.0
2022-02-01,1200.671,11027.0,11027.0
2022-03-01,1253.335,11510.0,11510.0
2022-04-01,1149.35,10555.0,10555.0
2022-05-01,1169.974,10745.0,10745.0
2022-06-01,1069.712,9824.0,9824.0
2022-07-01,903.89,8302.0,8302.0
2022-08-01,862.384,7920.0,7920.0
2022-09-01,1089.977,10010.0,10010.0
2022-10-01,1153.701,10596.0,10596.0
2022-11-01,1234.272,11336.0,11336.0
2022-12-01,859.232,7891.0,7891.0
2023-01-01,1241.981,11408.0,11408.0
2023-02-01,1036.776,9522.0,9522.0
2023-03-01,1193.653,10962.0,10962.0
2023-04-01,1117.576,10264.0,10264.0
2023-05-01,1177.158,10811.0,10811.0
2023-06-01,1172.939,10772.0,10772.0
2023-07-01,1150.001,10562.0,10562.0
2023-08-01,1082.64,9943.0,9943.0
2023-09-01,936.402,8600.0,8600.0
2023-10-01,1039.361,9545.0,9545.0
2023-11-01,1024.956,9413.0,9413.0
2023-12-01,1016.377,9334.0,9334.0
