measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed"
2003-01-01,120735.0,1326216.0,1326216.0,101.0,1143.0,1143.0
2003-02-01,101067.0,1130856.0,1130856.0,193.0,2227.0,2227.0
2003-03-01,108205.0,1231402.0,1231402.0,105.0,1201.0,1201.0
2003-04-01,77815.0,887559.0,887559.0,103.0,1201.0,1201.0
2003-05-01,107181.0,1246421.0,1246421.0,165.0,1960.0,1960.0
2003-06-01,93669.0,1091880.0,1091880.0,114.0,1351.0,1351.0
2003-07-01,107666.0,1272242.0,1272242.0,106.0,1282.0,1282.0
2003-08-01,112502.0,1333123.0,1333123.0,168.0,1995.0,1995.0
2003-09-01,101023.0,1203905.0,1203905.0,155.0,1815.0,1815.0
2003-10-01,52453.0,611279.0,611279.0,397.0,4437.0,4437.0
2003-11-01,98724.0,1140403.0,1140403.0,313.0,3608.0,3608.0
2003-12-01,118150.0,1331679.0,1331679.0,66.0,754.0,754.0
2004-01-01,114671.0,1305645.0,1305645.0,58.0,661.0,661.0
2004-02-01,107298.0,1225800.0,1225800.0,65.0,731.0,731.0
2004-03-01,101848.0,1155705.0,1155705.0,128.0,1444.0,1444.0
2004-04-01,102521.0,1182775.0,1182775.0,58.0,667.0,667.0
2004-05-01,80191.0,969325.0,969325.0,252.0,3010.0,3010.0
2004-06-01,99380.0,1187975.0,1187975.0,104.0,1224.0,1224.0
2004-07-01,101798.0,1217059.0,1217059.0,163.0,1908.0,1908.0
2004-08-01,102382.0,1230800.0,1230800.0,88.0,1050.0,1050.0
2004-09-01,98992.0,1179988.0,1179988.0,154.0,1844.0,1844.0
2004-10-01,90333.0,1065670.0,1065670.0,237.0,2778.0,2778.0
2004-11-01,91031.0,1059608.0,1059608.0,95.0,1114.0,1114.0
2004-12-01,108724.0,1246152.0,1246152.0,118.0,1446.0,1446.0
2005-01-01,104506.0,1201413.28,1201413.28,135.0,1606.6,1606.6
2005-02-01,96590.0,1115562.83,1115562.83,101.0,1183.2,1183.2
2005-03-01,96532.0,1134069.03,1134069.03,121.0,1450.0,1450.0
2005-04-01,84704.0,1011521.28,1011521.28,145.0,1734.2,1734.2
2005-05-01,106255.0,1244165.86,1244165.86,96.0,1131.0,1131.0
2005-06-01,111834.0,1318088.2,1318088.2,89.0,1067.2,1067.2
2005-07-01,110002.0,1311667.96,1311667.96,110.0,1316.6,1316.6
2005-08-01,114502.0,1367395.89,1367395.89,369.0,4408.0,4408.0
2005-09-01,86809.0,1016166.06,1016166.06,249.0,2934.8,2934.8
2005-10-01,103145.0,1230545.54,1230545.54,111.0,1345.6,1345.6
2005-11-01,100569.0,1198418.4,1198418.4,134.0,1612.4,1612.4
2005-12-01,115613.0,1328026.2,1328026.2,79.0,916.4,916.4
2006-01-01,105323.0,1212643.0,1212643.0,148.0,1728.0,1728.0
2006-02-01,99186.0,1145269.0,1145269.0,104.0,1218.0,1218.0
2006-03-01,93173.0,1079079.0,1079079.0,140.0,1601.0,1601.0
2006-04-01,70884.0,821371.0,821371.0,128.0,1462.0,1462.0
2006-05-01,65642.0,775005.0,775005.0,82.0,957.0,957.0
2006-06-01,81805.0,985294.0,985294.0,323.0,3845.0,3845.0
2006-07-01,97345.0,1157738.0,1157738.0,128.0,1508.0,1508.0
2006-08-01,102668.0,1209040.0,1209040.0,138.0,1630.0,1630.0
2006-09-01,66877.0,843253.0,843253.0,182.0,2326.0,2326.0
2006-10-01,86575.0,1016436.0,1016436.0,189.0,2227.0,2227.0
2006-11-01,86218.0,1008230.0,1008230.0,203.0,2384.0,2384.0
2006-12-01,82823.0,984812.0,984812.0,140.0,1682.0,1682.0
2007-01-01,99849.351,1170323.0,1170323.0,129.649,1520.0,1520.0
2007-02-01,99344.945,1158283.0,1158283.0,185.055,2158.0,2158.0
2007-03-01,76729.789,918670.0,918670.0,211.21200000000002,2529.0,2529.0
2007-04-01,107853.259,1267069.0,1267069.0,137.74200000000002,1618.0,1618.0
2007-05-01,78555.52100000001,950237.0,950237.0,187.478,2268.0,2268.0
2007-06-01,84394.245,1014783.0,1014783.0,252.755,3039.0,3039.0
2007-07-01,91422.177,1069530.0,1069530.0,196.823,2303.0,2303.0
2007-08-01,108020.199,1259729.0,1259729.0,130.80100000000002,1525.0,1525.0
2007-09-01,68288.898,816777.0,816777.0,270.103,3231.0,3231.0
2007-10-01,61344.443,758321.0,758321.0,227.55800000000002,2813.0,2813.0
2007-11-01,61542.88,751645.0,751645.0,130.12,1589.0,1589.0
