measured_on,"Wind-Wind Turbine, Onshore Generation","Wind-Wind Turbine, Onshore Quantity Consumed For Electricity","Wind-Wind Turbine, Onshore Total Fuel Consumed"
2013-01-01,563.81,5379.0,5379.0
2013-02-01,468.281,4468.0,4468.0
2013-03-01,479.471,4575.0,4575.0
2013-04-01,496.034,4733.0,4733.0
2013-05-01,487.747,4654.0,4654.0
2013-06-01,369.659,3527.0,3527.0
2013-07-01,295.638,2821.0,2821.0
2013-08-01,228.019,2176.0,2176.0
2013-09-01,392.949,3749.0,3749.0
2013-10-01,449.789,4291.0,4291.0
2013-11-01,591.388,5642.0,5642.0
2013-12-01,433.215,4133.0,4133.0
2014-01-01,631.248,6003.0,6003.0
2014-02-01,453.606,4314.0,4314.0
2014-03-01,592.162,5631.0,5631.0
2014-04-01,599.615,5702.0,5702.0
2014-05-01,432.857,4116.0,4116.0
2014-06-01,353.206,3359.0,3359.0
2014-07-01,314.864,2994.0,2994.0
2014-08-01,187.205,1780.0,1780.0
2014-09-01,334.883,3185.0,3185.0
2014-10-01,507.766,4829.0,4829.0
2014-11-01,680.859,6475.0,6475.0
2014-12-01,493.729,4695.0,4695.0
2015-01-01,534.031,4977.0,4977.0
2015-02-01,463.295,4317.0,4317.0
2015-03-01,483.58,4506.0,4506.0
2015-04-01,469.229,4373.0,4373.0
2015-05-01,470.914,4388.0,4388.0
2015-06-01,265.659,2476.0,2476.0
2015-07-01,231.464,2157.0,2157.0
2015-08-01,294.787,2747.0,2747.0
2015-09-01,390.39,3638.0,3638.0
2015-10-01,496.762,4629.0,4629.0
2015-11-01,598.436,5577.0,5577.0
2015-12-01,537.453,5009.0,5009.0
2016-01-01,441.44,4075.0,4075.0
2016-02-01,481.279,4443.0,4443.0
2016-03-01,471.539,4353.0,4353.0
2016-04-01,594.243,5486.0,5486.0
2016-05-01,339.26,3132.0,3132.0
2016-06-01,332.208,3067.0,3067.0
2016-07-01,250.942,2317.0,2317.0
2016-08-01,201.942,1864.0,1864.0
2016-09-01,395.044,3647.0,3647.0
2016-10-01,455.953,4209.0,4209.0
2016-11-01,520.821,4808.0,4808.0
2016-12-01,614.329,5671.0,5671.0
2017-01-01,442.338,4075.0,4075.0
2017-02-01,555.465,5117.0,5117.0
2017-03-01,619.824,5710.0,5710.0
2017-04-01,533.316,4913.0,4913.0
2017-05-01,478.143,4405.0,4405.0
2017-06-01,396.572,3654.0,3654.0
2017-07-01,222.035,2046.0,2046.0
2017-08-01,207.967,1916.0,1916.0
2017-09-01,366.096,3373.0,3373.0
2017-10-01,569.233,5244.0,5244.0
2017-11-01,531.026,4892.0,4892.0
2017-12-01,523.985,4827.0,4827.0
2018-01-01,453.406,4128.0,4128.0
2018-02-01,312.819,2848.0,2848.0
2018-03-01,393.359,3581.0,3581.0
2018-04-01,387.405,3527.0,3527.0
2018-05-01,278.119,2532.0,2532.0
2018-06-01,313.077,2850.0,2850.0
2018-07-01,186.815,1701.0,1701.0
2018-08-01,224.751,2046.0,2046.0
2018-09-01,307.844,2803.0,2803.0
2018-10-01,308.291,2807.0,2807.0
2018-11-01,348.181,3170.0,3170.0
2018-12-01,361.933,3295.0,3295.0
2019-01-01,446.011,3972.0,3972.0
2019-02-01,350.44,3121.0,3121.0
2019-03-01,509.793,4540.0,4540.0
2019-04-01,539.589,4805.0,4805.0
2019-05-01,388.105,3456.0,3456.0
2019-06-01,308.51,2747.0,2747.0
2019-07-01,306.652,2731.0,2731.0
2019-08-01,219.984,1959.0,1959.0
2019-09-01,419.83,3739.0,3739.0
2019-10-01,502.145,4472.0,4472.0
2019-11-01,519.46,4626.0,4626.0
2019-12-01,506.481,4510.0,4510.0
2020-01-01,309.509,2713.0,2713.0
2020-02-01,373.401,3274.0,3274.0
2020-03-01,372.623,3267.0,3267.0
2020-04-01,370.831,3251.0,3251.0
2020-05-01,328.008,2876.0,2876.0
2020-06-01,384.753,3373.0,3373.0
2020-07-01,210.773,1848.0,1848.0
2020-08-01,284.846,2497.0,2497.0
2020-09-01,366.944,3217.0,3217.0
2020-10-01,409.756,3592.0,3592.0
2020-11-01,468.833,4110.0,4110.0
2020-12-01,361.723,3171.0,3171.0
2021-01-01,438.481,3878.0,3878.0
2021-02-01,373.627,3304.0,3304.0
2021-03-01,534.955,4731.0,4731.0
2021-04-01,514.336,4549.0,4549.0
2021-05-01,462.399,4089.0,4089.0
2021-06-01,314.929,2785.0,2785.0
2021-07-01,219.763,1944.0,1944.0
2021-08-01,303.65,2685.0,2685.0
2021-09-01,381.833,3377.0,3377.0
