measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Other-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Other-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Other-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2017-08-01,0.0,0.0,0.0,23177.98,156911.0,665723.0,0.0,0.0,0.0,3312.924,22428.0,95154.0,,,,79.402,538.0,2281.0,18834.694,127508.0,540974.0
2017-09-01,0.0,0.0,0.0,21122.571,142996.0,645710.0,0.0,0.0,0.0,3827.583,25912.0,117008.0,,,,180.532,1222.0,5519.0,16243.314,109964.0,496553.0
2017-10-01,0.0,0.0,0.0,21929.428,148455.0,662558.0,0.0,0.0,0.0,3934.891,26638.0,118886.0,,,,32.112,217.0,970.0,17836.569,120748.0,538900.0
2017-11-01,0.0,0.0,0.0,22104.464,149645.0,664891.0,0.0,0.0,0.0,2816.761,19069.0,84727.0,,,,60.53,410.0,1821.0,17945.245,121487.0,539784.0
2017-12-01,0.0,0.0,0.0,21903.148,148281.0,665658.0,0.0,0.0,0.0,3640.403,24645.0,110635.0,,,,91.004,616.0,2766.0,17762.445,120249.0,539818.0
2018-01-01,4.494,30.0,144.0,20542.774,139070.0,658228.0,0.0,0.0,0.0,3136.854,21236.0,100510.0,,,,303.578,2055.0,9727.0,19981.3,135269.0,640237.0
2018-02-01,0.0,0.0,0.0,19663.487,133121.0,552118.0,0.0,0.0,0.0,4190.532,28370.0,117663.0,,,,327.808,2219.0,9204.0,15618.173,105734.0,438532.0
2018-03-01,0.0,0.0,0.0,19848.521,134368.0,630353.0,0.0,0.0,0.0,3309.973,22407.0,105119.0,,,,153.938,1042.0,4889.0,20672.568,139947.0,656523.0
2018-04-01,0.0,0.0,0.0,5748.954,38921.0,261155.0,0.0,0.0,0.0,3269.613,22136.0,148527.0,,,,36.058,244.0,1638.0,4197.375,28417.0,190672.0
2018-05-01,0.0,0.0,0.0,21869.726,148055.0,716278.0,0.0,0.0,0.0,3529.962,23897.0,115613.0,,,,0.0,0.0,0.0,18248.312,123539.0,597669.0
2018-06-01,69.282,469.0,2277.0,20021.529,135544.0,658022.0,0.0,0.0,0.0,2952.13,19986.0,97024.0,,,,0.0,0.0,0.0,18002.059,121872.0,591651.0
2018-07-01,0.0,0.0,0.0,20217.355,136868.0,654804.0,0.0,0.0,0.0,3986.915,26991.0,129129.0,,,,0.0,0.0,0.0,18599.73,125917.0,602412.0
2018-08-01,2.092,14.0,69.0,18768.331,127061.0,618926.0,0.0,0.0,0.0,4261.468,28850.0,140531.0,,,,0.0,0.0,0.0,18685.109,126497.0,616182.0
2018-09-01,0.0,0.0,0.0,18661.385,126335.0,607349.0,0.0,0.0,0.0,3660.285,24780.0,119127.0,,,,151.762,1027.0,4939.0,17945.568,121489.0,584052.0
2018-10-01,0.0,0.0,0.0,19555.171,132388.0,665464.0,0.0,0.0,0.0,2984.301,20204.0,101556.0,,,,22.216,150.0,756.0,18876.312,127792.0,642362.0
2018-11-01,0.0,0.0,0.0,17871.639,120986.0,591829.0,0.0,0.0,0.0,5810.079,39333.0,192404.0,,,,204.701,1386.0,6779.0,16648.581,112706.0,551327.0
2018-12-01,0.0,0.0,0.0,19863.786,134475.0,668444.0,0.0,0.0,0.0,6873.592,46533.0,231306.0,,,,12.918,87.0,435.0,16015.704,108424.0,538951.0
2019-01-01,24.066,163.0,792.0,19176.47,129821.0,631098.0,0.0,0.0,0.0,8990.446,60863.0,295876.0,,,,97.821,662.0,3219.0,14464.197,97920.0,476017.0
2019-02-01,0.0,0.0,0.0,17677.083,119674.0,594508.0,0.0,0.0,0.0,6071.791,41106.0,204204.0,,,,72.682,492.0,2444.0,15220.444,103042.0,511887.0
2019-03-01,0.0,0.0,0.0,19673.02,133182.0,655873.0,0.0,0.0,0.0,5971.542,40426.0,199084.0,,,,136.436,924.0,4549.0,17764.002,120259.0,592229.0
2019-04-01,0.0,0.0,0.0,9617.84,65110.0,441752.0,0.0,0.0,0.0,3439.215,23282.0,157965.0,,,,89.431,605.0,4108.0,5910.514,40012.0,271473.0
2019-05-01,0.0,0.0,0.0,19758.584,133758.0,675810.0,0.0,0.0,0.0,6037.706,40873.0,206510.0,,,,3.868,26.0,132.0,16828.842,113925.0,575603.0
2019-06-01,5.433,37.0,192.0,17612.627,119236.0,622372.0,0.0,0.0,0.0,4518.203,30588.0,159658.0,,,,39.758,269.0,1405.0,17805.979,120545.0,629204.0
2019-07-01,33.962,230.0,1200.0,18099.234,122530.0,639511.0,0.0,0.0,0.0,5361.867,36299.0,189454.0,,,,60.266,408.0,2129.0,17102.671,115784.0,604299.0
2019-08-01,0.0,0.0,0.0,18014.033,121952.0,604973.0,0.0,0.0,0.0,3952.399,26757.0,132735.0,,,,213.293,1444.0,7163.0,20059.275,135797.0,673659.0
2019-09-01,0.0,0.0,0.0,19235.602,130219.0,653584.0,0.0,0.0,0.0,3203.027,21684.0,108832.0,,,,35.043,237.0,1191.0,18889.328,127875.0,641818.0
2019-10-01,16.925,115.0,576.0,18901.844,127962.0,643280.0,0.0,0.0,0.0,6029.43,40818.0,205198.0,,,,158.645,1074.0,5399.0,17006.156,115128.0,578765.0
2019-11-01,0.0,0.0,0.0,18804.692,127307.0,668628.0,0.0,0.0,0.0,4896.9,33152.0,174116.0,,,,9.214,62.0,328.0,17231.194,116655.0,612680.0
2019-12-01,0.0,0.0,0.0,18718.093,126720.0,657547.0,0.0,0.0,0.0,8100.941,54843.0,284578.0,,,,45.193,306.0,1588.0,14251.773,96483.0,500650.0
2020-01-01,0.0,0.0,0.0,18461.288,124982.0,665075.0,0.0,0.0,0.0,5503.789,37260.0,198276.0,,,,71.175,482.0,2564.0,16438.748,111290.0,592212.0
2020-02-01,0.0,0.0,0.0,16538.368,111962.0,595415.0,0.0,0.0,0.0,3800.629,25730.0,136830.0,,,,121.093,820.0,4360.0,16873.91,114233.0,607495.0
2020-03-01,0.0,0.0,0.0,20084.163,135968.0,712811.0,0.0,0.0,0.0,4301.1,29118.0,152651.0,,,,78.104,529.0,2772.0,17131.633,115979.0,608022.0
2020-04-01,0.0,0.0,0.0,18857.826,127664.0,665701.0,0.0,0.0,0.0,4102.078,27770.0,144808.0,,,,109.756,743.0,3875.0,16990.34,115022.0,599777.0
2020-05-01,0.0,0.0,0.0,19643.699,132984.0,684677.0,0.0,0.0,0.0,5048.465,34177.0,175963.0,,,,0.361,2.0,13.0,16269.475,110141.0,567069.0
2020-06-01,0.0,0.0,0.0,18307.584,123939.0,638928.0,0.0,0.0,0.0,5246.828,35520.0,183112.0,,,,40.255,273.0,1405.0,15709.333,106349.0,548250.0
2020-07-01,0.0,0.0,0.0,13677.819,92597.0,487814.0,0.0,0.0,0.0,4786.105,32401.0,170695.0,,,,74.191,502.0,2646.0,13247.885,89687.0,472481.0
2020-08-01,0.0,0.0,0.0,18042.424,122144.0,693803.0,0.0,0.0,0.0,4757.68,32209.0,182952.0,,,,31.292,212.0,1203.0,14430.604,97692.0,554914.0
2020-09-01,0.0,0.0,0.0,16098.591,108984.0,562032.0,0.0,0.0,0.0,6078.768,41152.0,212221.0,,,,157.898,1069.0,5513.0,14252.743,96488.0,497590.0
2020-10-01,0.0,0.0,0.0,16468.637,111490.0,558608.0,0.0,0.0,0.0,5168.899,34993.0,175327.0,,,,74.665,505.0,2533.0,15547.799,105256.0,527374.0
2020-11-01,0.0,0.0,0.0,15933.007,107863.0,551675.0,0.0,0.0,0.0,6808.421,46092.0,235739.0,,,,260.19,1761.0,9009.0,14675.382,99349.0,508130.0
2020-12-01,2.181,15.0,72.0,16009.508,108380.0,528412.0,0.0,0.0,0.0,9316.06,63067.0,307487.0,,,,97.918,663.0,3232.0,14071.333,95259.0,464440.0
2021-01-01,0.0,0.0,0.0,18578.7,125775.0,634025.0,0.0,0.0,0.0,6907.153,46760.0,235717.0,,,,89.719,607.0,3062.0,17229.428,116640.0,587979.0
2021-02-01,1.438,10.0,48.0,12475.983,84460.0,416383.0,0.0,0.0,0.0,6992.627,47339.0,233377.0,,,,241.431,1634.0,8058.0,15037.521,101802.0,501874.0
2021-03-01,0.0,0.0,0.0,19389.587,131261.0,657839.0,0.0,0.0,0.0,6915.033,46812.0,234609.0,,,,52.922,358.0,1796.0,16611.458,112454.0,563584.0
2021-04-01,0.0,0.0,0.0,17039.894,115358.0,587660.0,0.0,0.0,0.0,5623.179,38068.0,193928.0,,,,95.357,646.0,3289.0,16739.57,113325.0,577303.0
2021-05-01,19.183,130.0,672.0,18453.25,124926.0,646423.0,0.0,0.0,0.0,4802.585,32513.0,168236.0,,,,102.871,696.0,3604.0,16859.111,114134.0,590580.0
2021-06-01,0.0,0.0,0.0,18029.191,122052.0,622220.0,0.0,0.0,0.0,4043.229,27371.0,139539.0,,,,147.68,1000.0,5097.0,16812.9,113818.0,580244.0
2021-07-01,0.0,0.0,0.0,7365.005,49860.0,288414.0,0.0,0.0,0.0,3459.623,23421.0,135479.0,,,,390.291,2642.0,15284.0,7053.081,47749.0,276199.0
2021-08-01,0.0,0.0,0.0,18834.364,127509.0,638118.0,0.0,0.0,0.0,4479.671,30327.0,151774.0,,,,0.0,0.0,0.0,16636.965,112632.0,563669.0
2021-09-01,0.0,0.0,0.0,19287.87,130575.0,654167.0,0.0,0.0,0.0,6048.295,40946.0,205134.0,,,,19.504,132.0,662.0,14497.331,98144.0,491691.0
2021-10-01,0.0,0.0,0.0,20247.129,137067.0,688360.0,0.0,0.0,0.0,4614.293,31237.0,156876.0,,,,160.475,1086.0,5456.0,17754.103,120190.0,603602.0
2021-11-01,0.0,0.0,0.0,18874.11,127772.0,657158.0,0.0,0.0,0.0,4624.087,31304.0,161001.0,,,,68.034,461.0,2369.0,16843.769,114027.0,586466.0
2021-12-01,0.0,0.0,0.0,19825.025,134214.0,686945.0,0.0,0.0,0.0,5471.929,37045.0,189604.0,,,,158.907,1076.0,5506.0,16146.139,109308.0,559470.0
2022-01-01,0.0,0.0,0.0,22436.848,152065.0,715427.0,0.0,0.0,0.0,8.154,55.0,260.0,,,,48.924,332.0,1560.0,18960.074,128502.0,604566.0
2022-02-01,0.0,0.0,0.0,19308.342,130864.0,583889.0,0.0,0.0,0.0,9.094,62.0,275.0,,,,31.151,211.0,942.0,16742.413,113473.0,506295.0
2022-03-01,0.0,0.0,0.0,23463.746,159025.0,770875.0,0.0,0.0,0.0,7.305,50.0,240.0,,,,104.828,710.0,3444.0,16925.121,114710.0,556056.0
2022-04-01,0.0,0.0,0.0,21870.379,148225.0,718946.0,0.0,0.0,0.0,5.932,40.0,195.0,,,,129.224,876.0,4248.0,18339.465,124294.0,602874.0
2022-05-01,0.0,0.0,0.0,11852.684,80334.0,344762.0,0.0,0.0,0.0,5.741,39.0,167.0,,,,489.493,3318.0,14238.0,11158.082,75626.0,324558.0
2022-06-01,0.0,0.0,0.0,15334.076,103930.0,626603.0,0.0,0.0,0.0,3.646,25.0,149.0,,,,99.698,676.0,4074.0,12229.58,82889.0,499743.0
2022-07-01,0.0,0.0,0.0,13561.242,91913.0,674165.0,0.0,0.0,0.0,2.716,18.0,135.0,,,,40.432,274.0,2010.0,8364.61,56692.0,415827.0
2022-08-01,0.0,0.0,0.0,22152.471,150137.0,683995.0,0.0,0.0,0.0,6.704,45.0,207.0,,,,364.353,2469.0,11250.0,16751.472,113532.0,517230.0
2022-09-01,0.0,0.0,0.0,19981.043,135493.0,602320.0,0.0,0.0,0.0,5.706,39.0,172.0,,,,217.95,1478.0,6570.0,17244.301,116935.0,519822.0
2022-10-01,0.0,0.0,0.0,22818.013,154651.0,668904.0,0.0,0.0,0.0,4.605,31.0,135.0,,,,53.216,361.0,1560.0,17300.166,117253.0,507150.0
2022-11-01,0.0,0.0,0.0,21554.233,146088.0,660181.0,0.0,0.0,0.0,5.648,38.0,173.0,,,,57.789,392.0,1770.0,18142.33,122963.0,555678.0
2022-12-01,0.0,0.0,0.0,19183.639,130019.0,608318.0,0.0,0.0,0.0,6.339,43.0,201.0,,,,488.548,3311.0,15492.0,19276.474,130648.0,611262.0
2023-01-01,0.0,0.0,0.0,21076.582,142844.0,614976.0,0.0,0.0,0.0,5.375,36.0,157.0,,,,146.205,991.0,4266.0,13930.838,94414.0,406476.0
2023-02-01,0.0,0.0,0.0,21714.581,147169.0,592803.0,0.0,0.0,0.0,5.889,40.0,161.0,,,,89.232,605.0,2436.0,13213.298,89552.0,360720.0
2023-03-01,0.0,0.0,0.0,27090.616,183606.0,747552.0,0.0,0.0,0.0,5.423,37.0,150.0,,,,57.185,388.0,1578.0,14497.776,98258.0,400059.0
2023-04-01,0.0,0.0,0.0,26554.388,179970.0,662068.0,0.0,0.0,0.0,13.14,89.0,328.0,,,,256.051,1735.0,6384.0,13896.421,94182.0,346473.0
2023-05-01,0.0,0.0,0.0,24045.886,162966.0,557707.0,0.0,0.0,0.0,15.557,105.0,361.0,,,,475.479,3222.0,11028.0,13002.078,88119.0,301563.0
2023-06-01,0.0,0.0,0.0,25948.56,175866.0,597316.0,0.0,0.0,0.0,15.735,107.0,362.0,,,,160.04,1085.0,3684.0,11636.665,78867.0,267867.0
2023-07-01,0.0,0.0,0.0,23919.579,162111.0,553563.0,0.0,0.0,0.0,14.54,99.0,336.0,,,,448.004,3036.0,10368.0,11970.877,81131.0,277038.0
2023-08-01,0.0,0.0,0.0,9537.74,64642.0,322746.0,0.0,0.0,0.0,4.739,32.0,160.0,,,,164.545,1115.0,5568.0,6062.976,41092.0,205164.0
2023-09-01,0.0,0.0,0.0,27448.618,186033.0,714936.0,0.0,0.0,0.0,5.965,40.0,155.0,,,,0.23,2.0,6.0,15218.187,103141.0,396378.0
2023-10-01,0.0,0.0,0.0,27690.423,187666.0,743911.0,0.0,0.0,0.0,10.648,72.0,286.0,,,,37.967,257.0,1020.0,14020.962,95024.0,376677.0
2023-11-01,0.0,0.0,0.0,26246.532,177882.0,671038.0,0.0,0.0,0.0,13.483,91.0,345.0,,,,123.207,835.0,3150.0,14180.778,96108.0,362556.0
2023-12-01,0.0,0.0,0.0,27887.319,189003.0,743844.0,0.0,0.0,0.0,8.959,61.0,239.0,,,,0.675,5.0,18.0,15949.047,108093.0,425412.0
2024-01-01,0.0,0.0,0.0,23579.552,159629.0,747474.0,0.0,0.0,0.0,5532.026,37451.0,175366.0,,,,33.312,226.0,1056.0,12779.11,86512.0,405099.0
2024-02-01,0.0,0.0,0.0,22128.617,149808.0,679114.0,0.0,0.0,0.0,4711.063,31893.0,144580.0,,,,121.801,825.0,3738.0,12871.519,87138.0,395019.0
2024-03-01,0.0,0.0,0.0,22298.992,150963.0,706268.0,0.0,0.0,0.0,8179.982,55378.0,259082.0,,,,31.826,215.0,1008.0,12449.2,84280.0,394299.0
2024-04-01,0.0,0.0,0.0,20799.327,140808.0,634914.0,0.0,0.0,0.0,7386.956,50009.0,225492.0,,,,25.552,173.0,780.0,11478.165,77705.0,350379.0
2024-05-01,0.0,0.0,0.0,23086.188,156289.0,686531.0,0.0,0.0,0.0,6109.263,41358.0,181676.0,,,,11.299,76.0,336.0,12187.25,82505.0,362421.0
2024-06-01,0.0,0.0,0.0,21698.756,146898.0,613356.0,0.0,0.0,0.0,5078.536,34381.0,143554.0,,,,92.122,624.0,2604.0,12341.586,83551.0,348858.0
2024-07-01,0.0,0.0,0.0,23548.394,159419.0,706893.0,0.0,0.0,0.0,6711.302,45434.0,201465.0,,,,38.376,260.0,1152.0,12271.928,83079.0,368388.0
2024-08-01,0.0,0.0,0.0,23339.628,158004.0,692596.0,0.0,0.0,0.0,7237.083,48993.0,214758.0,,,,26.083,177.0,774.0,11684.206,79099.0,346725.0
2024-09-01,0.0,0.0,0.0,8400.163,56869.0,250733.0,0.0,0.0,0.0,5854.436,39635.0,174747.0,,,,142.117,962.0,4242.0,6000.284,40622.0,179100.0
2024-10-01,0.0,0.0,0.0,24639.929,166810.0,722040.0,0.0,0.0,0.0,7092.441,48015.0,207834.0,,,,118.961,805.0,3486.0,12173.669,82414.0,356733.0
2024-11-01,0.0,0.0,0.0,20423.441,138262.0,602353.0,0.0,0.0,0.0,7405.179,50131.0,218403.0,,,,171.904,1164.0,5070.0,10802.476,73130.0,318600.0
2024-12-01,0.0,0.0,0.0,24309.355,164574.0,748915.0,0.0,0.0,0.0,6492.864,43957.0,200030.0,,,,56.285,381.0,1734.0,11774.496,79713.0,362745.0
