measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed"
2004-07-01,145364.88258,1410914.13,1599707.12,148.91541999999998,1445.38,1638.78
2004-08-01,143771.08598,1395444.71,1436547.87,362.24302,3515.94,3619.5
2004-09-01,134362.89152,1304128.61,1319578.72,570.10048,5533.41,5598.96
2004-10-01,118030.63553,1144936.0,1144936.0,510.90947,4955.99,4955.99
2004-11-01,138577.22764,1345033.03,1362638.55,268.02636,2601.47,2635.52
2004-12-01,139056.94343,1349689.16,1520596.98,341.61657,3315.74,3735.6
2005-01-01,149052.04332,1446701.78,1483331.76,333.96268,3241.45,3323.52
2005-02-01,133673.71269,1297439.43,1309529.76,312.88431,3036.86,3065.16
2005-03-01,150123.2885,1457099.3,1484727.96,265.0025,2572.12,2620.89
2005-04-01,43288.21269,420156.16,480700.77,687.47731,6672.67,7634.2
2005-05-01,129689.05276,1232499.24,1232499.24,590.21024,5609.06,5609.06
2005-06-01,142158.59631,1379793.86,1451961.14,549.55069,5333.95,5612.93
2005-07-01,160927.11287,1561961.41,1581151.11,225.48813,2188.59,2215.48
2005-08-01,164296.60083,1594665.72,1599335.01,109.69817,1064.73,1067.85
2005-09-01,149218.52739,1448317.68,1490512.71,186.10861,1806.37,1859.0
2005-10-01,137538.1669,1334947.9,1366468.88,507.86710000000005,4929.37,5045.76
2005-11-01,152417.16806,1479363.74,1560356.3,164.78394,1599.4,1686.96
2005-12-01,163660.54278,1588492.14,1705107.95,65.76722,638.34,685.2
2006-01-01,125241.4098,1215595.35,1266969.6,359.90520000000004,3493.25,3640.88
2006-02-01,149362.9483,1449719.43,1458185.03,107.8237,1046.54,1052.65
2006-03-01,166394.82998,1615031.17,1666357.26,42.11902,408.81,421.8
2006-04-01,105493.18466,1023918.72,1049235.92,163.04534,1582.52,1621.65
2006-05-01,90846.86519,881761.29,924730.4,546.37381,5303.11,5561.54
2006-06-01,138363.85816,1342962.06,1402792.62,268.08484,2602.04,2717.96
2006-07-01,159396.91778,1547109.32,1617075.2,122.77822,1191.69,1245.58
2006-08-01,154647.2233,1501008.7,1563823.25,256.00370000000004,2484.78,2588.76
2006-09-01,125930.00678,1222278.88,1262919.1,460.28122,4467.5,4616.04
2006-10-01,134675.52545,1307163.05,1347731.58,344.09455,3339.79,3443.44
2006-11-01,129704.66738,1258915.81,1398721.98,379.91362,3687.45,4096.95
2006-12-01,125127.44139,1214489.17,1291079.79,330.42361,3207.1,3409.35
2007-01-01,131835.463,1279598.0,1281382.0,276.974,2686.0,2692.0
2007-02-01,147459.732,1431255.0,1495768.0,86.57900000000001,838.0,878.0
2007-03-01,153713.996,1491940.0,1528631.0,304.315,2952.0,3026.0
2007-04-01,66517.207,645621.0,697289.0,134.7,1309.0,1412.0
2007-05-01,89479.458,868482.0,929028.0,940.373,9125.0,9764.0
2007-06-01,115747.047,1123435.0,1229215.0,229.17100000000002,2227.0,2434.0
2007-07-01,151130.126,1460883.0,1460883.0,320.064,3094.0,3094.0
2007-08-01,158181.681,1535314.0,1590521.0,252.829,2457.0,2542.0
2007-09-01,140532.124,1364003.0,1393375.0,515.175,4999.0,5108.0
2007-10-01,154415.848,1498768.0,1582916.0,322.505,3129.0,3306.0
2007-11-01,66867.78,649020.0,735745.0,719.344,6983.0,7915.0
2007-12-01,152902.552,1484087.0,1504203.0,285.8,2772.0,2812.0
2008-01-01,152034.451,1511399.0,1511399.0,196.549,1954.0,1954.0
2008-02-01,139631.31,1388171.0,1406883.0,388.69,3864.0,3916.0
2008-03-01,153327.009,1520654.0,1624573.0,318.99100000000004,3164.0,3380.0
2008-04-01,124154.226,1226674.0,1276445.0,379.774,3752.0,3905.0
2008-05-01,132314.806,1323056.0,1376950.0,616.1940000000001,6162.0,6413.0
2008-06-01,155644.521,1542492.0,1582317.0,104.479,1035.0,1062.0
2008-07-01,161255.864,1598504.0,1641739.0,104.13600000000001,1032.0,1060.0
2008-08-01,158758.355,1573615.0,1624289.0,98.64500000000001,978.0,1009.0
2008-09-01,134577.219,1333639.0,1379168.0,106.781,1058.0,1094.0
2008-10-01,57869.733,575475.0,609146.0,596.267,5929.0,6276.0
2008-11-01,157517.169,1558481.0,1606730.0,22.831,226.0,233.0
2008-12-01,154921.983,1536326.0,1588545.0,242.01700000000002,2400.0,2482.0
2009-01-01,160180.665,1579436.0,1579436.0,79.335,782.0,782.0
2009-02-01,122685.904,1225290.0,1259914.0,258.096,2578.0,2651.0
2009-03-01,109670.359,1108453.0,1176921.0,494.641,4999.0,5308.0
2009-04-01,49598.823000000004,507667.0,533174.0,322.177,3298.0,3463.0
2009-05-01,52068.233,546548.0,661397.0,779.767,8185.0,9905.0
2009-06-01,69072.542,722923.0,786490.0,384.458,4024.0,4378.0
2009-07-01,73163.518,764208.0,838801.0,387.482,4047.0,4442.0
2009-08-01,82041.526,845582.0,908807.0,405.47400000000005,4179.0,4492.0
2009-09-01,56798.151,603536.0,716854.0,388.84900000000005,4132.0,4908.0
2009-10-01,79227.97,820728.0,886427.0,447.03,4631.0,5002.0
2009-11-01,54839.73,595791.0,698875.0,379.27,4120.0,4833.0
2009-12-01,84012.975,863376.0,931549.0,732.025,7523.0,8117.0
2010-01-01,109526.414,1111075.0,1162119.0,675.586,6853.0,7168.0
2010-02-01,121852.622,1206074.0,1231880.0,613.378,6071.0,6201.0
2010-03-01,96219.881,981793.0,1027668.0,741.119,7562.0,7915.0
2010-04-01,43206.692,445650.0,470339.0,326.308,3366.0,3552.0
2010-05-01,6493.6630000000005,66476.0,75631.0,672.337,6883.0,7831.0
2010-06-01,107506.222,1075490.0,1137128.0,592.778,5930.0,6270.0
2010-07-01,136044.756,1344743.0,1405384.0,402.244,3976.0,4155.0
2010-08-01,95615.927,958048.0,997747.0,745.073,7465.0,7775.0
2010-09-01,86346.531,871922.0,939839.0,756.469,7639.0,8234.0
2010-10-01,52417.769,563240.0,666945.0,524.231,5633.0,6670.0
2010-11-01,61065.409,635693.0,722739.0,691.591,7199.0,8185.0
2010-12-01,142875.468,1407545.0,1459962.0,301.53200000000004,2971.0,3081.0
2011-01-01,138027.89,1364638.0,1431526.0,301.106,2977.0,3123.0
2011-02-01,81899.667,831826.0,931244.0,465.333,4726.0,5291.0
2011-03-01,55873.903,594290.0,686529.0,400.097,4256.0,4916.0
2011-04-01,42234.514,431730.0,482288.0,753.486,7702.0,8604.0
2011-05-01,76676.946,803569.0,899480.0,371.054,3889.0,4353.0
2011-06-01,89589.417,906469.0,981842.0,597.583,6046.0,6549.0
2011-07-01,108047.89,1081878.0,1164040.0,514.11,5148.0,5539.0
2011-08-01,87266.353,892423.0,987618.0,386.647,3954.0,4376.0
2011-09-01,68049.133,710405.0,804047.0,205.867,2149.0,2432.0
2011-10-01,50465.566,546078.0,668968.0,283.434,3067.0,3757.0
2011-11-01,48318.242,523197.0,642344.0,97.758,1059.0,1300.0
2011-12-01,40224.86,442455.0,552303.0,256.14,2817.0,3517.0
2012-01-01,47397.948,516841.0,630099.0,170.052,1854.0,2261.0
2012-02-01,37816.569,422536.0,533979.0,31.431,351.0,444.0
2012-03-01,42630.612,473419.0,520113.0,111.388,1237.0,1359.0
2012-04-01,38655.456,431694.0,531245.0,35.544,397.0,488.0
2012-05-01,45553.819,498919.0,590530.0,86.181,944.0,1117.0
2012-06-01,45495.974,491682.0,574535.0,255.026,2756.0,3221.0
2012-07-01,75126.414,777473.0,863335.0,289.586,2997.0,3328.0
2012-08-01,64378.967,678574.0,792935.0,243.033,2562.0,2993.0
2012-09-01,52196.803,564780.0,674813.0,104.197,1127.0,1347.0
2012-10-01,44746.696,476332.0,555953.0,447.304,4762.0,5558.0
2012-11-01,80879.008,832227.0,932045.0,393.992,4054.0,4540.0
2012-12-01,52804.111,566061.0,676361.0,312.889,3354.0,4008.0
2013-01-01,53991.644,579725.0,726473.0,108.356,1163.0,1458.0
2013-02-01,46930.658,507510.0,632958.0,274.342,2967.0,3700.0
2013-03-01,66345.903,696681.0,801824.0,381.097,4002.0,4606.0
2013-04-01,14252.422,152319.0,180206.0,307.578,3287.0,3889.0
2013-05-01,67026.873,701399.0,795812.0,258.127,2701.0,3065.0
2013-06-01,72954.824,750730.0,833236.0,718.176,7390.0,8202.0
2013-07-01,92578.386,937887.0,1034127.0,622.614,6308.0,6955.0
2013-08-01,76024.835,784322.0,839036.0,686.165,7079.0,7573.0
2013-09-01,54814.515,580251.0,656189.0,281.485,2980.0,3370.0
2013-10-01,55924.778,600478.0,688250.0,448.222,4813.0,5516.0
2013-11-01,48372.664,526717.0,616110.0,305.336,3325.0,3889.0
2013-12-01,61484.045,648525.0,727878.0,689.955,7278.0,8168.0
2014-01-01,112109.6,1125510.0,1167309.0,579.404,5817.0,6033.0
2014-02-01,110608.48,1102422.0,1153842.0,728.521,7261.0,7600.0
2014-03-01,117687.41,1176679.0,1223278.0,379.593,3795.0,3946.0
2014-04-01,50012.294,522681.0,575824.0,374.706,3916.0,4314.0
2014-05-01,53605.235,562191.0,637815.0,489.765,5136.0,5827.0
2014-06-01,79226.678,810741.0,854347.0,671.322,6870.0,7239.0
2014-07-01,69469.75,721363.0,778156.0,332.25,3450.0,3722.0
2014-08-01,52551.775,560792.0,630077.0,225.225,2403.0,2700.0
2014-09-01,51752.639,549814.0,591218.0,455.361,4838.0,5202.0
2014-10-01,45281.119,487373.0,536072.0,154.881,1667.0,1834.0
2014-11-01,58571.373,611606.0,652844.0,166.627,1740.0,1857.0
2014-12-01,40491.066,438753.0,496864.0,151.934,1646.0,1864.0
2015-01-01,63682.353,665285.0,713717.0,408.647,4269.0,4580.0
2015-02-01,96052.361,963022.0,987188.0,348.639,3495.0,3583.0
2015-03-01,56123.941,602026.0,652394.0,365.059,3916.0,4244.0
2015-04-01,8587.748,96570.0,111270.0,285.252,3208.0,3696.0
2015-05-01,48261.29,510796.0,556658.0,421.71,4463.0,4864.0
2015-06-01,43643.882,470955.0,508959.0,275.118,2969.0,3208.0
2015-07-01,46711.087,503644.0,549904.0,149.913,1616.0,1765.0
2015-08-01,43291.089,466321.0,502826.0,208.911,2250.0,2427.0
2015-09-01,44324.464,480185.0,533091.0,312.536,3386.0,3759.0
2015-10-01,41423.792,452530.0,500353.0,245.208,2679.0,2962.0
2015-11-01,44846.201,483304.0,569609.0,128.799,1388.0,1636.0
2015-12-01,37564.909,443817.0,487146.0,117.091,1383.0,1518.0
2016-01-01,53309.776,631902.0,650126.0,269.224,3191.0,3283.0
2016-02-01,44041.948,530584.0,555485.0,230.052,2771.0,2902.0
2016-03-01,37450.472,473705.0,487944.0,259.528,3283.0,3381.0
2016-04-01,39063.896,487937.0,503972.0,48.104,601.0,621.0
2016-05-01,43321.757,522654.0,547089.0,154.243,1861.0,1948.0
2016-06-01,40677.812,491223.0,505002.0,119.188,1439.0,1480.0
2016-07-01,51315.834,610305.0,641430.0,221.166,2630.0,2765.0
2016-08-01,50387.945,592443.0,592443.0,223.055,2623.0,2623.0
2016-09-01,49405.569,586491.0,619945.0,135.431,1608.0,1699.0
2016-10-01,43792.231,534320.0,545541.0,111.769,1364.0,1392.0
2016-11-01,29906.534,359068.0,360219.0,346.466,4160.0,4173.0
2016-12-01,57562.737,675206.0,680049.0,234.263,2748.0,2768.0
2017-01-01,59724.794,694361.0,696271.0,94.206,1095.0,1098.0
2017-02-01,36533.127,442098.0,462640.0,81.873,991.0,1037.0
2017-03-01,57128.264,668367.0,677247.0,172.736,2021.0,2048.0
2017-04-01,21975.565,271939.0,283497.0,74.435,921.0,960.0
2017-05-01,39568.233,467104.0,485660.0,493.767,5829.0,6061.0
2017-06-01,52246.115,614791.0,616674.0,163.885,1928.0,1934.0
2017-07-01,57112.189,668544.0,668544.0,201.811,2362.0,2362.0
2017-08-01,50873.982,603127.0,612794.0,223.018,2644.0,2686.0
2017-09-01,45157.402,538933.0,565823.0,135.598,1618.0,1699.0
2017-10-01,42268.7,509572.0,526768.0,78.3,944.0,976.0
2017-11-01,39520.687,480609.0,519951.0,60.313,733.0,794.0
2017-12-01,61442.097,712485.0,729772.0,103.903,1205.0,1234.0
2018-01-01,93259.337,1037081.0,1037081.0,177.663,1976.0,1976.0
2018-02-01,39367.889,473105.0,523567.0,9.111,109.0,121.0
2018-03-01,40439.284,489965.0,542166.0,217.716,2638.0,2919.0
2018-04-01,44132.708,525631.0,549963.0,254.292,3029.0,3169.0
2018-05-01,40889.437,493185.0,526769.0,145.563,1756.0,1875.0
2018-06-01,46387.208,550206.0,583088.0,335.792,3983.0,4221.0
2018-07-01,42864.318,510521.0,522803.0,330.682,3938.0,4033.0
2018-08-01,48431.045,583904.0,611045.0,158.955,1916.0,2006.0
2018-09-01,41433.542,504585.0,527293.0,105.458,1284.0,1342.0
2018-10-01,24061.615,296016.0,323755.0,164.385,2022.0,2212.0
2018-11-01,29831.225,331163.0,331163.0,612.775,6803.0,6803.0
2018-12-01,42372.942,513972.0,556901.0,175.058,2123.0,2301.0
2019-01-01,49652.64,587730.0,625474.0,213.36,2526.0,2688.0
2019-02-01,37758.529,449755.0,485575.0,177.471,2114.0,2282.0
2019-03-01,40587.545,490778.0,533753.0,50.455,610.0,664.0
2019-04-01,38607.535,470022.0,491170.0,40.465,493.0,515.0
2019-05-01,33565.949,409947.0,437721.0,214.051,2614.0,2791.0
2019-06-01,42061.018,504380.0,524859.0,37.982,455.0,474.0
2019-07-01,42536.684,511889.0,529880.0,345.316,4156.0,4302.0
2019-08-01,39768.32,481493.0,535894.0,1.68,20.0,23.0
2019-09-01,38707.017,468981.0,478242.0,32.983,400.0,408.0
2019-10-01,40325.37,488376.0,522561.0,2.63,32.0,34.0
2019-11-01,37060.578,444248.0,492253.0,200.422,2402.0,2662.0
2019-12-01,40219.889,487462.0,538708.0,97.111,1177.0,1301.0
2020-01-01,38616.505,467839.0,512158.0,63.495,769.0,842.0
2020-02-01,37285.928,452351.0,468872.0,33.072,401.0,416.0
2020-03-01,39355.104,481369.0,515914.0,6.896,84.0,90.0
2020-04-01,37955.449,461213.0,490769.0,77.551,942.0,1003.0
2020-05-01,31022.685,376044.0,399133.0,286.315,3471.0,3684.0
2020-06-01,36519.086,441851.0,466508.0,137.914,1669.0,1762.0
2020-07-01,39852.219,482539.0,524444.0,4.781,58.0,63.0
2020-08-01,45079.413,538592.0,561739.0,239.587,2862.0,2986.0
2020-09-01,38576.773,468133.0,494818.0,24.227,294.0,311.0
2020-10-01,38468.902,467583.0,509646.0,90.098,1095.0,1194.0
2020-11-01,18763.584,228160.0,248528.0,254.416,3094.0,3370.0
2020-12-01,40450.229,489767.0,527965.0,37.771,457.0,493.0
2021-01-01,40618.484,491674.0,535870.0,53.516,648.0,706.0
2021-02-01,54840.931,632097.0,632691.0,421.069,4853.0,4858.0
2021-03-01,40222.943,486786.0,520981.0,90.057,1090.0,1166.0
2021-04-01,38459.531,466168.0,496484.0,157.469,1909.0,2033.0
2021-05-01,37711.809,458410.0,508176.0,213.191,2591.0,2873.0
2021-06-01,45251.625,543754.0,562041.0,78.375,942.0,973.0
2021-07-01,53515.21,576539.0,582563.0,335.216,3611.0,3649.0
2021-08-01,69267.687,782204.0,782204.0,669.313,7558.0,7558.0
2021-09-01,61784.401,718545.0,729845.0,658.599,7659.0,7780.0
2021-10-01,48521.719,566632.0,566632.0,583.281,6812.0,6812.0
2021-11-01,31445.527,357090.0,392266.0,525.473,5967.0,6555.0
2021-12-01,39892.28,483945.0,536559.0,162.72,1974.0,2189.0
2022-01-01,98489.205,1073269.0,1073269.0,427.795,4662.0,4662.0
2022-02-01,42119.311,499962.0,527723.0,311.689,3700.0,3905.0
2022-03-01,41122.382,492738.0,524336.0,344.618,4129.0,4394.0
2022-04-01,12627.077,151175.0,160621.0,174.923,2094.0,2225.0
2022-05-01,184.172,2241.0,3627.0,102.828,1251.0,2025.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0
