measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2021-04-01,,,,0.0,0.0,0.0
2021-05-01,,,,0.0,0.0,0.0
2021-06-01,,,,0.0,0.0,0.0
2021-07-01,,,,0.0,0.0,0.0
2021-08-01,,,,0.0,0.0,0.0
2021-09-01,,,,0.0,0.0,0.0
2021-10-01,,,,0.0,0.0,0.0
2021-11-01,,,,0.0,0.0,0.0
2021-12-01,,,,0.0,0.0,0.0
2022-01-01,,,,382.323,1304.0,1304.0
2022-02-01,,,,426.755,1456.0,1456.0
2022-03-01,,,,501.876,1712.0,1712.0
2022-04-01,,,,634.096,2164.0,2164.0
2022-05-01,0.0,0.0,0.0,700.179,2389.0,2389.0
2022-06-01,0.0,0.0,0.0,589.931,2013.0,2013.0
2022-07-01,0.0,0.0,0.0,648.92,2214.0,2214.0
2022-08-01,0.0,0.0,0.0,532.612,1817.0,1817.0
2022-09-01,0.0,0.0,0.0,542.591,1851.0,1851.0
2022-10-01,0.0,0.0,0.0,398.111,1358.0,1358.0
2022-11-01,0.0,0.0,0.0,348.208,1188.0,1188.0
2022-12-01,0.0,0.0,0.0,300.398,1025.0,1025.0
2023-01-01,0.0,0.0,0.0,561.0,1914.0,1914.0
2023-02-01,0.0,0.0,0.0,570.0,1945.0,1945.0
2023-03-01,0.0,0.0,0.0,776.0,2648.0,2648.0
2023-04-01,0.0,0.0,0.0,962.0,3282.0,3282.0
2023-05-01,0.0,0.0,0.0,888.0,3030.0,3030.0
2023-06-01,0.0,0.0,0.0,938.0,3200.0,3200.0
2023-07-01,0.0,0.0,0.0,358.0,1221.0,1221.0
2023-08-01,0.0,0.0,0.0,743.0,2535.0,2535.0
2023-09-01,0.0,0.0,0.0,692.0,2361.0,2361.0
2023-10-01,0.0,0.0,0.0,528.0,1802.0,1802.0
2023-11-01,0.0,0.0,0.0,404.0,1378.0,1378.0
2023-12-01,0.0,0.0,0.0,257.0,877.0,877.0
2024-01-01,0.0,0.0,0.0,86.0,293.0,293.0
2024-02-01,0.0,0.0,0.0,5.0,17.0,17.0
2024-03-01,0.0,0.0,0.0,328.0,1119.0,1119.0
2024-04-01,0.0,0.0,0.0,841.0,2869.0,2869.0
2024-05-01,0.0,0.0,0.0,1098.0,3746.0,3746.0
2024-06-01,0.0,0.0,0.0,874.0,2982.0,2982.0
2024-07-01,0.0,0.0,0.0,958.0,3269.0,3269.0
2024-08-01,0.0,0.0,0.0,897.0,3061.0,3061.0
2024-09-01,0.0,0.0,0.0,862.0,2941.0,2941.0
2024-10-01,0.0,0.0,0.0,708.0,2416.0,2416.0
2024-11-01,0.0,0.0,0.0,575.0,1962.0,1962.0
2024-12-01,0.0,0.0,0.0,530.0,1808.0,1808.0
