measured_on,"Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2011-01-01,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0
2011-03-01,808.713,7999.0,7999.0
2011-04-01,1542.417,15255.0,15255.0
2011-05-01,2529.249,25015.0,25015.0
2011-06-01,3085.24,30514.0,30514.0
2011-07-01,4761.189,47090.0,47090.0
2011-08-01,4848.607,47955.0,47955.0
2011-09-01,5228.365,51711.0,51711.0
2011-10-01,3755.912,37147.0,37147.0
2011-11-01,4857.399,48042.0,48042.0
2011-12-01,4100.909,40559.0,40559.0
2012-01-01,5508.538,51828.0,51828.0
2012-02-01,3368.296,31691.0,31691.0
2012-03-01,1969.455,18530.0,18530.0
2012-04-01,1181.611,11117.0,11117.0
2012-05-01,1746.587,16433.0,16433.0
2012-06-01,4930.089,46385.0,46385.0
2012-07-01,7669.978,72164.0,72164.0
2012-08-01,7175.998,67516.0,67516.0
2012-09-01,4869.783,45818.0,45818.0
2012-10-01,8094.787,76161.0,76161.0
2012-11-01,4454.939,41915.0,41915.0
2012-12-01,9793.939,92147.0,92147.0
2013-01-01,3770.715,34914.0,34914.0
2013-02-01,4252.09,39371.0,39371.0
2013-03-01,6137.489,56828.0,56828.0
2013-04-01,6747.479,62477.0,62477.0
2013-05-01,8768.58,81191.0,81191.0
2013-06-01,7463.826,69110.0,69110.0
2013-07-01,9204.085,85223.0,85223.0
2013-08-01,6378.653,59062.0,59062.0
2013-09-01,3307.609,30626.0,30626.0
2013-10-01,1169.554,10829.0,10829.0
2013-11-01,1024.812,9489.0,9489.0
2013-12-01,1978.108,18316.0,18316.0
2014-01-01,10271.433,94237.0,94237.0
2014-02-01,13060.604,119827.0,119827.0
2014-03-01,6641.235,60931.0,60931.0
2014-04-01,4589.771,42110.0,42110.0
2014-05-01,1851.734,16989.0,16989.0
2014-06-01,6383.417,58566.0,58566.0
2014-07-01,11588.582,106322.0,106322.0
2014-08-01,8945.463,82072.0,82072.0
2014-09-01,9787.967,89802.0,89802.0
2014-10-01,3218.51,29529.0,29529.0
2014-11-01,598.7,5493.0,5493.0
2014-12-01,509.584,4675.0,4675.0
2015-01-01,891.777,7391.0,7391.0
2015-02-01,4202.07,34824.0,34824.0
2015-03-01,5895.546,48859.0,48859.0
2015-04-01,4634.361,38407.0,38407.0
2015-05-01,5666.143,46957.0,46957.0
2015-06-01,3421.342,28354.0,28354.0
2015-07-01,10650.287,88263.0,88263.0
2015-08-01,6366.117,52759.0,52759.0
2015-09-01,5637.508,46720.0,46720.0
2015-10-01,6356.84,52681.0,52681.0
2015-11-01,13114.687,108686.0,108686.0
2015-12-01,14354.322,118960.0,118960.0
2016-01-01,5379.08,53640.0,53640.0
2016-02-01,4711.226,46981.0,46981.0
2016-03-01,4088.338,40769.0,40769.0
2016-04-01,7635.122,76137.0,76137.0
2016-05-01,6325.045,63073.0,63073.0
2016-06-01,5951.488,59348.0,59348.0
2016-07-01,3560.785,35508.0,35508.0
2016-08-01,4228.588,42167.0,42167.0
2016-09-01,3966.676,39556.0,39556.0
2016-10-01,528.776,5273.0,5273.0
2016-11-01,10086.074,100579.0,100579.0
2016-12-01,8132.802,81100.0,81100.0
2017-01-01,5046.0,51101.0,51101.0
2017-02-01,4867.0,45367.0,45367.0
2017-03-01,4502.0,51355.0,51355.0
2017-04-01,5425.0,51130.0,51130.0
2017-05-01,3079.0,40023.0,40023.0
2017-06-01,5558.0,49762.0,49762.0
2017-07-01,5334.0,54234.0,54234.0
2017-08-01,5525.0,58290.0,58290.0
2017-09-01,6706.0,66547.0,66547.0
2017-10-01,6556.0,71250.0,71250.0
2017-11-01,6442.0,68683.0,68683.0
2017-12-01,5533.0,62406.0,62406.0
2018-01-01,5183.0,60571.0,60571.0
2018-02-01,5554.0,44643.0,44643.0
2018-03-01,4558.0,58104.0,58104.0
2018-04-01,5261.0,55095.0,55095.0
2018-05-01,4727.0,58051.0,58051.0
2018-06-01,5668.0,61006.0,61006.0
2018-07-01,5260.0,56303.0,56303.0
2018-08-01,5975.0,57839.0,57839.0
2018-09-01,4029.0,43109.0,43109.0
2018-10-01,5213.0,55206.0,55206.0
2018-11-01,5761.0,58260.0,58260.0
2018-12-01,5466.0,61496.0,61496.0
2019-01-01,5505.0,60980.0,60980.0
2019-02-01,5979.0,55463.0,55463.0
2019-03-01,5188.0,59482.0,59482.0
2019-04-01,5203.0,50285.0,50285.0
2019-05-01,4407.0,49027.0,49027.0
2019-06-01,5352.0,54397.0,54397.0
2019-07-01,4845.0,52706.0,52706.0
2019-08-01,5879.0,57564.0,57564.0
2019-09-01,4749.0,49914.0,49914.0
2019-10-01,5105.0,54284.0,54284.0
2019-11-01,5352.0,54773.0,54773.0
2019-12-01,5762.0,48032.0,48032.0
2020-01-01,5309.0,55256.0,55256.0
2020-02-01,5137.0,51271.0,51271.0
2020-03-01,5669.0,58560.0,58560.0
2020-04-01,5623.0,54752.0,54752.0
2020-05-01,6194.0,62307.0,62307.0
2020-06-01,6010.0,60606.0,60606.0
2020-07-01,5750.0,49504.0,49504.0
2020-08-01,4079.0,43788.0,43788.0
2020-09-01,4829.0,49000.0,49000.0
2020-10-01,5391.0,54880.0,54880.0
2020-11-01,4716.0,46176.0,46176.0
2020-12-01,4908.0,49088.0,49088.0
2021-01-01,5097.96,52392.0,52392.0
2021-02-01,3887.66,39950.0,39950.0
2021-03-01,1813.0,18880.0,18880.0
2021-04-01,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0
