measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2022-01-01,,,,154.39,527.0,527.0
2022-02-01,,,,101.602,347.0,347.0
2022-03-01,,,,151.634,517.0,517.0
2022-04-01,0.0,0.0,0.0,185.267,632.0,632.0
2022-05-01,0.0,0.0,0.0,208.521,711.0,711.0
2022-06-01,0.0,0.0,0.0,209.738,716.0,716.0
2022-07-01,0.0,0.0,0.0,231.519,790.0,790.0
2022-08-01,0.0,0.0,0.0,204.229,697.0,697.0
2022-09-01,0.0,0.0,0.0,169.315,578.0,578.0
2022-10-01,0.0,0.0,0.0,134.209,458.0,458.0
2022-11-01,0.0,0.0,0.0,110.699,378.0,378.0
2022-12-01,0.0,0.0,0.0,71.877,245.0,245.0
2023-01-01,0.0,0.0,0.0,52.0,177.0,177.0
2023-02-01,0.0,0.0,0.0,104.0,355.0,355.0
2023-03-01,0.0,0.0,0.0,169.0,577.0,577.0
2023-04-01,0.0,0.0,0.0,212.0,723.0,723.0
2023-05-01,0.0,0.0,0.0,317.0,1082.0,1082.0
2023-06-01,0.0,0.0,0.0,235.0,802.0,802.0
2023-07-01,0.0,0.0,0.0,269.0,918.0,918.0
2023-08-01,0.0,0.0,0.0,258.0,880.0,880.0
2023-09-01,0.0,0.0,0.0,217.0,740.0,740.0
2023-10-01,0.0,0.0,0.0,188.0,641.0,641.0
2023-11-01,0.0,0.0,0.0,170.0,580.0,580.0
2023-12-01,0.0,0.0,0.0,96.0,328.0,328.0
2024-01-01,-4.0,0.0,0.0,63.0,215.0,215.0
2024-02-01,-7.0,0.0,0.0,209.0,713.0,713.0
2024-03-01,-6.0,0.0,0.0,228.0,778.0,778.0
2024-04-01,-6.0,0.0,0.0,246.0,839.0,839.0
2024-05-01,-7.0,0.0,0.0,273.0,931.0,931.0
2024-06-01,-8.0,0.0,0.0,305.0,1041.0,1041.0
2024-07-01,-8.0,0.0,0.0,316.0,1078.0,1078.0
2024-08-01,-7.0,0.0,0.0,263.0,897.0,897.0
2024-09-01,-7.0,0.0,0.0,243.0,829.0,829.0
2024-10-01,-8.0,0.0,0.0,226.0,771.0,771.0
2024-11-01,-7.0,0.0,0.0,165.0,563.0,563.0
2024-12-01,-5.0,0.0,0.0,109.0,372.0,372.0
