measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2003-01-01,279.695,3079.0,3079.0
2003-02-01,252.531,2780.0,2780.0
2003-03-01,241.89100000000002,2663.0,2663.0
2003-04-01,203.413,2239.0,2239.0
2003-05-01,235.60600000000002,2594.0,2594.0
2003-06-01,265.57,2923.0,2923.0
2003-07-01,311.28,3427.0,3427.0
2003-08-01,317.362,3494.0,3494.0
2003-09-01,240.294,2645.0,2645.0
2003-10-01,236.29700000000003,2601.0,2601.0
2003-11-01,247.09,2720.0,2720.0
2003-12-01,281.195,3095.0,3095.0
2004-01-01,4014.599,53071.0,53071.0
2004-02-01,1808.5410000000002,23908.0,23908.0
2004-03-01,2817.3030000000003,37244.0,37244.0
2004-04-01,2430.781,32134.0,32134.0
2004-05-01,12432.769,164357.0,164357.0
2004-06-01,8894.331,117580.0,117580.0
2004-07-01,17050.035,225395.0,225395.0
2004-08-01,12235.011,161742.0,161742.0
2004-09-01,6296.715,83240.0,83240.0
2004-10-01,3499.585,46263.0,46263.0
2004-11-01,2869.661,37936.0,37936.0
2004-12-01,3960.6710000000003,52359.0,52359.0
2005-01-01,4537.045,61162.31,61162.31
2005-02-01,3629.665,48930.24,48930.24
2005-03-01,5036.8330000000005,67899.78,67899.78
2005-04-01,4781.244000000001,64454.27,64454.27
2005-05-01,4572.0070000000005,61633.62,61633.62
2005-06-01,8630.641,116346.63,116346.63
2005-07-01,11361.831,153164.85,153164.85
2005-08-01,11286.845,152154.0,152154.0
2005-09-01,6833.46,92119.48,92119.48
2005-10-01,4845.329000000001,65318.18,65318.18
2005-11-01,4246.546,57246.19,57246.19
2005-12-01,5308.555,71562.76,71562.76
2006-01-01,3400.489,46220.0,46220.0
2006-02-01,3843.942,52247.0,52247.0
2006-03-01,5065.394,68849.0,68849.0
2006-04-01,4191.792,56975.0,56975.0
2006-05-01,5521.66,75051.0,75051.0
2006-06-01,7112.527,96674.0,96674.0
2006-07-01,12727.625,172995.0,172995.0
2006-08-01,11309.617,153722.0,153722.0
2006-09-01,6652.546,90422.0,90422.0
2006-10-01,7206.028,97945.0,97945.0
2006-11-01,4844.552000000001,65848.0,65848.0
2006-12-01,4917.83,66844.0,66844.0
2007-01-01,3172.105,42962.0,42962.0
2007-02-01,4923.469,66681.0,66681.0
2007-03-01,1311.49,17762.0,17762.0
2007-04-01,2406.279,32590.0,32590.0
2007-05-01,5769.903,78144.0,78144.0
2007-06-01,7670.591,103886.0,103886.0
2007-07-01,11343.363,153628.0,153628.0
2007-08-01,17313.639,234486.0,234486.0
2007-09-01,7497.0380000000005,101536.0,101536.0
2007-10-01,6245.933,84591.0,84591.0
2007-11-01,5257.93,71211.0,71211.0
2007-12-01,5627.26,76212.0,76212.0
2008-01-01,8367.501,110282.0,110282.0
2008-02-01,4490.6410000000005,59186.0,59186.0
2008-03-01,5654.397,74523.0,74523.0
2008-04-01,3398.059,44785.0,44785.0
2008-05-01,2209.958,29127.0,29127.0
2008-06-01,6660.409000000001,87782.0,87782.0
2008-07-01,10699.706,141019.0,141019.0
2008-08-01,9600.462000000001,126531.0,126531.0
2008-09-01,4730.934,62352.0,62352.0
2008-10-01,10260.076000000001,135224.0,135224.0
2008-11-01,8773.683,115634.0,115634.0
2008-12-01,7361.174,97018.0,97018.0
2009-01-01,9642.284,126778.0,126778.0
2009-02-01,8324.252,109450.0,109450.0
2009-03-01,4590.135,60353.0,60353.0
2009-04-01,2615.78,34393.0,34393.0
2009-05-01,1357.087,17843.0,17843.0
2009-06-01,10563.286,138889.0,138889.0
2009-07-01,10739.182,141202.0,141202.0
2009-08-01,11307.742,148677.0,148677.0
2009-09-01,3961.92,52093.0,52093.0
2009-10-01,2702.137,35529.0,35529.0
2009-11-01,1808.21,23775.0,23775.0
2009-12-01,5323.985000000001,70002.0,70002.0
2010-01-01,7580.165,99829.0,99829.0
2010-02-01,5697.085,75029.0,75029.0
2010-03-01,1860.3390000000002,24500.0,24500.0
2010-04-01,619.854,8163.0,8163.0
2010-05-01,3507.5280000000002,46192.0,46192.0
2010-06-01,10824.86,142559.0,142559.0
2010-07-01,15341.348,202039.0,202039.0
2010-08-01,16594.074,218537.0,218537.0
2010-09-01,4673.115,61543.0,61543.0
2010-10-01,4184.835,55112.0,55112.0
2010-11-01,2419.407,31863.0,31863.0
2010-12-01,5802.39,76415.0,76415.0
2011-01-01,6953.46,88751.0,88751.0
2011-02-01,3876.591,49479.0,49479.0
2011-03-01,5739.749,73260.0,73260.0
2011-04-01,2943.686,37572.0,37572.0
2011-05-01,3868.012,49369.0,49369.0
2011-06-01,10629.534,135671.0,135671.0
2011-07-01,18873.009,240887.0,240887.0
2011-08-01,16199.002,206757.0,206757.0
2011-09-01,3935.006,50225.0,50225.0
2011-10-01,3932.551,50193.0,50193.0
2011-11-01,2453.53,31316.0,31316.0
2011-12-01,4104.87,52393.0,52393.0
2012-01-01,3800.774,47548.0,47548.0
2012-02-01,4509.409,56411.0,56411.0
2012-03-01,5100.065,63800.0,63800.0
2012-04-01,5436.027,68003.0,68003.0
2012-05-01,8252.781,103241.0,103241.0
2012-06-01,12708.886,158985.0,158985.0
2012-07-01,17842.759,223209.0,223209.0
2012-08-01,11982.547,149898.0,149898.0
2012-09-01,5699.411,71299.0,71299.0
2012-10-01,2671.723,33422.0,33422.0
2012-11-01,3235.128,40470.0,40470.0
