measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2003-01-01,9526.37,123053.0,123053.0,,,,26802.07,346194.0,346194.0,6552.35,0.0,0.0
2003-02-01,1342.48,13189.0,13189.0,,,,28227.0,277352.0,277352.0,4904.32,0.0,0.0
2003-03-01,19.4,267.0,267.0,,,,16166.99,221435.0,221435.0,2690.78,0.0,0.0
2003-04-01,0.0,0.0,0.0,,,,38299.0,483458.0,483458.0,7491.0,0.0,0.0
2003-05-01,0.0,0.0,0.0,,,,39790.0,503568.0,503568.0,9230.0,0.0,0.0
2003-06-01,0.0,0.0,0.0,,,,34553.0,464942.0,464942.0,9322.0,0.0,0.0
2003-07-01,0.0,0.0,0.0,,,,31394.0,418465.0,418465.0,9321.0,0.0,0.0
2003-08-01,0.0,0.0,0.0,,,,36711.0,496486.0,496486.0,1015.0,0.0,0.0
2003-09-01,0.0,0.0,0.0,,,,28904.0,379174.0,379174.0,7755.0,0.0,0.0
2003-10-01,7.0,81.0,81.0,,,,30845.0,378334.0,378334.0,7718.0,0.0,0.0
2003-11-01,0.0,0.0,0.0,,,,40204.0,493356.0,493356.0,11066.0,0.0,0.0
2003-12-01,0.0,0.0,0.0,,,,43074.0,524779.0,524779.0,9951.0,0.0,0.0
2004-01-01,1903.30844,24266.27,24266.27,518.56821,0.0,0.0,13471.87556,157958.9,171759.97,7746.76279,90831.46,190747.89
2004-02-01,435.66232,5554.49,5554.49,105.78845,0.0,0.0,17464.86468,204777.03,222668.67,7649.64255,89692.72,178980.39
2004-03-01,166.35933,2121.0,2121.0,39.64429,0.0,0.0,17166.89367,201283.31,218869.7,7224.35071,84706.14,167638.99
2004-04-01,0.15012,1.91,1.91,0.04008,0.0,0.0,20281.56388,237803.08,258580.23,10479.68292,122875.18,241851.79
2004-05-01,14.930439999999999,190.36,190.36,4.1995000000000005,0.0,0.0,29932.33756,350959.24,381622.94,17155.7765,201152.95,396019.14
2004-06-01,6.01403,76.68,76.68,1.73341,0.0,0.0,27960.12597,327834.88,356478.2,16851.68659,197587.48,388944.42
2004-07-01,0.38212999999999997,4.87,4.87,0.10905999999999999,0.0,0.0,31857.73087,373534.64,406170.77,18807.25994,220516.74,434037.8
2004-08-01,23.24182,296.32,296.32,4.86935,0.0,0.0,37945.32918,444912.25,483784.74,12809.48865,150192.35,295730.66
2004-09-01,0.0,0.0,0.0,0.0,0.0,0.0,26516.144,310904.07,338068.12,16360.286,191825.76,377563.83
2004-10-01,14.59836,186.12,186.12,5.08767,0.0,0.0,16011.06664,187731.13,204133.39,15124.20233,177332.58,349154.84
2004-11-01,0.0,0.0,0.0,0.0,0.0,0.0,21810.741,255732.81,278076.49,12404.545,145444.36,286272.97
2004-12-01,193.52714,2467.38,2467.38,54.3034,0.0,0.0,26146.99086,306575.72,333361.57,14965.671600000001,175473.79,346632.06
2005-01-01,1060.20204,13741.72,13741.72,272.59551,0.0,0.0,11307.98196,146567.44,146567.44,2907.46949,0.0,0.0
2005-02-01,249.22998,3163.05,3163.05,66.99763999999999,0.0,0.0,10238.17902,129935.85,129935.85,2752.21236,0.0,0.0
2005-03-01,214.34068,2714.27,2714.27,57.87826,0.0,0.0,12244.43132,155055.65,155055.65,3306.35474,0.0,0.0
2005-04-01,214.49405,2715.84,2715.84,57.935739999999996,0.0,0.0,12555.25995,158970.09,158970.09,3391.22826,0.0,0.0
