measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2019-01-01,-38.898,0.0,0.0
2019-02-01,-37.619,0.0,0.0
2019-03-01,-34.379,0.0,0.0
2019-04-01,-26.551,0.0,0.0
2019-05-01,-39.031,0.0,0.0
2019-06-01,-42.839,0.0,0.0
2019-07-01,-44.538,0.0,0.0
2019-08-01,-44.082,0.0,0.0
2019-09-01,-40.622,0.0,0.0
2019-10-01,-42.582,0.0,0.0
2019-11-01,-42.992,0.0,0.0
2019-12-01,-42.867,0.0,0.0
2020-01-01,-23.928,0.0,0.0
2020-02-01,-23.745,0.0,0.0
2020-03-01,-24.164,0.0,0.0
2020-04-01,-23.704,0.0,0.0
2020-05-01,-25.324,0.0,0.0
2020-06-01,-23.877,0.0,0.0
2020-07-01,-24.009,0.0,0.0
2020-08-01,-25.983,0.0,0.0
2020-09-01,-23.151,0.0,0.0
2020-10-01,-25.299,0.0,0.0
2020-11-01,-24.186,0.0,0.0
2020-12-01,-25.63,0.0,0.0
2021-01-01,-27.147,0.0,0.0
2021-02-01,-23.784,0.0,0.0
2021-03-01,-26.131,0.0,0.0
2021-04-01,-25.049,0.0,0.0
2021-05-01,-28.318,0.0,0.0
2021-06-01,-27.594,0.0,0.0
2021-07-01,-28.107,0.0,0.0
2021-08-01,-27.507,0.0,0.0
2021-09-01,-27.094,0.0,0.0
2021-10-01,-25.007,0.0,0.0
2021-11-01,-22.703,0.0,0.0
2021-12-01,-25.559,0.0,0.0
2022-01-01,-49.106,0.0,0.0
2022-02-01,-43.395,0.0,0.0
2022-03-01,-50.363,0.0,0.0
2022-04-01,-51.417,0.0,0.0
2022-05-01,-58.277,0.0,0.0
2022-06-01,-55.705,0.0,0.0
2022-07-01,-56.705,0.0,0.0
2022-08-01,-56.66,0.0,0.0
2022-09-01,-54.24,0.0,0.0
2022-10-01,-53.18,0.0,0.0
2022-11-01,-53.258,0.0,0.0
2022-12-01,-55.694,0.0,0.0
2023-01-01,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0
2023-05-01,-81.0,0.0,0.0
2023-06-01,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0
2024-06-01,-21.0,0.0,0.0
2024-07-01,-72.0,0.0,0.0
2024-08-01,-84.0,0.0,0.0
2024-09-01,-83.0,0.0,0.0
2024-10-01,-7.0,0.0,0.0
2024-11-01,-7.0,0.0,0.0
2024-12-01,-7.0,0.0,0.0
