measured_on,"Wind - Wind Turbine, Onshore - Wind - Generation","Wind - Wind Turbine, Onshore - Wind - Quantity Consumed For Electricity","Wind - Wind Turbine, Onshore - Wind - Total Fuel Consumed"
2006-01-01,0.0,0.0,0.0
2006-02-01,0.0,0.0,0.0
2006-03-01,0.0,0.0,0.0
2006-04-01,0.0,0.0,0.0
2006-05-01,295.54200000000003,2931.0,2931.0
2006-06-01,198.292,1967.0,1967.0
2006-07-01,202.23600000000002,2006.0,2006.0
2006-08-01,175.02800000000002,1736.0,1736.0
2006-09-01,213.711,2120.0,2120.0
2006-10-01,303.341,3009.0,3009.0
2006-11-01,342.559,3398.0,3398.0
2006-12-01,368.291,3653.0,3653.0
2007-01-01,395.379,3908.0,3908.0
2007-02-01,277.92900000000003,2747.0,2747.0
2007-03-01,384.439,3800.0,3800.0
2007-04-01,343.75100000000003,3398.0,3398.0
2007-05-01,373.05100000000004,3687.0,3687.0
2007-06-01,233.156,2305.0,2305.0
2007-07-01,179.075,1770.0,1770.0
2007-08-01,140.067,1384.0,1384.0
2007-09-01,319.682,3160.0,3160.0
2007-10-01,329.341,3255.0,3255.0
2007-11-01,307.421,3039.0,3039.0
2007-12-01,255.709,2527.0,2527.0
2008-01-01,301.171,2968.0,2968.0
2008-02-01,244.43,2409.0,2409.0
2008-03-01,253.997,2503.0,2503.0
2008-04-01,333.005,3281.0,3281.0
2008-05-01,305.507,3010.0,3010.0
2008-06-01,193.126,1903.0,1903.0
2008-07-01,172.04500000000002,1695.0,1695.0
2008-08-01,189.447,1867.0,1867.0
2008-09-01,268.891,2650.0,2650.0
2008-10-01,305.13800000000003,3007.0,3007.0
2008-11-01,348.447,3434.0,3434.0
2008-12-01,451.79600000000005,4452.0,4452.0
2009-01-01,351.713,3433.0,3433.0
2009-02-01,355.02700000000004,3465.0,3465.0
2009-03-01,387.132,3778.0,3778.0
2009-04-01,389.428,3801.0,3801.0
2009-05-01,342.961,3347.0,3347.0
2009-06-01,208.217,2032.0,2032.0
2009-07-01,187.125,1826.0,1826.0
2009-08-01,222.304,2170.0,2170.0
2009-09-01,181.651,1773.0,1773.0
2009-10-01,291.117,2841.0,2841.0
2009-11-01,285.84200000000004,2790.0,2790.0
2009-12-01,319.483,3118.0,3118.0
2010-01-01,318.69800000000004,3109.0,3109.0
2010-02-01,198.625,1938.0,1938.0
2010-03-01,324.945,3170.0,3170.0
2010-04-01,349.111,3406.0,3406.0
2010-05-01,318.571,3108.0,3108.0
2010-06-01,212.817,2076.0,2076.0
2010-07-01,194.12,1894.0,1894.0
2010-08-01,237.99800000000002,2322.0,2322.0
2010-09-01,248.949,2429.0,2429.0
2010-10-01,312.779,3051.0,3051.0
2010-11-01,365.718,3568.0,3568.0
2010-12-01,331.66900000000004,3236.0,3236.0
2011-01-01,201.057,1953.0,1953.0
2011-02-01,296.541,2881.0,2881.0
2011-03-01,230.123,2236.0,2236.0
2011-04-01,271.7,2640.0,2640.0
2011-05-01,298.771,2903.0,2903.0
2011-06-01,203.449,1977.0,1977.0
2011-07-01,124.92,1214.0,1214.0
2011-08-01,114.329,1111.0,1111.0
2011-09-01,150.627,1463.0,1463.0
2011-10-01,306.122,2974.0,2974.0
2011-11-01,337.139,3276.0,3276.0
2011-12-01,306.222,2975.0,2975.0
