measured_on,Municiapl Landfill Gas Generation,Municiapl Landfill Gas Quantity Consumed For Electricity,Municiapl Landfill Gas Total Fuel Consumed
2014-01-01,1542.152,16421.0,16421.0
2014-02-01,1345.964,14333.0,14333.0
2014-03-01,1406.628,14979.0,14979.0
2014-04-01,1235.293,13155.0,13155.0
2014-05-01,1272.798,13554.0,13554.0
2014-06-01,1349.991,14376.0,14376.0
2014-07-01,1350.359,14380.0,14380.0
2014-08-01,1323.521,14094.0,14094.0
2014-09-01,1334.038,14206.0,14206.0
2014-10-01,1340.734,14277.0,14277.0
2014-11-01,1151.207,12259.0,12259.0
2014-12-01,1227.315,13070.0,13070.0
2015-01-01,1227.696,14367.0,14367.0
2015-02-01,1142.036,13365.0,13365.0
2015-03-01,1190.253,13929.0,13929.0
2015-04-01,1051.025,12300.0,12300.0
2015-05-01,1147.945,13434.0,13434.0
2015-06-01,1290.177,15098.0,15098.0
2015-07-01,1314.915,15388.0,15388.0
2015-08-01,1266.626,14823.0,14823.0
2015-09-01,1239.701,14508.0,14508.0
2015-10-01,1193.571,13968.0,13968.0
2015-11-01,1106.047,12944.0,12944.0
2015-12-01,1260.008,14745.0,14745.0
2016-01-01,1384.428,13448.0,13448.0
2016-02-01,1309.507,12719.0,12719.0
2016-03-01,1205.417,11709.0,11709.0
2016-04-01,1191.321,11571.0,11571.0
2016-05-01,1396.75,13567.0,13567.0
2016-06-01,1377.799,13383.0,13383.0
2016-07-01,1330.55,12924.0,12924.0
2016-08-01,1287.18,12502.0,12502.0
2016-09-01,1359.728,13207.0,13207.0
2016-10-01,1323.83,12859.0,12859.0
2016-11-01,1350.595,13119.0,13119.0
2016-12-01,1339.895,13014.0,13014.0
2017-01-01,1388.616,14433.0,14433.0
2017-02-01,1256.214,13057.0,13057.0
2017-03-01,1406.749,14622.0,14622.0
2017-04-01,1264.527,13143.0,13143.0
2017-05-01,1378.222,14325.0,14325.0
2017-06-01,1410.512,14660.0,14660.0
2017-07-01,1398.568,14537.0,14537.0
2017-08-01,1402.891,14581.0,14581.0
2017-09-01,1315.548,13674.0,13674.0
2017-10-01,1109.938,11537.0,11537.0
2017-11-01,1325.014,13772.0,13772.0
2017-12-01,1459.201,15167.0,15167.0
2018-01-01,1177.983,10702.0,10702.0
2018-02-01,1100.853,10001.0,10001.0
2018-03-01,1093.203,9931.0,9931.0
2018-04-01,1038.455,9434.0,9434.0
2018-05-01,1062.29,9651.0,9651.0
2018-06-01,1063.509,9662.0,9662.0
2018-07-01,1141.597,10371.0,10371.0
2018-08-01,1189.633,10808.0,10808.0
2018-09-01,1149.907,10447.0,10447.0
2018-10-01,1158.839,10528.0,10528.0
2018-11-01,1136.244,10323.0,10323.0
2018-12-01,1208.487,10979.0,10979.0
2019-01-01,247.448,2909.0,2909.0
2019-02-01,226.418,2662.0,2662.0
2019-03-01,250.86,2949.0,2949.0
2019-04-01,232.732,2736.0,2736.0
2019-05-01,216.53,2546.0,2546.0
2019-06-01,219.977,2586.0,2586.0
2019-07-01,242.732,2854.0,2854.0
2019-08-01,253.233,2977.0,2977.0
2019-09-01,233.138,2741.0,2741.0
2019-10-01,207.573,2440.0,2440.0
2019-11-01,225.754,2654.0,2654.0
2019-12-01,243.605,2864.0,2864.0
2020-01-01,1021.968,11213.0,11213.0
2020-02-01,919.278,10087.0,10087.0
2020-03-01,968.649,10629.0,10629.0
2020-04-01,906.567,9947.0,9947.0
2020-05-01,963.028,10567.0,10567.0
2020-06-01,887.601,9739.0,9739.0
2020-07-01,996.881,10938.0,10938.0
2020-08-01,951.777,10443.0,10443.0
2020-09-01,944.053,10358.0,10358.0
2020-10-01,908.564,9969.0,9969.0
2020-11-01,914.688,10037.0,10037.0
2020-12-01,816.946,8964.0,8964.0
2021-01-01,1217.329,12849.0,12849.0
2021-02-01,1130.659,11933.0,11933.0
2021-03-01,1262.694,13327.0,13327.0
2021-04-01,1047.715,11058.0,11058.0
2021-05-01,1134.065,11969.0,11969.0
2021-06-01,1165.228,12299.0,12299.0
2021-07-01,1132.357,11952.0,11952.0
2021-08-01,1125.101,11875.0,11875.0
2021-09-01,1141.817,12052.0,12052.0
2021-10-01,1118.584,11806.0,11806.0
2021-11-01,1102.089,11632.0,11632.0
2021-12-01,1104.362,11656.0,11656.0
2022-01-01,1326.931,14215.0,14215.0
2022-02-01,1175.116,12589.0,12589.0
2022-03-01,1267.924,13583.0,13583.0
2022-04-01,986.782,10571.0,10571.0
2022-05-01,1018.587,10912.0,10912.0
2022-06-01,1131.24,12119.0,12119.0
2022-07-01,1216.285,13030.0,13030.0
2022-08-01,1279.5,13707.0,13707.0
2022-09-01,1240.249,13287.0,13287.0
2022-10-01,1248.473,13374.0,13374.0
2022-11-01,1060.193,11358.0,11358.0
2022-12-01,1208.72,12949.0,12949.0
2023-01-01,1229.759,12801.0,12801.0
2023-02-01,1194.282,12432.0,12432.0
2023-03-01,1261.825,13135.0,13135.0
2023-04-01,1202.825,12521.0,12521.0
2023-05-01,1476.186,15366.0,15366.0
2023-06-01,1319.715,13737.0,13737.0
2023-07-01,1377.574,14340.0,14340.0
2023-08-01,1479.318,15399.0,15399.0
2023-09-01,1378.532,14350.0,14350.0
2023-10-01,1299.426,13526.0,13526.0
2023-11-01,1321.099,13752.0,13752.0
2023-12-01,1490.459,15515.0,15515.0
2024-01-01,1458.944,15005.0,15005.0
2024-02-01,1269.845,13061.0,13061.0
2024-03-01,1522.927,15664.0,15664.0
2024-04-01,1247.914,12835.0,12835.0
2024-05-01,1473.045,15150.0,15150.0
2024-06-01,1374.44,14136.0,14136.0
2024-07-01,1424.627,14653.0,14653.0
2024-08-01,1439.721,14808.0,14808.0
2024-09-01,1380.466,14198.0,14198.0
2024-10-01,1335.905,13740.0,13740.0
2024-11-01,1424.771,14654.0,14654.0
2024-12-01,1490.395,15329.0,15329.0
