measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2023-01-01,19.655,290.0,290.0
2023-02-01,18.538,274.0,274.0
2023-03-01,18.296,270.0,270.0
2023-04-01,17.669,260.0,260.0
2023-05-01,25.227,372.0,372.0
2023-06-01,29.141,430.0,430.0
2023-07-01,31.959,472.0,472.0
2023-08-01,35.176,518.0,518.0
2023-09-01,29.634,437.0,437.0
2023-10-01,21.874,323.0,323.0
2023-11-01,20.281,299.0,299.0
2023-12-01,21.55,318.0,318.0
2024-01-01,15.293,250.0,250.0
2024-02-01,10.559,172.0,172.0
2024-03-01,11.982,194.0,194.0
2024-04-01,11.258,182.0,182.0
2024-05-01,15.041,244.0,244.0
2024-06-01,16.969,276.0,276.0
2024-07-01,18.343,298.0,298.0
2024-08-01,20.726,336.0,336.0
2024-09-01,17.197,280.0,280.0
2024-10-01,14.896,241.0,241.0
2024-11-01,11.934,193.0,193.0
2024-12-01,12.802,208.0,208.0
