measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,3338.657,47521.0,101189.0
2003-02-01,2943.1730000000002,41892.0,89203.0
2003-03-01,2922.924,41604.0,88589.0
2003-04-01,2947.8520000000003,41959.0,89345.0
2003-05-01,3507.606,49926.0,106310.0
2003-06-01,3661.95,52123.0,110988.0
2003-07-01,3995.005,56864.0,121082.0
2003-08-01,4222.802000000001,60106.0,127986.0
2003-09-01,3466.8630000000003,49346.0,105075.0
2003-10-01,3142.75,44733.0,95252.0
2003-11-01,2975.7540000000004,42356.0,90190.0
2003-12-01,3077.664,43806.0,93279.0
2004-01-01,0.0,0.0,0.0
2004-02-01,0.0,0.0,0.0
2004-03-01,0.0,0.0,0.0
2004-04-01,0.0,0.0,0.0
2004-05-01,0.0,0.0,0.0
2004-06-01,0.0,0.0,0.0
2004-07-01,0.0,0.0,0.0
2004-08-01,0.0,0.0,0.0
2004-09-01,0.0,0.0,0.0
2004-10-01,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0
