measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2024-01-01,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0
2024-04-01,518.0,1767.0,1767.0
2024-05-01,709.0,2419.0,2419.0
2024-06-01,773.0,2637.0,2637.0
2024-07-01,620.0,2115.0,2115.0
2024-08-01,609.0,2078.0,2078.0
2024-09-01,440.0,1501.0,1501.0
2024-10-01,518.0,1767.0,1767.0
2024-11-01,394.0,1344.0,1344.0
2024-12-01,470.0,1604.0,1604.0
