measured_on,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed"
2007-12-01,,,,2333.476,18550.0,125646.0
2008-01-01,,,,2162.542,18755.0,122338.0
2008-02-01,,,,1987.38,17236.0,112411.0
2008-03-01,,,,1961.601,17012.0,110950.0
2008-04-01,,,,1905.433,16525.0,107782.0
2008-05-01,,,,1871.57,16231.0,105864.0
2008-06-01,,,,1802.71,15634.0,101957.0
2008-07-01,,,,2188.8340000000003,18983.0,123798.0
2008-08-01,,,,2151.466,18659.0,121686.0
2008-09-01,,,,1862.1490000000001,16150.0,105318.0
2008-10-01,,,,2058.545,17853.0,116442.0
2008-11-01,,,,1972.2450000000001,17104.0,111549.0
2008-12-01,,,,2118.525,18373.0,119821.0
2009-01-01,,,,2346.565,19735.0,134218.0
2009-02-01,,,,2048.493,17228.0,117181.0
2009-03-01,,,,1897.99,15962.0,108557.0
2009-04-01,,,,1579.71,13286.0,90358.0
2009-05-01,,,,1604.381,13493.0,91766.0
2009-06-01,,,,2080.503,17497.0,119011.0
2009-07-01,,,,2154.217,18117.0,123218.0
2009-08-01,,,,2162.578,18188.0,123693.0
2009-09-01,,,,2078.974,17485.0,118923.0
2009-10-01,,,,2007.567,16884.0,114840.0
2009-11-01,,,,1895.593,15942.0,108434.0
2009-12-01,,,,2394.429,20138.0,136963.0
2010-01-01,,,,2038.1750000000002,18265.0,125699.0
2010-02-01,,,,1752.7250000000001,15707.0,108117.0
2010-03-01,,,,1850.1270000000002,16580.0,114118.0
2010-04-01,,,,1564.357,14019.0,96501.0
2010-05-01,,,,1692.317,15166.0,104386.0
2010-06-01,,,,1832.288,16420.0,113027.0
2010-07-01,,,,2123.9480000000003,19034.0,131014.0
2010-08-01,,,,2085.3360000000002,18688.0,128638.0
2010-09-01,,,,1635.188,14654.0,100866.0
2010-10-01,,,,1717.738,15394.0,105952.0
2010-11-01,,,,1752.68,15707.0,108117.0
2010-12-01,,,,1858.121,16652.0,114611.0
2011-01-01,,,,2078.391,18736.0,136242.0
2011-02-01,,,,1680.64,15150.0,110176.0
2011-03-01,,,,1851.334,16689.0,121370.0
2011-04-01,,,,1858.518,16754.0,121845.0
2011-05-01,,,,1647.771,14854.0,108029.0
2011-06-01,,,,1963.414,17699.0,128709.0
2011-07-01,,,,2398.135,21618.0,157203.0
2011-08-01,,,,2389.258,21538.0,156622.0
2011-09-01,,,,1950.872,17586.0,127899.0
2011-10-01,,,,1733.846,15630.0,113661.0
2011-11-01,,,,1662.945,14991.0,109014.0
2011-12-01,,,,1848.876,16667.0,121211.0
2012-01-01,,,,1798.861,16262.0,114717.0
2012-02-01,,,,1730.281,15642.0,110352.0
2012-03-01,,,,1531.534,13845.0,97680.0
2012-04-01,,,,1233.042,11147.0,78637.0
2012-05-01,,,,1463.042,13226.0,93298.0
2012-06-01,,,,1737.897,15711.0,110827.0
2012-07-01,,,,2215.595,20029.0,141293.0
2012-08-01,,,,2087.652,18873.0,133144.0
2012-09-01,,,,1661.998,15025.0,105987.0
2012-10-01,,,,1536.488,13890.0,97997.0
2012-11-01,,,,1816.127,16418.0,115826.0
2012-12-01,,,,1885.483,17045.0,120243.0
2013-01-01,0.0,0.0,0.0,2481.946,16730.0,115238.0
2013-02-01,0.0,0.0,0.0,2100.971,14162.0,97563.0
2013-03-01,0.0,0.0,0.0,2124.462,14320.0,98648.0
2013-04-01,0.0,0.0,0.0,1874.881,12638.0,87063.0
2013-05-01,0.0,0.0,0.0,2002.157,13496.0,92978.0
2013-06-01,0.0,0.0,0.0,2396.922,16157.0,111300.0
2013-07-01,0.0,0.0,0.0,2771.955,18685.0,128713.0
2013-08-01,0.0,0.0,0.0,2862.046,19292.0,132895.0
2013-09-01,0.0,0.0,0.0,2138.078,14412.0,99278.0
2013-10-01,0.0,0.0,0.0,1764.508,11894.0,81935.0
2013-11-01,0.0,0.0,0.0,1720.842,11599.0,79905.0
2013-12-01,0.0,0.0,0.0,2507.232,16900.0,116428.0
2014-01-01,0.0,0.0,0.0,2156.773,18165.0,122640.0
2014-02-01,0.0,0.0,0.0,2195.275,18489.0,124863.0
2014-03-01,0.0,0.0,0.0,1944.851,16380.0,110618.0
2014-04-01,0.0,0.0,0.0,1304.33,10986.0,74183.0
2014-05-01,0.0,0.0,0.0,1420.039,11960.0,80763.0
2014-06-01,0.0,0.0,0.0,1995.897,16810.0,113523.0
2014-07-01,0.0,0.0,0.0,2301.784,19387.0,130918.0
2014-08-01,0.0,0.0,0.0,2531.537,21322.0,143973.0
2014-09-01,0.0,0.0,0.0,1801.677,15174.0,102463.0
2014-10-01,0.0,0.0,0.0,1874.561,15788.0,106610.0
2014-11-01,0.0,0.0,0.0,1748.91,14730.0,99470.0
2014-12-01,0.0,0.0,0.0,2418.366,20368.0,137550.0
2015-01-01,0.0,0.0,0.0,2548.085,20597.0,133945.0
2015-02-01,0.0,0.0,0.0,2695.566,21789.0,141715.0
2015-03-01,0.0,0.0,0.0,2467.005,19941.0,129693.0
2015-04-01,0.0,0.0,0.0,1882.638,15218.0,98980.0
2015-05-01,0.0,0.0,0.0,1991.166,16095.0,104685.0
2015-06-01,0.0,0.0,0.0,2445.338,19766.0,128555.0
2015-07-01,0.0,0.0,0.0,2826.668,22848.0,148610.0
2015-08-01,0.0,0.0,0.0,2700.207,21826.0,141960.0
2015-09-01,0.0,0.0,0.0,2224.826,17984.0,116970.0
2015-10-01,0.0,0.0,0.0,1727.884,13967.0,90843.0
2015-11-01,0.0,0.0,0.0,1218.488,9849.0,64068.0
2015-12-01,0.0,0.0,0.0,1743.129,14090.0,91648.0
2016-01-01,0.0,0.0,0.0,2450.471,16598.0,151690.0
2016-02-01,0.0,0.0,0.0,1888.788,12794.0,116935.0
2016-03-01,0.0,0.0,0.0,1390.664,9420.0,86100.0
2016-04-01,0.0,0.0,0.0,833.006,5642.0,51573.0
2016-05-01,0.0,0.0,0.0,1147.811,7775.0,71068.0
2016-06-01,0.0,0.0,0.0,2660.121,18018.0,164693.0
2016-07-01,0.0,0.0,0.0,3125.473,21170.0,193498.0
2016-08-01,0.0,0.0,0.0,2990.164,20254.0,185115.0
2016-09-01,0.0,0.0,0.0,2189.144,14828.0,135538.0
2016-10-01,0.0,0.0,0.0,2106.302,14267.0,130393.0
2016-11-01,0.0,0.0,0.0,1505.389,10197.0,93205.0
2016-12-01,0.0,0.0,0.0,2294.667,15543.0,142065.0
2017-01-01,0.0,0.0,0.0,3083.382,19137.0,159968.0
2017-02-01,0.0,0.0,0.0,1467.75,9110.0,76160.0
2017-03-01,0.0,0.0,0.0,1421.383,8822.0,73745.0
2017-04-01,0.0,0.0,0.0,1689.834,10488.0,87675.0
2017-05-01,0.0,0.0,0.0,2350.087,14586.0,121923.0
2017-06-01,0.0,0.0,0.0,2915.374,18094.0,151253.0
2017-07-01,0.0,0.0,0.0,3562.468,22111.0,184835.0
2017-08-01,0.0,0.0,0.0,3227.468,20031.0,167458.0
2017-09-01,0.0,0.0,0.0,1573.329,9765.0,81638.0
2017-10-01,0.0,0.0,0.0,1245.118,7728.0,64593.0
2017-11-01,0.0,0.0,0.0,2108.089,13084.0,109375.0
2017-12-01,0.0,0.0,0.0,1988.718,12343.0,103180.0
2018-01-01,0.0,0.0,0.0,2175.599,13878.0,106785.0
2018-02-01,0.0,0.0,0.0,1936.958,12355.0,95060.0
2018-03-01,0.0,0.0,0.0,1498.901,9561.0,73553.0
2018-04-01,0.0,0.0,0.0,1790.779,11423.0,87885.0
2018-05-01,0.0,0.0,0.0,2307.55,14719.0,113243.0
2018-06-01,0.0,0.0,0.0,2322.829,14817.0,113995.0
2018-07-01,0.0,0.0,0.0,2585.704,16494.0,126893.0
2018-08-01,0.0,0.0,0.0,2538.849,16195.0,124600.0
2018-09-01,0.0,0.0,0.0,2305.797,14708.0,113155.0
2018-10-01,0.0,0.0,0.0,2237.709,14274.0,109813.0
2018-11-01,0.0,0.0,0.0,2260.603,14420.0,110933.0
2018-12-01,0.0,0.0,0.0,2530.722,16143.0,124198.0
2019-01-01,0.0,0.0,0.0,2566.327,16215.0,130480.0
2019-02-01,0.0,0.0,0.0,2515.461,15893.0,127855.0
2019-03-01,0.0,0.0,0.0,2036.182,12865.0,103495.0
2019-04-01,0.0,0.0,0.0,1046.908,6615.0,53218.0
2019-05-01,0.0,0.0,0.0,1803.146,11393.0,91648.0
2019-06-01,0.0,0.0,0.0,2353.68,14871.0,119648.0
2019-07-01,0.0,0.0,0.0,2706.787,17102.0,137585.0
2019-08-01,0.0,0.0,0.0,2375.841,15011.0,120768.0
2019-09-01,0.0,0.0,0.0,2242.926,14171.0,114013.0
2019-10-01,0.0,0.0,0.0,1117.94,7063.0,56823.0
2019-11-01,0.0,0.0,0.0,2104.368,13296.0,106960.0
2019-12-01,0.0,0.0,0.0,1885.434,11913.0,95830.0
2020-01-01,0.0,0.0,0.0,2930.781,16476.0,136605.0
2020-02-01,0.0,0.0,0.0,2368.335,13314.0,110390.0
2020-03-01,0.0,0.0,0.0,1134.594,6378.0,52885.0
2020-04-01,0.0,0.0,0.0,1083.41,6091.0,50505.0
2020-05-01,0.0,0.0,0.0,1330.116,7478.0,62003.0
2020-06-01,0.0,0.0,0.0,2225.644,12512.0,103740.0
2020-07-01,0.0,0.0,0.0,4019.876,22599.0,187373.0
2020-08-01,0.0,0.0,0.0,3763.114,21155.0,175420.0
2020-09-01,0.0,0.0,0.0,2712.483,15249.0,126438.0
2020-10-01,0.0,0.0,0.0,1929.565,10848.0,89950.0
2020-11-01,0.0,0.0,0.0,1435.959,8073.0,66938.0
2020-12-01,0.0,0.0,0.0,2642.123,14853.0,123165.0
2021-01-01,0.0,0.0,0.0,2058.783,13718.0,121503.0
2021-02-01,0.0,0.0,0.0,1831.423,12203.0,108098.0
2021-03-01,0.0,0.0,0.0,1255.282,8364.0,74095.0
2021-04-01,0.0,0.0,0.0,1175.863,7835.0,69405.0
2021-05-01,0.0,0.0,0.0,1404.875,9361.0,82915.0
2021-06-01,0.0,0.0,0.0,2207.737,14711.0,130305.0
2021-07-01,0.0,0.0,0.0,2640.85,17596.0,155873.0
2021-08-01,0.0,0.0,0.0,2460.163,16393.0,145215.0
2021-09-01,0.0,0.0,0.0,2193.654,14617.0,129483.0
2021-10-01,0.0,0.0,0.0,1764.957,11760.0,104178.0
2021-11-01,0.0,0.0,0.0,1169.157,7790.0,69003.0
2021-12-01,0.0,0.0,0.0,1149.256,7658.0,67830.0
2022-01-01,0.0,0.0,0.0,1658.362,10820.0,90230.0
2022-02-01,0.0,0.0,0.0,1330.832,8683.0,72450.0
2022-03-01,0.0,0.0,0.0,1308.084,8535.0,71208.0
2022-04-01,0.0,0.0,0.0,1176.768,7678.0,64068.0
2022-05-01,0.0,0.0,0.0,1515.126,9886.0,82478.0
2022-06-01,0.0,0.0,0.0,2252.476,14697.0,122623.0
2022-07-01,0.0,0.0,0.0,2689.697,17550.0,146423.0
2022-08-01,0.0,0.0,0.0,3028.144,19758.0,164850.0
2022-09-01,0.0,0.0,0.0,2728.74,17804.0,148540.0
2022-10-01,0.0,0.0,0.0,1734.535,11317.0,94430.0
2022-11-01,0.0,0.0,0.0,1650.703,10770.0,89863.0
2022-12-01,0.0,0.0,0.0,2458.533,16041.0,133840.0
2023-01-01,0.0,0.0,0.0,520.15,4086.0,33670.0
2023-02-01,0.0,0.0,0.0,360.384,2831.0,23345.0
2023-03-01,0.0,0.0,0.0,504.006,3959.0,32655.0
2023-04-01,0.0,0.0,0.0,200.999,1579.0,13020.0
2023-05-01,0.0,0.0,0.0,463.176,3639.0,30013.0
2023-06-01,0.0,0.0,0.0,711.539,5590.0,46095.0
2023-07-01,0.0,0.0,0.0,886.235,6962.0,57418.0
2023-08-01,0.0,0.0,0.0,805.77,6330.0,52203.0
2023-09-01,0.0,0.0,0.0,606.432,4764.0,39288.0
2023-10-01,0.0,0.0,0.0,317.809,2497.0,20580.0
2023-11-01,0.0,0.0,0.0,332.34,2611.0,21525.0
2023-12-01,0.0,0.0,0.0,399.16,3136.0,25865.0
2024-01-01,163.447,2415.0,9271.0,0.0,0.0,0.0
2024-02-01,148.72,2198.0,8437.0,0.0,0.0,0.0
2024-03-01,92.951,1374.0,5273.0,0.0,0.0,0.0
2024-04-01,59.071,873.0,3351.0,0.0,0.0,0.0
2024-05-01,175.904,2599.0,9979.0,0.0,0.0,0.0
2024-06-01,178.231,2634.0,10111.0,0.0,0.0,0.0
2024-07-01,252.007,3724.0,14296.0,0.0,0.0,0.0
2024-08-01,255.253,3772.0,14480.0,0.0,0.0,0.0
2024-09-01,178.152,2633.0,10106.0,0.0,0.0,0.0
2024-10-01,100.252,1481.0,5687.0,0.0,0.0,0.0
2024-11-01,115.644,1709.0,6560.0,0.0,0.0,0.0
2024-12-01,152.368,2252.0,8643.0,0.0,0.0,0.0
