measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,177.071,1700.0,1700.0,50.072,474.0,474.0
2003-02-01,165.767,1591.0,1591.0,46.875,444.0,444.0
2003-03-01,160.145,1537.0,1537.0,45.286,429.0,429.0
2003-04-01,153.338,1472.0,1472.0,43.361000000000004,411.0,411.0
2003-05-01,155.571,1493.0,1493.0,43.992000000000004,417.0,417.0
2003-06-01,162.341,1558.0,1558.0,45.907000000000004,435.0,435.0
2003-07-01,187.209,1797.0,1797.0,52.939,501.0,501.0
2003-08-01,189.80700000000002,1822.0,1822.0,53.673,508.0,508.0
2003-09-01,164.472,1579.0,1579.0,46.509,440.0,440.0
2003-10-01,170.54,1637.0,1637.0,48.225,457.0,457.0
2003-11-01,175.03900000000002,1680.0,1680.0,49.497,469.0,469.0
2003-12-01,182.699,1754.0,1754.0,51.663000000000004,489.0,489.0
2004-01-01,58.703,563.0,563.0,5.212000000000001,50.0,50.0
2004-02-01,17.024,163.0,163.0,3.43,33.0,33.0
2004-03-01,13.54,130.0,130.0,3.016,29.0,29.0
2004-04-01,31.97,307.0,307.0,6.322,60.0,60.0
2004-05-01,60.792,583.0,583.0,3.607,34.0,34.0
2004-06-01,30.153000000000002,289.0,289.0,4.444,42.0,42.0
2004-07-01,166.713,1599.0,1599.0,3.991,38.0,38.0
2004-08-01,20.045,192.0,192.0,1.255,12.0,12.0
2004-09-01,64.333,617.0,617.0,3.5220000000000002,34.0,34.0
2004-10-01,12.211,117.0,117.0,6.218,59.0,59.0
2004-11-01,16.17,155.0,155.0,7.551,72.0,72.0
2004-12-01,76.346,732.0,732.0,4.432,42.0,42.0
2005-01-01,112.566,1376.15,1376.15,0.0,0.0,0.0
2005-02-01,38.674,472.8,472.8,0.0,0.0,0.0
2005-03-01,42.865,524.04,524.04,0.0,0.0,0.0
2005-04-01,51.922000000000004,634.77,634.77,0.0,0.0,0.0
2005-05-01,48.222,589.53,589.53,0.0,0.0,0.0
2005-06-01,62.588,765.16,765.16,0.0,0.0,0.0
2005-07-01,63.707,778.83,778.83,0.0,0.0,0.0
2005-08-01,74.84,914.95,914.95,0.0,0.0,0.0
2005-09-01,48.991,598.93,598.93,0.0,0.0,0.0
2005-10-01,54.405,665.12,665.12,0.0,0.0,0.0
2005-11-01,43.737,534.7,534.7,0.0,0.0,0.0
2005-12-01,92.48100000000001,1130.61,1130.61,0.0,0.0,0.0
2006-01-01,68.634,604.0,604.0,9.963000000000001,86.0,86.0
2006-02-01,35.914,316.0,316.0,11.262,98.0,98.0
2006-03-01,30.168000000000003,265.0,265.0,14.841000000000001,129.0,129.0
2006-04-01,57.788000000000004,508.0,508.0,12.282,106.0,106.0
2006-05-01,54.018,475.0,475.0,16.178,140.0,140.0
2006-06-01,49.098,432.0,432.0,20.839000000000002,180.0,180.0
2006-07-01,71.12,626.0,626.0,37.291000000000004,323.0,323.0
2006-08-01,68.986,607.0,607.0,33.136,287.0,287.0
2006-09-01,31.693,279.0,279.0,19.491,169.0,169.0
2006-10-01,33.478,294.0,294.0,21.113,183.0,183.0
2006-11-01,39.422000000000004,347.0,347.0,14.194,123.0,123.0
2006-12-01,43.68,384.0,384.0,14.409,125.0,125.0
2007-01-01,80.364,761.0,761.0,0.0,0.0,0.0
2007-02-01,172.405,1626.0,1626.0,0.0,0.0,0.0
2007-03-01,28.079,263.0,263.0,0.0,0.0,0.0
2007-04-01,19.916,187.0,187.0,0.0,0.0,0.0
2007-05-01,24.565,234.0,234.0,0.0,0.0,0.0
2007-06-01,26.21,246.0,246.0,0.0,0.0,0.0
2007-07-01,20.754,193.0,193.0,0.0,0.0,0.0
2007-08-01,1.8390000000000002,18.0,18.0,0.0,0.0,0.0
2007-09-01,6.671,64.0,64.0,0.0,0.0,0.0
2007-10-01,5.855,53.0,53.0,0.0,0.0,0.0
2007-11-01,22.753,216.0,216.0,0.0,0.0,0.0
2007-12-01,36.588,345.0,345.0,0.0,0.0,0.0
2008-01-01,3.233,35.0,35.0,0.0,0.0,0.0
2008-02-01,4.133,46.0,46.0,0.0,0.0,0.0
2008-03-01,1.6340000000000001,17.0,17.0,0.0,0.0,0.0
2008-04-01,1.83,17.0,17.0,0.0,0.0,0.0
2008-05-01,0.756,6.0,6.0,0.0,0.0,0.0
2008-06-01,0.749,6.0,6.0,0.0,0.0,0.0
2008-07-01,0.35500000000000004,6.0,6.0,0.0,0.0,0.0
2008-08-01,0.433,6.0,6.0,0.0,0.0,0.0
2008-09-01,0.63,6.0,6.0,0.0,0.0,0.0
2008-10-01,0.48700000000000004,6.0,6.0,0.0,0.0,0.0
2008-11-01,1.6280000000000001,17.0,17.0,0.0,0.0,0.0
2008-12-01,4.132000000000001,46.0,46.0,0.0,0.0,0.0
2009-01-01,60.909000000000006,632.0,632.0,0.0,0.0,0.0
2009-02-01,10.413,105.0,105.0,0.0,0.0,0.0
2009-03-01,6.154,64.0,64.0,0.0,0.0,0.0
2009-04-01,8.747,88.0,88.0,0.0,0.0,0.0
2009-05-01,6.123,64.0,64.0,0.0,0.0,0.0
2009-06-01,5.97,64.0,64.0,0.0,0.0,0.0
2009-07-01,4.644,47.0,47.0,0.0,0.0,0.0
2009-08-01,5.854,59.0,59.0,0.0,0.0,0.0
2009-09-01,4.672000000000001,47.0,47.0,0.0,0.0,0.0
2009-10-01,6.8660000000000005,70.0,70.0,0.0,0.0,0.0
2009-11-01,3.378,35.0,35.0,0.0,0.0,0.0
2009-12-01,9.27,94.0,94.0,0.0,0.0,0.0
2010-01-01,8.169,105.0,105.0,0.0,0.0,0.0
2010-02-01,5.183,59.0,59.0,0.0,0.0,0.0
2010-03-01,1.372,18.0,18.0,0.0,0.0,0.0
2010-04-01,3.644,41.0,41.0,0.0,0.0,0.0
2010-05-01,5.4190000000000005,64.0,64.0,0.0,0.0,0.0
2010-06-01,3.024,35.0,35.0,0.0,0.0,0.0
