measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed"
2024-01-01,-24.0,0.0,0.0
2024-02-01,-13.0,0.0,0.0
2024-03-01,-37.0,0.0,0.0
2024-04-01,-33.0,0.0,0.0
2024-05-01,-31.0,0.0,0.0
2024-06-01,-44.0,0.0,0.0
2024-07-01,-25.0,0.0,0.0
2024-08-01,-36.0,0.0,0.0
2024-09-01,-21.0,0.0,0.0
2024-10-01,-19.0,0.0,0.0
2024-11-01,-23.0,0.0,0.0
2024-12-01,-20.0,0.0,0.0
