measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2001-01-01,557.0,7647.0,7647.0,0.0,0.0,0.0,,,
2001-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2001-03-01,5.0,64.0,64.0,0.0,0.0,0.0,,,
2001-04-01,298.0,4238.0,4238.0,0.0,0.0,0.0,,,
2001-05-01,503.0,6754.0,6754.0,0.0,0.0,0.0,,,
2001-06-01,88.0,1173.0,1173.0,1115.0,14640.0,14640.0,,,
2001-07-01,9.0,117.0,117.0,1553.0,20614.0,20614.0,,,
2001-08-01,0.0,0.0,0.0,3128.0,38132.0,38132.0,,,
2001-09-01,469.0,6170.0,6170.0,1464.0,18506.0,18506.0,,,
2001-10-01,53.0,736.0,736.0,289.0,3950.0,3950.0,,,
2001-11-01,387.0,4909.0,4909.0,1906.0,24319.0,24319.0,,,
2001-12-01,789.0,7093.0,7093.0,178.0,1599.0,1599.0,,,
2002-01-01,1032.0,13087.0,13087.0,0.0,0.0,0.0,,,
2002-02-01,321.0,4412.0,4412.0,0.0,0.0,0.0,,,
2002-03-01,19.0,234.0,234.0,0.0,0.0,0.0,,,
2002-04-01,224.0,2610.0,2610.0,0.0,0.0,0.0,,,
2002-05-01,55.0,818.0,818.0,154.0,2302.0,2302.0,,,
2002-06-01,317.0,4170.0,4170.0,860.0,11341.0,11341.0,,,
2002-07-01,435.0,5701.0,5701.0,2169.0,30911.0,30911.0,,,
2002-08-01,440.0,6606.0,6606.0,94.0,1092.0,1092.0,,,
2002-09-01,471.0,6002.0,6002.0,529.0,6643.0,6643.0,,,
2002-10-01,430.0,6869.0,6869.0,89.0,1434.0,1434.0,,,
2002-11-01,1045.0,13137.0,13137.0,0.0,0.0,0.0,,,
2002-12-01,874.0,11844.0,11844.0,0.0,0.0,0.0,,,
2003-01-01,962.0,11947.0,11947.0,0.0,0.0,0.0,,,
