measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2019-01-01,84.589,788.0,788.0,780.333,7299.0,7299.0
2019-02-01,19.779,187.0,187.0,774.148,7240.0,7240.0
2019-03-01,2.749,23.0,23.0,737.119,6894.0,6894.0
2019-04-01,1.216,12.0,12.0,855.622,8002.0,8002.0
2019-05-01,2.858,29.0,29.0,754.289,7054.0,7054.0
2019-06-01,5.012,47.0,47.0,930.228,8700.0,8700.0
2019-07-01,2.22,23.0,23.0,1245.32,11647.0,11647.0
2019-08-01,4.343,41.0,41.0,1166.738,10912.0,10912.0
2019-09-01,3.666,35.0,35.0,927.566,8675.0,8675.0
2019-10-01,5.545,53.0,53.0,904.558,8460.0,8460.0
2019-11-01,5.188,47.0,47.0,880.045,8230.0,8230.0
2019-12-01,12.647,117.0,117.0,870.222,8139.0,8139.0
2020-01-01,4.193,41.0,41.0,396.912,3618.0,3618.0
2020-02-01,3.218,29.0,29.0,348.008,3173.0,3173.0
2020-03-01,4.472,41.0,41.0,353.158,3220.0,3220.0
2020-04-01,3.273,29.0,29.0,321.017,2927.0,2927.0
2020-05-01,4.129,35.0,35.0,271.225,2474.0,2474.0
2020-06-01,3.05,29.0,29.0,450.767,4110.0,4110.0
2020-07-01,4.279,41.0,41.0,687.378,6268.0,6268.0
2020-08-01,3.792,35.0,35.0,602.079,5490.0,5490.0
2020-09-01,3.51,29.0,29.0,380.769,3472.0,3472.0
2020-10-01,2.76,24.0,24.0,419.978,3829.0,3829.0
2020-11-01,3.314,29.0,29.0,368.912,3364.0,3364.0
2020-12-01,3.862,35.0,35.0,267.945,2443.0,2443.0
2021-01-01,0.681,6.0,6.0,328.302,2957.0,2957.0
2021-02-01,1.587,12.0,12.0,377.59,3400.0,3400.0
2021-03-01,0.657,6.0,6.0,338.028,3044.0,3044.0
2021-04-01,1.549,12.0,12.0,400.382,3605.0,3605.0
2021-05-01,0.361,4.0,6.0,419.984,3781.0,3781.0
2021-06-01,0.529,6.0,6.0,603.932,5438.0,5438.0
2021-07-01,0.627,6.0,6.0,736.59,6632.0,6632.0
2021-08-01,0.463,5.0,6.0,772.417,6954.0,6954.0
2021-09-01,0.485,6.0,6.0,551.778,4968.0,4968.0
2021-10-01,0.272,0.0,0.0,654.867,5897.0,5897.0
2021-11-01,0.542,6.0,6.0,535.308,4820.0,4820.0
2021-12-01,1.39,12.0,12.0,403.679,3634.0,3634.0
2022-01-01,2.553,29.0,29.0,162.267,1297.0,1297.0
2022-02-01,0.368,0.0,0.0,212.035,1694.0,1694.0
2022-03-01,0.083,0.0,0.0,217.144,1735.0,1735.0
2022-04-01,0.093,0.0,0.0,241.456,1929.0,1929.0
2022-05-01,0.065,0.0,0.0,268.379,2144.0,2144.0
2022-06-01,0.071,0.0,0.0,350.505,2800.0,2800.0
2022-07-01,0.041,0.0,0.0,502.001,4011.0,4011.0
2022-08-01,0.046,0.0,0.0,486.57,3887.0,3887.0
2022-09-01,0.039,0.0,0.0,334.347,2671.0,2671.0
2022-10-01,0.148,0.0,0.0,279.696,2235.0,2235.0
2022-11-01,0.107,0.0,0.0,261.886,2092.0,2092.0
2022-12-01,2.274,18.0,18.0,227.826,1820.0,1820.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0
