measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,18324.0,215308.0,215308.0
2003-02-01,6668.0,92029.0,92029.0
2003-03-01,13078.0,149953.0,149953.0
2003-04-01,34428.0,406029.0,406029.0
2003-05-01,38665.0,485344.0,485344.0
2003-06-01,22488.0,268436.0,268436.0
2003-07-01,52771.0,634445.0,634445.0
2003-08-01,57334.0,718893.0,718893.0
2003-09-01,12173.0,199572.0,199572.0
2003-10-01,9325.0,115153.0,115153.0
2003-11-01,10489.0,152511.0,152511.0
2003-12-01,20860.0,351457.0,351457.0
2004-01-01,50095.0,614406.0,614406.0
2004-02-01,16691.0,184556.0,184556.0
2004-03-01,10698.0,124746.0,124746.0
2004-04-01,4493.0,56266.0,56266.0
2004-05-01,26280.0,402166.0,402166.0
2004-06-01,5837.0,69328.0,69328.0
2004-07-01,10593.0,136486.0,136486.0
2004-08-01,9124.0,109985.0,109985.0
2004-09-01,12194.0,155214.0,155214.0
2004-10-01,26075.0,312818.0,312818.0
2004-11-01,2481.0,32387.0,32387.0
2004-12-01,11357.0,152874.0,152874.0
2005-01-01,32572.0,383853.84,383853.84
2005-02-01,2776.0,26711.8,26711.8
2005-03-01,6162.0,77923.25,77923.25
2005-04-01,3023.0,38035.94,38035.94
2005-05-01,3803.0,47768.8,47768.8
2005-06-01,17327.0,218074.92,218074.92
2005-07-01,20270.0,261962.46,261962.46
2005-08-01,34358.0,430227.11,430227.11
2005-09-01,14770.0,184866.98,184866.98
2005-10-01,10835.0,136954.06,136954.06
2005-11-01,1045.0,14574.53,14574.53
2005-12-01,9287.0,116804.03,116804.03
2006-01-01,4.0,1459.0,1459.0
2006-02-01,2095.0,27752.0,27752.0
2006-03-01,785.0,16462.0,16462.0
2006-04-01,425.0,3336.0,3336.0
2006-05-01,1058.0,14571.0,14571.0
2006-06-01,7335.0,94728.0,94728.0
2006-07-01,14578.0,187851.0,187851.0
2006-08-01,20987.0,267691.0,267691.0
2006-09-01,533.0,8502.0,8502.0
2006-10-01,3552.0,44898.0,44898.0
2006-11-01,3143.0,42573.0,42573.0
2006-12-01,1174.0,14692.0,14692.0
2007-01-01,1802.0,23188.0,23188.0
2007-02-01,15890.0,192873.0,192873.0
2007-03-01,6715.0,83659.0,83659.0
2007-04-01,0.0,0.0,0.0
2007-05-01,3920.0,53663.0,53663.0
2007-06-01,11331.0,144972.0,144972.0
2007-07-01,18026.0,230265.0,230265.0
2007-08-01,25227.0,317921.0,317921.0
2007-09-01,7861.0,99468.0,99468.0
2007-10-01,6523.0,85576.0,85576.0
2007-11-01,597.0,5585.0,5585.0
2007-12-01,2015.0,28526.0,28526.0
2008-01-01,480.0,8121.0,8121.0
2008-02-01,2067.0,25194.0,25194.0
2008-03-01,626.0,9699.0,9699.0
2008-04-01,100.0,2723.0,2723.0
2008-05-01,3488.0,46985.0,46985.0
2008-06-01,18470.0,235614.0,235614.0
2008-07-01,44179.0,566119.0,566119.0
2008-08-01,12870.0,156379.0,156379.0
2008-09-01,7368.0,93800.0,93800.0
2008-10-01,49.0,8325.0,8325.0
2008-11-01,1073.0,9957.0,9957.0
2008-12-01,2397.0,32268.0,32268.0
2009-01-01,4019.0,47665.0,47665.0
2009-02-01,730.0,11680.0,11680.0
2009-03-01,1342.0,17299.0,17299.0
2009-04-01,333.0,3705.0,3705.0
2009-05-01,536.0,7954.0,7954.0
2009-06-01,3446.0,42412.0,42412.0
2009-07-01,12656.0,159618.0,159618.0
2009-08-01,19096.0,245668.0,245668.0
2009-09-01,627.0,9411.0,9411.0
2009-10-01,132.0,1122.0,1122.0
2009-11-01,-1.0,0.0,0.0
2009-12-01,1681.0,23283.0,23283.0
2010-01-01,1834.0,24885.0,24885.0
2010-02-01,465.0,8311.0,8311.0
2010-03-01,-200.0,0.0,0.0
2010-04-01,-200.0,0.0,0.0
2010-05-01,1448.0,17776.0,17776.0
2010-06-01,12530.0,161352.0,161352.0
2010-07-01,30974.0,399911.0,399911.0
2010-08-01,14424.0,184303.0,184303.0
2010-09-01,3988.0,54927.0,54927.0
2010-10-01,-13.0,0.0,0.0
2010-11-01,-25.0,0.0,0.0
2010-12-01,-35.0,0.0,0.0
2011-01-01,1854.0,24822.0,24822.0
2011-02-01,-15.0,0.0,0.0
2011-03-01,0.0,0.0,0.0
2011-04-01,431.0,6500.0,6500.0
2011-05-01,216.0,3226.0,3226.0
2011-06-01,7383.0,92788.0,92788.0
2011-07-01,19066.0,243971.0,243971.0
2011-08-01,3643.0,49614.0,49614.0
2011-09-01,320.0,4632.0,4632.0
2011-10-01,1157.0,15304.0,15304.0
2011-11-01,550.0,7086.0,7086.0
2011-12-01,374.0,5661.0,5661.0
2012-01-01,-33.0,0.0,0.0
2012-02-01,-29.0,0.0,0.0
2012-03-01,-25.0,0.0,0.0
2012-04-01,-31.0,370.0,370.0
2012-05-01,1696.0,24863.0,24863.0
2012-06-01,8242.0,118362.0,118362.0
2012-07-01,15744.0,189226.0,189226.0
2012-08-01,14896.0,192323.0,192323.0
