measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2016-01-01,-314.291,0.0,0.0
2016-02-01,-319.013,0.0,0.0
2016-03-01,-331.27,0.0,0.0
2016-04-01,-345.382,0.0,0.0
2016-05-01,-365.029,0.0,0.0
2016-06-01,-343.445,0.0,0.0
2016-07-01,-341.187,0.0,0.0
2016-08-01,-350.821,0.0,0.0
2016-09-01,-319.341,0.0,0.0
2016-10-01,-310.451,0.0,0.0
2016-11-01,-326.347,0.0,0.0
2016-12-01,-297.423,0.0,0.0
2017-01-01,-582.0,0.0,0.0
2017-02-01,-576.0,0.0,0.0
2017-03-01,-632.0,0.0,0.0
2017-04-01,-604.0,0.0,0.0
2017-05-01,-549.0,0.0,0.0
2017-06-01,-506.0,0.0,0.0
2017-07-01,-315.0,0.0,0.0
2017-08-01,-314.0,0.0,0.0
2017-09-01,-423.0,0.0,0.0
2017-10-01,-403.0,0.0,0.0
2017-11-01,-398.0,0.0,0.0
2017-12-01,-393.0,0.0,0.0
2018-01-01,-365.0,0.0,0.0
2018-02-01,-267.0,0.0,0.0
2018-03-01,-341.0,0.0,0.0
2018-04-01,-328.0,0.0,0.0
2018-05-01,-386.0,0.0,0.0
2018-06-01,-342.0,0.0,0.0
2018-07-01,-389.0,0.0,0.0
2018-08-01,-338.0,0.0,0.0
2018-09-01,-375.0,0.0,0.0
2018-10-01,-324.0,0.0,0.0
2018-11-01,-337.0,0.0,0.0
2018-12-01,-350.0,0.0,0.0
2019-01-01,-322.0,0.0,0.0
2019-02-01,-292.0,0.0,0.0
2019-03-01,-268.0,0.0,0.0
2019-04-01,-306.0,0.0,0.0
2019-05-01,-299.0,0.0,0.0
2019-06-01,-269.0,0.0,0.0
2019-07-01,-225.0,0.0,0.0
2019-08-01,-246.0,0.0,0.0
2019-09-01,-271.0,0.0,0.0
2019-10-01,251.0,0.0,0.0
2019-11-01,230.0,0.0,0.0
2019-12-01,-235.0,0.0,0.0
2020-01-01,-203.0,0.0,0.0
2020-02-01,-118.0,0.0,0.0
2020-03-01,-66.0,0.0,0.0
2020-04-01,-136.0,0.0,0.0
2020-05-01,-153.0,0.0,0.0
2020-06-01,-167.0,0.0,0.0
2020-07-01,-169.0,0.0,0.0
2020-08-01,-148.0,0.0,0.0
2020-09-01,-129.0,0.0,0.0
2020-10-01,-108.0,0.0,0.0
2020-11-01,-92.0,0.0,0.0
2020-12-01,-91.0,0.0,0.0
2021-01-01,-91.0,0.0,0.0
2021-02-01,-95.0,0.0,0.0
2021-03-01,-63.0,0.0,0.0
2021-04-01,-70.0,0.0,0.0
2021-05-01,-68.0,0.0,0.0
2021-06-01,-115.0,0.0,0.0
2021-07-01,-106.0,0.0,0.0
2021-08-01,-100.0,0.0,0.0
2021-09-01,-96.0,0.0,0.0
2021-10-01,-65.0,0.0,0.0
2021-11-01,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0
