measured_on,Municiapl Landfill Gas Generation,Municiapl Landfill Gas Quantity Consumed For Electricity,Municiapl Landfill Gas Total Fuel Consumed
2014-06-01,2003.285,20898.0,20898.0
2014-07-01,3636.804,37940.0,37940.0
2014-08-01,2807.324,29287.0,29287.0
2014-09-01,3071.724,32045.0,32045.0
2014-10-01,1010.054,10537.0,10537.0
2014-11-01,187.888,1960.0,1960.0
2014-12-01,159.921,1668.0,1668.0
2015-01-01,131.816,1380.0,1380.0
2015-02-01,621.116,6500.0,6500.0
2015-03-01,871.432,9120.0,9120.0
2015-04-01,685.014,7168.0,7168.0
2015-05-01,837.524,8764.0,8764.0
2015-06-01,505.715,5292.0,5292.0
2015-07-01,1574.24,16474.0,16474.0
2015-08-01,940.988,9847.0,9847.0
2015-09-01,833.291,8720.0,8720.0
2015-10-01,939.617,9833.0,9833.0
2015-11-01,1938.507,20286.0,20286.0
2015-12-01,2121.74,22203.0,22203.0
2016-01-01,1012.46,10411.0,10411.0
2016-02-01,886.756,9118.0,9118.0
2016-03-01,769.514,7913.0,7913.0
2016-04-01,1437.097,14778.0,14778.0
2016-05-01,1190.512,12242.0,12242.0
2016-06-01,1120.2,11519.0,11519.0
2016-07-01,670.217,6892.0,6892.0
2016-08-01,795.912,8185.0,8185.0
2016-09-01,746.615,7677.0,7677.0
2016-10-01,99.527,1024.0,1024.0
2016-11-01,1898.419,19521.0,19521.0
2016-12-01,1530.771,15741.0,15741.0
2017-01-01,1151.624,11848.0,11848.0
2017-02-01,1098.879,11305.0,11305.0
2017-03-01,1124.05,11564.0,11564.0
2017-04-01,1018.069,10473.0,10473.0
2017-05-01,1033.045,10627.0,10627.0
2017-06-01,980.408,10086.0,10086.0
2017-07-01,1014.483,10436.0,10436.0
2017-08-01,963.143,9908.0,9908.0
2017-09-01,895.125,9208.0,9208.0
2017-10-01,1058.503,10889.0,10889.0
2017-11-01,1092.614,11240.0,11240.0
2017-12-01,1128.057,11605.0,11605.0
2018-01-01,951.313,10528.0,10528.0
2018-02-01,902.226,9986.0,9986.0
2018-03-01,960.211,10627.0,10627.0
2018-04-01,924.63,10233.0,10233.0
2018-05-01,836.322,9256.0,9256.0
2018-06-01,904.71,10013.0,10013.0
2018-07-01,909.121,10061.0,10061.0
2018-08-01,904.309,10009.0,10009.0
2018-09-01,743.092,8224.0,8224.0
2018-10-01,922.206,10207.0,10207.0
2018-11-01,933.104,10327.0,10327.0
2018-12-01,958.756,10611.0,10611.0
2019-01-01,876.879,9557.0,9557.0
2019-02-01,772.58,8420.0,8420.0
2019-03-01,834.49,9095.0,9095.0
2019-04-01,785.207,8558.0,8558.0
2019-05-01,841.519,9171.0,9171.0
2019-06-01,813.734,8869.0,8869.0
2019-07-01,826.16,9004.0,9004.0
2019-08-01,799.586,8714.0,8714.0
2019-09-01,782.899,8533.0,8533.0
2019-10-01,823.669,8977.0,8977.0
2019-11-01,781.474,8517.0,8517.0
2019-12-01,871.803,9502.0,9502.0
2020-01-01,718.973,7876.0,7876.0
2020-02-01,687.572,7532.0,7532.0
2020-03-01,765.257,8383.0,8383.0
2020-04-01,709.567,7773.0,7773.0
2020-05-01,698.156,7648.0,7648.0
2020-06-01,616.206,6750.0,6750.0
2020-07-01,668.425,7322.0,7322.0
2020-08-01,675.014,7395.0,7395.0
2020-09-01,623.853,6834.0,6834.0
2020-10-01,629.781,6899.0,6899.0
2020-11-01,652.001,7142.0,7142.0
2020-12-01,752.195,8240.0,8240.0
2021-01-01,810.995,8442.0,8442.0
2021-02-01,757.116,7881.0,7881.0
2021-03-01,806.251,8393.0,8393.0
2021-04-01,792.853,8254.0,8254.0
2021-05-01,799.869,8327.0,8327.0
2021-06-01,734.697,7648.0,7648.0
2021-07-01,757.883,7890.0,7890.0
2021-08-01,733.32,7634.0,7634.0
2021-09-01,675.108,7028.0,7028.0
2021-10-01,716.774,7462.0,7462.0
2021-11-01,715.112,7445.0,7445.0
2021-12-01,842.022,8766.0,8766.0
2022-01-01,726.624,7491.0,7491.0
2022-02-01,696.754,7183.0,7183.0
2022-03-01,743.679,7667.0,7667.0
2022-04-01,721.486,7438.0,7438.0
2022-05-01,659.342,6797.0,6797.0
2022-06-01,683.606,7048.0,7048.0
2022-07-01,751.638,7749.0,7749.0
2022-08-01,688.993,7103.0,7103.0
2022-09-01,629.362,6488.0,6488.0
2022-10-01,684.379,7056.0,7056.0
2022-11-01,680.74,7018.0,7018.0
2022-12-01,723.397,7458.0,7458.0
2023-01-01,703.864,8204.0,8204.0
2023-02-01,646.343,7533.0,7533.0
2023-03-01,649.926,7575.0,7575.0
2023-04-01,650.163,7578.0,7578.0
2023-05-01,719.621,8387.0,8387.0
2023-06-01,639.279,7451.0,7451.0
2023-07-01,664.232,7742.0,7742.0
2023-08-01,643.959,7506.0,7506.0
2023-09-01,586.809,6840.0,6840.0
2023-10-01,659.685,7689.0,7689.0
2023-11-01,661.243,7707.0,7707.0
2023-12-01,708.876,8263.0,8263.0
2024-01-01,1033.367,11267.0,11267.0
2024-02-01,972.413,10602.0,10602.0
2024-03-01,931.101,10152.0,10152.0
2024-04-01,940.467,10254.0,10254.0
2024-05-01,981.788,10704.0,10704.0
2024-06-01,842.253,9183.0,9183.0
2024-07-01,908.225,9902.0,9902.0
2024-08-01,941.315,10263.0,10263.0
2024-09-01,859.93,9376.0,9376.0
2024-10-01,922.244,10055.0,10055.0
2024-11-01,976.449,10646.0,10646.0
2024-12-01,946.448,10319.0,10319.0
