PLANT ID,PLANT NAME,REPORTED PRIME MOVER,REPORTED FUEL TYPE CODE,MER FUEL TYPE CODE,NUCLEAR UNIT ID,COMBINED HEAT AND POWER PLANT,YEAR,file,variable,value,MONTH,period,energy_type,prime_mover_type,mer_type,common_name,sensor_name
58784,South Canal Hydro-3,HY,WAT,HYC,,N,2013,EIA923_Schedules_2_3_4_5_2013_Final_Revision.xlsx,TOT MMBTU AUG,5722,AUG,2013-08-01,Hydroelectric,Hydroelectric Turbine (including turbines associated with delivery of water by pipeline),Hydroelectric Conventional,total-fuel-consumed,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
58784,South Canal Hydro-3,HY,WAT,HYC,,N,2013,EIA923_Schedules_2_3_4_5_2013_Final_Revision.xlsx,ELEC MMBTU AUG,5722,AUG,2013-08-01,Hydroelectric,Hydroelectric Turbine (including turbines associated with delivery of water by pipeline),Hydroelectric Conventional,quantity-consumed-electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity
58784,South Canal Hydro-3,HY,WAT,HYC,,N,2013,EIA923_Schedules_2_3_4_5_2013_Final_Revision.xlsx,NETGEN AUG,599.703,AUG,2013-08-01,Hydroelectric,Hydroelectric Turbine (including turbines associated with delivery of water by pipeline),Hydroelectric Conventional,generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation
58784,South Canal Hydro-3,HY,WAT,HYC,,N,2013,EIA923_Schedules_2_3_4_5_2013_Final_Revision.xlsx,NETGEN SEP,1084.99,SEP,2013-09-01,Hydroelectric,Hydroelectric Turbine (including turbines associated with delivery of water by pipeline),Hydroelectric Conventional,generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation
58784,South Canal Hydro-3,HY,WAT,HYC,,N,2013,EIA923_Schedules_2_3_4_5_2013_Final_Revision.xlsx,TOT MMBTU SEP,10352,SEP,2013-09-01,Hydroelectric,Hydroelectric Turbine (including turbines associated with delivery of water by pipeline),Hydroelectric Conventional,total-fuel-consumed,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
58784,South Canal Hydro-3,HY,WAT,HYC,,N,2013,EIA923_Schedules_2_3_4_5_2013_Final_Revision.xlsx,ELEC MMBTU SEP,10352,SEP,2013-09-01,Hydroelectric,Hydroelectric Turbine (including turbines associated with delivery of water by pipeline),Hydroelectric Conventional,quantity-consumed-electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity
58784,South Canal Hydro-3,HY,WAT,HYC,,N,2013,EIA923_Schedules_2_3_4_5_2013_Final_Revision.xlsx,NETGEN OCT,286.989,OCT,2013-10-01,Hydroelectric,Hydroelectric Turbine (including turbines associated with delivery of water by pipeline),Hydroelectric Conventional,generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation
58784,South Canal Hydro-3,HY,WAT,HYC,,N,2013,EIA923_Schedules_2_3_4_5_2013_Final_Revision.xlsx,TOT MMBTU OCT,2738,OCT,2013-10-01,Hydroelectric,Hydroelectric Turbine (including turbines associated with delivery of water by pipeline),Hydroelectric Conventional,total-fuel-consumed,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
58784,South Canal Hydro-3,HY,WAT,HYC,,N,2013,EIA923_Schedules_2_3_4_5_2013_Final_Revision.xlsx,ELEC MMBTU OCT,2738,OCT,2013-10-01,Hydroelectric,Hydroelectric Turbine (including turbines associated with delivery of water by pipeline),Hydroelectric Conventional,quantity-consumed-electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity
58784,South Canal Hydro-3,HY,WAT,HYC,,N,2013,EIA923_Schedules_2_3_4_5_2013_Final_Revision.xlsx,TOT MMBTU NOV,2614,NOV,2013-11-01,Hydroelectric,Hydroelectric Turbine (including turbines associated with delivery of water by pipeline),Hydroelectric Conventional,total-fuel-consumed,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
58784,South Canal Hydro-3,HY,WAT,HYC,,N,2013,EIA923_Schedules_2_3_4_5_2013_Final_Revision.xlsx,ELEC MMBTU NOV,2614,NOV,2013-11-01,Hydroelectric,Hydroelectric Turbine (including turbines associated with delivery of water by pipeline),Hydroelectric Conventional,quantity-consumed-electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity
58784,South Canal Hydro-3,HY,WAT,HYC,,N,2013,EIA923_Schedules_2_3_4_5_2013_Final_Revision.xlsx,NETGEN NOV,273.994,NOV,2013-11-01,Hydroelectric,Hydroelectric Turbine (including turbines associated with delivery of water by pipeline),Hydroelectric Conventional,generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation
58784,South Canal Hydro-3,HY,WAT,HYC,,N,2013,EIA923_Schedules_2_3_4_5_2013_Final_Revision.xlsx,NETGEN DEC,1786.324,DEC,2013-12-01,Hydroelectric,Hydroelectric Turbine (including turbines associated with delivery of water by pipeline),Hydroelectric Conventional,generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation
58784,South Canal Hydro-3,HY,WAT,HYC,,N,2013,EIA923_Schedules_2_3_4_5_2013_Final_Revision.xlsx,ELEC MMBTU DEC,17043,DEC,2013-12-01,Hydroelectric,Hydroelectric Turbine (including turbines associated with delivery of water by pipeline),Hydroelectric Conventional,quantity-consumed-electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity
58784,South Canal Hydro-3,HY,WAT,HYC,,N,2013,EIA923_Schedules_2_3_4_5_2013_Final_Revision.xlsx,TOT MMBTU DEC,17043,DEC,2013-12-01,Hydroelectric,Hydroelectric Turbine (including turbines associated with delivery of water by pipeline),Hydroelectric Conventional,total-fuel-consumed,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
58784,South Canal Hydro-3,HY,WAT,HYC,,N,2014,EIA923_Schedules_2_3_4_5_M_12_2014_Final_Revision.xlsx,NETGEN JAN,1171.201,JAN,2014-01-01,Hydroelectric,Hydroelectric Turbine (including turbines associated with delivery of water by pipeline),Hydroelectric Conventional,generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation
58784,South Canal Hydro-3,HY,WAT,HYC,,N,2014,EIA923_Schedules_2_3_4_5_M_12_2014_Final_Revision.xlsx,ELEC MMBTU JAN,11138,JAN,2014-01-01,Hydroelectric,Hydroelectric Turbine (including turbines associated with delivery of water by pipeline),Hydroelectric Conventional,quantity-consumed-electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity
