measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2022-01-01,53.881,507.0,507.0
2022-02-01,24.766,234.0,234.0
2022-03-01,34.772,331.0,331.0
2022-04-01,26.367,251.0,251.0
2022-05-01,44.765,428.0,428.0
2022-06-01,37.964,359.0,359.0
2022-07-01,35.144,336.0,336.0
2022-08-01,17.222,165.0,165.0
2022-09-01,47.976,456.0,456.0
2022-10-01,40.06,382.0,382.0
2022-11-01,49.374,467.0,467.0
2022-12-01,59.089,559.0,559.0
2023-01-01,46.096,433.0,433.0
2023-02-01,21.132,194.0,194.0
2023-03-01,41.752,388.0,388.0
2023-04-01,92.253,855.0,855.0
2023-05-01,52.482,490.0,490.0
2023-06-01,40.737,376.0,376.0
2023-07-01,45.909,428.0,428.0
2023-08-01,60.039,559.0,559.0
2023-09-01,59.173,547.0,547.0
2023-10-01,28.306,262.0,262.0
2023-11-01,47.354,439.0,439.0
2023-12-01,63.767,593.0,593.0
2024-01-01,54.577,490.0,490.0
2024-02-01,12.135,110.0,110.0
2024-03-01,12.521,110.0,110.0
2024-04-01,17.143,154.0,154.0
2024-05-01,24.326,220.0,220.0
2024-06-01,19.324,171.0,171.0
2024-07-01,16.894,149.0,149.0
2024-08-01,15.779,143.0,143.0
2024-09-01,16.271,143.0,143.0
2024-10-01,15.918,143.0,143.0
2024-11-01,13.033,116.0,116.0
2024-12-01,15.079,138.0,138.0
