measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2022-01-01,21.838,251.0,251.0
2022-02-01,19.442,223.0,223.0
2022-03-01,15.482,177.0,177.0
2022-04-01,16.139,185.0,185.0
2022-05-01,23.841,273.0,273.0
2022-06-01,29.022,332.0,332.0
2022-07-01,34.199,391.0,391.0
2022-08-01,34.377,393.0,393.0
2022-09-01,28.978,332.0,332.0
2022-10-01,22.396,256.0,256.0
2022-11-01,20.991,241.0,241.0
2022-12-01,23.295,267.0,267.0
2024-01-01,24.106,335.0,335.0
2024-02-01,16.643,231.0,231.0
2024-03-01,18.887,262.0,262.0
2024-04-01,17.745,246.0,246.0
2024-05-01,23.709,329.0,329.0
2024-06-01,26.748,371.0,371.0
2024-07-01,28.913,401.0,401.0
2024-08-01,32.67,453.0,453.0
2024-09-01,27.107,376.0,376.0
2024-10-01,23.481,326.0,326.0
2024-11-01,18.811,261.0,261.0
2024-12-01,20.18,280.0,280.0
