measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2003-01-01,26798.0,312701.0,312701.0,,,,103651.0,1209509.0,1209509.0,48388.0,0.0,0.0
2003-02-01,19394.0,228474.0,228474.0,,,,96466.0,1136432.0,1136432.0,44399.0,0.0,0.0
2003-03-01,6955.0,83195.0,83195.0,,,,110389.0,1320566.0,1320566.0,47253.0,0.0,0.0
2003-04-01,0.0,0.0,0.0,,,,93481.0,1396055.0,1396055.0,37577.0,0.0,0.0
2003-05-01,0.0,0.0,0.0,,,,111639.0,1354628.0,1354628.0,46640.0,0.0,0.0
2003-06-01,0.0,0.0,0.0,,,,104317.0,1277623.0,1277623.0,45165.0,0.0,0.0
2003-07-01,0.0,0.0,0.0,,,,106919.0,1308198.0,1308198.0,46605.0,0.0,0.0
2003-08-01,0.0,0.0,0.0,,,,63693.0,780174.0,780174.0,27390.0,0.0,0.0
2003-09-01,7.0,87.0,87.0,,,,22311.0,290552.0,290552.0,9079.0,0.0,0.0
2003-10-01,0.0,0.0,0.0,,,,105145.0,1265344.0,1265344.0,42789.0,0.0,0.0
2003-11-01,0.0,0.0,0.0,,,,92265.0,1047388.0,1111698.0,34819.0,0.0,0.0
2003-12-01,22.0,246.0,261.0,,,,108109.0,1195165.0,1267386.0,40416.0,0.0,0.0
2004-01-01,28734.60343,335861.75,349113.6,10444.57666,0.0,0.0,80273.02657,938263.85,975284.22,29177.98334,0.0,0.0
2004-02-01,697.55079,8215.85,8636.2,260.84993,0.0,0.0,94444.89921,1112384.72,1169298.42,35317.78007,0.0,0.0
2004-03-01,0.0,0.0,0.0,0.0,0.0,0.0,76784.23,913558.38,962822.88,29784.82,0.0,0.0
2004-04-01,0.0,0.0,0.0,0.0,0.0,0.0,97022.31,1161836.04,1232460.9,38509.0,0.0,0.0
2004-05-01,4.55021,55.23,58.0,1.8926699999999999,0.0,0.0,98009.09979,1189653.64,1249289.88,40767.20733,0.0,0.0
2004-06-01,2.76878,34.03,34.8,1.20076,0.0,0.0,70244.63122,863316.68,882885.44,30463.58924,0.0,0.0
2004-07-01,0.0,0.0,0.0,0.0,0.0,0.0,23998.77,291583.65,317199.6,10015.25,0.0,0.0
2004-08-01,0.0,0.0,0.0,0.0,0.0,0.0,22363.35,275343.91,294900.81,9756.26,0.0,0.0
2004-09-01,0.0,0.0,0.0,0.0,0.0,0.0,55910.8,678635.05,728578.65,23253.81,0.0,0.0
2004-10-01,3.21989,38.79,40.6,1.3046799999999998,0.0,0.0,55312.97011,666297.96,697448.43,22412.48532,0.0,0.0
2004-11-01,30.09132,361.72,377.0,12.10459,0.0,0.0,75624.08868,909063.96,947458.62,30420.67541,0.0,0.0
2004-12-01,3.2831599999999996,39.07,40.6,1.27403,0.0,0.0,108415.55684,1290035.25,1340682.9,42070.53597,0.0,0.0
2005-01-01,25865.40258,308041.6,317579.0,10068.48145,0.0,0.0,75583.98742,900160.45,928030.68,29422.15855,0.0,0.0
2005-02-01,176.6789,2077.48,2192.4,65.66436,0.0,0.0,88709.2711,1043086.86,1100789.1,32969.62564,0.0,0.0
2005-03-01,0.0,0.0,0.0,0.0,0.0,0.0,58935.26,696155.35,731721.48,22273.14,0.0,0.0
2005-04-01,0.0,0.0,0.0,0.0,0.0,0.0,80943.59,987082.09,1018905.72,34202.2,0.0,0.0
2005-05-01,0.0,0.0,0.0,0.0,0.0,0.0,55854.54,685910.92,711444.71,24158.82,0.0,0.0
2005-06-01,0.0,0.0,0.0,0.0,0.0,0.0,62416.59,785419.89,826601.34,29204.76,0.0,0.0
2005-07-01,0.0,0.0,0.0,0.0,0.0,0.0,60743.34,762952.0,791896.38,28257.07,0.0,0.0
2005-08-01,4.83969,60.55,63.8,2.22362,0.0,0.0,50093.72031,626728.72,660369.02,23015.87638,0.0,0.0
2005-09-01,0.0,0.0,0.0,0.0,0.0,0.0,21163.46,263344.96,281293.37,9556.44,0.0,0.0
2005-10-01,94.78365,1135.36,1311.0,37.6595,0.0,0.0,5190.74635,62177.19,71795.81,2062.3905,0.0,0.0
2005-11-01,0.0,0.0,0.0,0.0,0.0,0.0,7361.33,89455.8,96742.92,3073.93,0.0,0.0
2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-01,470.31038,5629.0,6275.6,186.32729,0.0,0.0,7704.84962,92216.92,102809.88,3052.50271,0.0,0.0
2006-02-01,0.0,0.0,0.0,0.0,0.0,0.0,10176.27,120804.41,141307.79,3915.89,0.0,0.0
2006-03-01,149.25178,1676.2,1676.2,57.34706,0.0,0.0,4500.92822,50548.51,50548.51,1729.39294,0.0,0.0
2006-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-01,0.0,0.0,0.0,0.0,0.0,0.0,27236.63,330116.67,355022.7,11272.37,0.0,0.0
2006-06-01,0.0,0.0,0.0,0.0,0.0,0.0,28166.86,348002.84,356939.86,12428.61,0.0,0.0
2006-07-01,0.0,0.0,0.0,0.0,0.0,0.0,65596.25,812752.22,842047.92,29213.49,0.0,0.0
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,32917.92,406542.42,412505.27,14506.35,0.0,0.0
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,6279.78,76018.3,81477.5,2587.96,0.0,0.0
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0,19977.15,246390.1,251352.65,8764.92,0.0,0.0
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,37530.27,455752.25,461990.56,15634.46,0.0,0.0
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,10889.22,129759.96,135622.79,4247.63,0.0,0.0
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,11526.51,135598.0,141732.0,4291.28,0.0,0.0
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2418.21,28770.0,30058.0,937.99,0.0,0.0
2007-04-01,0.0,0.0,0.0,0.0,0.0,0.0,22031.61,262164.0,269712.0,8550.55,0.0,0.0
2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0,12662.38,153883.0,157491.0,5288.44,0.0,0.0
2007-06-01,0.0,0.0,0.0,0.0,0.0,0.0,17312.56,211624.0,216189.0,7373.94,0.0,0.0
2007-07-01,0.0,0.0,0.0,0.0,0.0,0.0,46357.27,564167.0,584311.0,19454.32,0.0,0.0
2007-08-01,0.0,0.0,0.0,0.0,0.0,0.0,57879.9,706067.0,720492.0,24484.74,0.0,0.0
2007-09-01,0.0,0.0,0.0,0.0,0.0,0.0,45518.22,555569.0,566072.0,19290.39,0.0,0.0
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,23262.54,284583.0,291817.0,9934.74,0.0,0.0
