measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2001-01-01,1013.2470000000001,14870.0,17283.0
2001-02-01,823.551,12086.0,14048.0
2001-03-01,925.863,13588.0,15793.0
2001-04-01,956.94,14044.0,16323.0
2001-05-01,1042.11,15294.0,17776.0
2001-06-01,1056.268,15501.0,18017.0
2001-07-01,1107.652,16256.0,18894.0
2001-08-01,1111.453,16311.0,18959.0
2001-09-01,1009.719,14818.0,17223.0
2001-10-01,897.575,13173.0,15310.0
2001-11-01,887.0440000000001,13018.0,15131.0
2001-12-01,959.5780000000001,14082.0,16368.0
2002-01-01,1092.443,13526.0,15852.0
2002-02-01,972.2560000000001,12038.0,14108.0
2002-03-01,1152.372,14268.0,16721.0
2002-04-01,1111.403,13761.0,16127.0
2002-05-01,1113.416,13786.0,16156.0
2002-06-01,1108.843,13729.0,16089.0
2002-07-01,1246.373,15432.0,18085.0
2002-08-01,1245.7820000000002,15425.0,18076.0
2002-09-01,1239.564,15348.0,17986.0
2002-10-01,1177.6870000000001,14582.0,17088.0
2002-11-01,1022.5790000000001,12661.0,14838.0
2002-12-01,1048.2820000000002,12980.0,15211.0
