measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2019-09-01,-8.401,0.0,0.0
2019-10-01,-8.203,0.0,0.0
2019-11-01,-8.672,0.0,0.0
2019-12-01,-8.724,0.0,0.0
2020-01-01,-36.269,0.0,0.0
2020-02-01,-32.109,0.0,0.0
2020-03-01,-36.915,0.0,0.0
2020-04-01,-34.658,0.0,0.0
2020-05-01,-35.461,0.0,0.0
2020-06-01,-31.604,0.0,0.0
2020-07-01,-35.197,0.0,0.0
2020-08-01,-35.803,0.0,0.0
2020-09-01,-34.794,0.0,0.0
2020-10-01,-36.997,0.0,0.0
2020-11-01,-34.869,0.0,0.0
2020-12-01,-36.324,0.0,0.0
2021-01-01,-28.006,0.0,0.0
2021-02-01,-24.682,0.0,0.0
2021-03-01,-27.994,0.0,0.0
2021-04-01,-23.284,0.0,0.0
2021-05-01,-27.604,0.0,0.0
2021-06-01,-27.078,0.0,0.0
2021-07-01,-27.049,0.0,0.0
2021-08-01,-26.962,0.0,0.0
2021-09-01,-26.32,0.0,0.0
2021-10-01,-28.003,0.0,0.0
2021-11-01,-26.605,0.0,0.0
2021-12-01,-29.413,0.0,0.0
2022-01-01,-28.29,0.0,0.0
2022-02-01,-24.859,0.0,0.0
2022-03-01,-26.741,0.0,0.0
2022-04-01,-28.968,0.0,0.0
2022-05-01,-28.427,0.0,0.0
2022-06-01,-28.597,0.0,0.0
2022-07-01,-29.355,0.0,0.0
2022-08-01,-28.632,0.0,0.0
2022-09-01,-28.14,0.0,0.0
2022-10-01,-29.298,0.0,0.0
2022-11-01,-26.887,0.0,0.0
2022-12-01,-29.806,0.0,0.0
2023-01-01,-27.0,0.0,0.0
2023-02-01,-28.0,0.0,0.0
2023-03-01,-27.0,0.0,0.0
2023-04-01,-23.0,0.0,0.0
2023-05-01,-26.0,0.0,0.0
2023-06-01,-19.0,0.0,0.0
2023-07-01,0.0,0.0,0.0
2023-08-01,-21.0,0.0,0.0
2023-09-01,0.0,0.0,0.0
2023-10-01,-21.0,0.0,0.0
2023-11-01,-20.0,0.0,0.0
2023-12-01,-24.0,0.0,0.0
2024-01-01,-89.0,0.0,0.0
2024-02-01,-18.0,0.0,0.0
2024-03-01,-19.0,0.0,0.0
2024-04-01,-17.0,0.0,0.0
2024-05-01,-18.0,0.0,0.0
2024-06-01,-4.0,0.0,0.0
2024-07-01,-12.0,0.0,0.0
2024-08-01,-16.0,0.0,0.0
2024-09-01,-22.0,0.0,0.0
2024-10-01,-21.0,0.0,0.0
2024-11-01,-22.0,0.0,0.0
2024-12-01,-26.0,0.0,0.0
