measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2023-01-01,-1.0,0.0,0.0,194.0,662.0,662.0
2023-02-01,-4.0,0.0,0.0,185.0,631.0,631.0
2023-03-01,-15.0,0.0,0.0,266.0,908.0,908.0
2023-04-01,-3.0,0.0,0.0,143.0,488.0,488.0
2023-05-01,-9.0,0.0,0.0,5.0,17.0,17.0
2023-06-01,-5.0,0.0,0.0,56.0,191.0,191.0
2023-07-01,-11.0,0.0,0.0,161.0,549.0,549.0
2023-08-01,-16.0,0.0,0.0,187.0,638.0,638.0
2023-09-01,-14.0,0.0,0.0,114.0,389.0,389.0
2023-10-01,-11.0,0.0,0.0,169.0,577.0,577.0
2023-11-01,-14.0,0.0,0.0,66.0,225.0,225.0
2023-12-01,-14.0,0.0,0.0,72.0,246.0,246.0
2024-01-01,-13.0,0.0,0.0,114.0,389.0,389.0
2024-02-01,-14.0,0.0,0.0,126.0,430.0,430.0
2024-03-01,-13.0,0.0,0.0,129.0,440.0,440.0
2024-04-01,-11.0,0.0,0.0,195.0,665.0,665.0
2024-05-01,-20.0,0.0,0.0,236.0,805.0,805.0
2024-06-01,-16.0,0.0,0.0,290.0,989.0,989.0
2024-07-01,-12.0,0.0,0.0,214.0,730.0,730.0
2024-08-01,-20.0,0.0,0.0,198.0,676.0,676.0
2024-09-01,-11.0,0.0,0.0,118.0,403.0,403.0
2024-10-01,-9.0,0.0,0.0,290.0,989.0,989.0
2024-11-01,-17.0,0.0,0.0,232.0,792.0,792.0
2024-12-01,-14.0,0.0,0.0,216.0,737.0,737.0
