measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2024-01-01,110.0,375.0,375.0
2024-02-01,169.0,577.0,577.0
2024-03-01,205.0,699.0,699.0
2024-04-01,232.0,792.0,792.0
2024-05-01,264.0,901.0,901.0
2024-06-01,264.0,901.0,901.0
2024-07-01,280.0,955.0,955.0
2024-08-01,254.0,867.0,867.0
2024-09-01,225.0,768.0,768.0
2024-10-01,216.0,737.0,737.0
2024-11-01,133.0,454.0,454.0
2024-12-01,127.0,433.0,433.0
