measured_on,"Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,15940.0,260943.0,260943.0
2003-02-01,14590.0,237564.0,237564.0
2003-03-01,13559.436,191655.0,191655.0
2003-04-01,12720.0,166786.0,166786.0
2003-05-01,10370.0,136713.0,136713.0
2003-06-01,14250.0,201185.0,201185.0
2003-07-01,15740.0,240487.0,240487.0
2003-08-01,14020.0,216857.0,216857.0
2003-09-01,15130.0,236475.0,236475.0
2003-10-01,15760.0,242098.0,242098.0
2003-11-01,15100.0,225607.0,225607.0
2003-12-01,14220.0,209826.0,209826.0
2004-01-01,15562.305,257169.0,257169.0
2004-02-01,15193.672,251077.0,251077.0
2004-03-01,16330.943,269871.0,269871.0
2004-04-01,11167.473,184544.0,184544.0
2004-05-01,14998.898000000001,247859.0,247859.0
2004-06-01,14204.116,234725.0,234725.0
2004-07-01,15232.887999999999,251725.0,251725.0
2004-08-01,15232.887999999999,251725.0,251725.0
2004-09-01,14800.203000000001,244575.0,244575.0
2004-10-01,14536.147,240212.0,240212.0
2004-11-01,14587.128,241054.0,241054.0
2004-12-01,14643.338,241983.0,241983.0
2005-01-01,14499.728,234985.79,234985.79
2005-02-01,13456.59,218080.48,218080.48
2005-03-01,14548.74,235780.08,235780.08
2005-04-01,12508.653,202717.99,202717.99
2005-05-01,13881.753,224970.75,224970.75
2005-06-01,13439.484,217803.24,217803.24
2005-07-01,14884.297,241218.21,241218.21
2005-08-01,15324.509,248352.38,248352.38
2005-09-01,14425.794,233787.6,233787.6
2005-10-01,13750.251,222839.6,222839.6
2005-11-01,14003.8,226948.68,226948.68
2005-12-01,15128.401,245174.21,245174.21
2006-01-01,16317.365000000002,276765.0,276765.0
2006-02-01,14925.579000000002,253158.0,253158.0
2006-03-01,15009.962,254590.0,254590.0
2006-04-01,9894.964,167832.0,167832.0
2006-05-01,13109.208,222350.0,222350.0
2006-06-01,13165.409,223303.0,223303.0
2006-07-01,15058.978,255421.0,255421.0
2006-08-01,16753.38,284160.0,284160.0
2006-09-01,14296.514,242488.0,242488.0
2006-10-01,15386.733,260980.0,260980.0
2006-11-01,14472.303,245470.0,245470.0
2006-12-01,15757.604,267271.0,267271.0
2007-01-01,15660.0,256788.0,256788.0
2007-02-01,14139.0,233451.0,233451.0
2007-03-01,11550.0,191079.0,191079.0
2007-04-01,13613.0,224910.0,224910.0
2007-05-01,15485.0,254691.0,254691.0
2007-06-01,15028.0,248463.0,248463.0
2007-07-01,15465.0,256041.0,256041.0
2007-08-01,15364.0,253998.0,253998.0
2007-09-01,14363.0,237465.0,237465.0
2007-10-01,13643.0,225828.0,225828.0
2007-11-01,14654.0,241497.0,241497.0
2007-12-01,15588.0,256734.0,256734.0
2008-01-01,15392.0,253485.0,253485.0
2008-02-01,13870.0,228942.0,228942.0
2008-03-01,15392.0,253611.0,253611.0
2008-04-01,6799.0,109638.0,109638.0
2008-05-01,12478.0,199890.0,199890.0
2008-06-01,12807.0,206757.0,206757.0
2008-07-01,12558.0,204003.0,204003.0
2008-08-01,13884.0,227124.0,227124.0
2008-09-01,13970.0,228699.0,228699.0
2008-10-01,13642.0,226035.0,226035.0
2008-11-01,12749.0,210078.0,210078.0
2008-12-01,12452.0,206352.0,206352.0
2009-01-01,12540.0,209583.0,209583.0
2009-02-01,11815.0,196047.0,196047.0
2009-03-01,11835.0,198072.0,198072.0
2009-04-01,10851.0,182403.0,182403.0
2009-05-01,12898.0,218988.0,218988.0
2009-06-01,14427.0,245925.0,245925.0
2009-07-01,14664.0,257463.0,257463.0
2009-08-01,14913.0,269298.0,269298.0
2009-09-01,14373.0,259308.0,259308.0
2009-10-01,14636.0,263601.0,263601.0
2009-11-01,12287.0,221706.0,221706.0
2009-12-01,13647.0,243900.0,243900.0
2010-01-01,14131.0,241911.0,241911.0
2010-02-01,12980.0,221202.0,221202.0
2010-03-01,14139.0,240984.0,240984.0
2010-04-01,10287.0,176517.0,176517.0
2010-05-01,9641.0,163305.0,163305.0
2010-06-01,12592.0,215559.0,215559.0
2010-07-01,14534.0,248076.0,248076.0
2010-08-01,14875.0,253584.0,253584.0
2010-09-01,14452.0,243270.0,243270.0
2010-10-01,14001.0,236934.0,236934.0
2010-11-01,12261.0,207459.0,207459.0
2010-12-01,13860.0,235413.0,235413.0
2011-01-01,14339.0,240876.0,240876.0
2011-02-01,12695.0,212679.0,212679.0
2011-03-01,13482.0,224262.0,224262.0
2011-04-01,7216.0,121104.0,121104.0
2011-05-01,12201.0,203238.0,203238.0
2011-06-01,12050.0,200295.0,200295.0
2011-07-01,13441.0,222912.0,222912.0
2011-08-01,14299.0,238689.0,238689.0
2011-09-01,13431.0,227529.0,227529.0
2011-10-01,10350.0,176526.0,176526.0
2011-11-01,11472.0,191997.0,191997.0
2011-12-01,14146.0,241164.0,241164.0
2012-01-01,13951.0,236475.0,236475.0
2012-02-01,13149.0,224253.0,224253.0
2012-03-01,14047.0,239769.0,239769.0
2012-04-01,8653.0,148383.0,148383.0
2012-05-01,14673.0,259398.0,259398.0
2012-06-01,13537.0,245925.0,245925.0
2012-07-01,13838.0,250704.0,250704.0
2012-08-01,14511.0,261963.0,261963.0
2012-09-01,13325.0,242694.0,242694.0
2012-10-01,12603.0,229770.0,229770.0
2012-11-01,14175.0,258381.0,258381.0
2012-12-01,13387.0,246438.0,246438.0
2013-01-01,13063.0,238788.0,238788.0
2013-02-01,12228.0,225864.0,225864.0
2013-03-01,12957.0,237339.0,237339.0
2013-04-01,14256.0,258660.0,258660.0
2013-05-01,14761.0,268830.0,268830.0
2013-06-01,11800.0,212742.0,212742.0
2013-07-01,13605.0,245286.0,245286.0
2013-08-01,14004.0,251775.0,251775.0
2013-09-01,14145.0,250524.0,250524.0
2013-10-01,10579.0,188748.0,188748.0
2013-11-01,14179.0,249309.0,249309.0
2013-12-01,14403.0,254682.0,254682.0
2014-01-01,14172.0,255834.0,255834.0
2014-02-01,13339.0,237366.0,237366.0
2014-03-01,14635.0,261603.0,261603.0
2014-04-01,14136.0,248598.0,248598.0
2014-05-01,13168.0,232794.0,232794.0
2014-06-01,12893.0,228780.0,228780.0
2014-07-01,14819.0,262764.0,262764.0
2014-08-01,14876.0,264546.0,264546.0
2014-09-01,14519.0,255330.0,255330.0
2014-10-01,12005.0,208818.0,208818.0
2014-11-01,14426.0,253467.0,253467.0
2014-12-01,13045.0,231651.0,231651.0
2015-01-01,13614.0,241875.0,241875.0
2015-02-01,12143.0,215883.0,215883.0
2015-03-01,14097.0,247239.0,247239.0
2015-04-01,5984.0,95490.0,95490.0
2015-05-01,12510.0,259344.0,259344.0
2015-06-01,12493.0,281313.0,281313.0
2015-07-01,14352.0,299844.0,299844.0
2015-08-01,14266.0,260289.0,260289.0
2015-09-01,11544.0,244971.0,244971.0
2015-10-01,14741.0,260028.0,260028.0
2015-11-01,14390.0,250632.0,250632.0
2015-12-01,14310.0,251676.0,251676.0
2016-01-01,13823.0,245340.0,245340.0
2016-02-01,12235.0,218520.0,218520.0
2016-03-01,4482.0,79740.0,79740.0
2016-04-01,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0
2016-06-01,2460.0,44982.0,44982.0
2016-07-01,14250.0,248310.0,248310.0
2016-08-01,15395.0,228780.0,228780.0
2016-09-01,15095.0,225990.0,225990.0
2016-10-01,13914.0,206640.0,206640.0
2016-11-01,14154.0,169560.0,169560.0
2016-12-01,13566.0,195480.0,195480.0
2017-01-01,8191.0,125343.0,125343.0
2017-02-01,11081.0,166095.0,166095.0
2017-03-01,14653.0,256959.0,256959.0
2017-04-01,8806.0,155187.0,155187.0
2017-05-01,11369.0,200718.0,200718.0
2017-06-01,14871.0,263106.0,263106.0
2017-07-01,13487.0,203301.0,203301.0
2017-08-01,15729.0,238554.0,238554.0
2017-09-01,15070.0,229140.0,229140.0
2017-10-01,13084.0,197829.0,197829.0
2017-11-01,14529.0,246915.0,246915.0
2017-12-01,14484.0,253431.0,253431.0
2018-01-01,8941.0,152478.0,152478.0
2018-02-01,13379.0,228708.0,228708.0
2018-03-01,14464.0,250254.0,250254.0
2018-04-01,14079.0,214020.0,214020.0
2018-05-01,11848.0,189864.0,189864.0
2018-06-01,9563.0,154566.0,154566.0
2018-07-01,7996.0,137988.0,137988.0
2018-08-01,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0
2018-11-01,492.0,9999.0,9999.0
2018-12-01,12093.0,208125.0,208125.0
2019-01-01,13471.0,231777.0,231777.0
2019-02-01,10343.0,180864.0,180864.0
2019-03-01,8958.0,150219.0,150219.0
2019-04-01,0.0,0.0,0.0
2019-05-01,0.0,0.0,0.0
2019-06-01,11981.0,210573.0,210573.0
2019-07-01,10118.0,173007.0,173007.0
2019-08-01,12672.0,217575.0,217575.0
2019-09-01,5355.0,94347.0,94347.0
2019-10-01,14262.0,248454.0,248454.0
2019-11-01,13424.0,226602.0,226602.0
2019-12-01,13088.0,223461.0,223461.0
2020-01-01,11590.0,166763.0,166763.0
2020-02-01,10839.0,169260.0,169260.0
2020-03-01,2301.0,35138.0,35138.0
2020-04-01,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0
2020-07-01,10014.0,151605.0,151605.0
2020-08-01,4510.0,77581.0,77581.0
2020-09-01,0.0,0.0,0.0
2020-10-01,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0
2020-12-01,7714.0,125252.0,125252.0
2021-01-01,2919.0,43868.0,43868.0
2021-02-01,11692.0,181215.0,181215.0
2021-03-01,5215.0,80655.0,80655.0
2021-04-01,4095.0,62828.0,62828.0
2021-05-01,0.0,0.0,0.0
2021-06-01,2092.0,32340.0,32340.0
2021-07-01,2048.0,32198.0,32198.0
2021-08-01,7513.0,96728.0,96728.0
2021-09-01,5696.0,86550.0,86550.0
2021-10-01,5560.0,85290.0,85290.0
2021-11-01,6512.0,93578.0,93578.0
2021-12-01,4225.0,66968.0,66968.0
2022-01-01,6506.0,84795.0,84795.0
2022-02-01,9910.0,138833.0,138833.0
2022-03-01,2630.0,37703.0,37703.0
2022-04-01,2891.0,40980.0,40980.0
2022-05-01,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0
