measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2018-01-01,675.874,4487.0,4487.0
2018-02-01,593.432,3940.0,3940.0
2018-03-01,617.191,4097.0,4097.0
2018-04-01,464.488,3084.0,3084.0
2018-05-01,424.012,2815.0,2815.0
2018-06-01,580.03,3851.0,3851.0
2018-07-01,1012.15,6720.0,6720.0
2018-08-01,936.329,6216.0,6216.0
2018-09-01,753.559,5003.0,5003.0
2018-10-01,842.307,5592.0,5592.0
2018-11-01,752.99,4999.0,4999.0
2018-12-01,758.638,5037.0,5037.0
2019-01-01,671.96,4860.0,4860.0
2019-02-01,623.05,4505.0,4505.0
2019-03-01,543.329,3929.0,3929.0
2019-04-01,381.253,2757.0,2757.0
2019-05-01,328.531,2375.0,2375.0
2019-06-01,439.305,3176.0,3176.0
2019-07-01,692.522,5008.0,5008.0
2019-08-01,813.45,5883.0,5883.0
2019-09-01,715.776,5176.0,5176.0
2019-10-01,733.109,5301.0,5301.0
2019-11-01,718.988,5200.0,5200.0
2019-12-01,745.727,5392.0,5392.0
2020-01-01,509.388,3862.0,3862.0
2020-02-01,449.838,3411.0,3411.0
2020-03-01,499.35,3787.0,3787.0
2020-04-01,353.141,2678.0,2678.0
2020-05-01,332.048,2517.0,2517.0
2020-06-01,467.095,3542.0,3542.0
2020-07-01,653.417,4954.0,4954.0
2020-08-01,812.57,6161.0,6161.0
2020-09-01,707.622,5365.0,5365.0
2020-10-01,734.883,5572.0,5572.0
2020-11-01,586.998,4451.0,4451.0
2020-12-01,650.65,4933.0,4933.0
2021-01-01,1136.906,8340.0,8340.0
2021-02-01,964.131,7072.0,7072.0
2021-03-01,1036.627,7604.0,7604.0
2021-04-01,919.835,6748.0,6748.0
2021-05-01,961.346,7051.0,7051.0
2021-06-01,1314.585,9643.0,9643.0
2021-07-01,1814.103,13307.0,13307.0
2021-08-01,1656.337,12150.0,12150.0
2021-09-01,1409.347,10338.0,10338.0
2021-10-01,1343.541,9855.0,9855.0
2021-11-01,1234.781,9058.0,9058.0
2021-12-01,1274.461,9348.0,9348.0
2022-01-01,1077.304,7758.0,7758.0
2022-02-01,894.448,6441.0,6441.0
2022-03-01,827.602,5960.0,5960.0
2022-04-01,847.741,6104.0,6104.0
2022-05-01,777.947,5601.0,5601.0
2022-06-01,1058.06,7619.0,7619.0
2022-07-01,1413.461,10177.0,10177.0
2022-08-01,1705.529,12281.0,12281.0
2022-09-01,1563.113,11255.0,11255.0
2022-10-01,1435.479,10336.0,10336.0
2022-11-01,1318.24,9491.0,9491.0
2022-12-01,1457.076,10492.0,10492.0
2023-01-01,731.687,5279.0,5279.0
2023-02-01,623.256,4495.0,4495.0
2023-03-01,599.029,4321.0,4321.0
2023-04-01,467.967,3375.0,3375.0
2023-05-01,303.1,2186.0,2186.0
2023-06-01,398.739,2876.0,2876.0
2023-07-01,923.002,6657.0,6657.0
2023-08-01,931.327,6717.0,6717.0
2023-09-01,659.219,4754.0,4754.0
2023-10-01,805.029,5806.0,5806.0
2023-11-01,756.235,5454.0,5454.0
2023-12-01,851.41,6141.0,6141.0
2024-01-01,663.0,4839.0,4839.0
2024-02-01,649.0,4696.0,4696.0
2024-03-01,697.0,5044.0,5044.0
2024-04-01,671.0,4861.0,4861.0
2024-05-01,682.0,4986.0,4986.0
2024-06-01,679.0,4984.0,4984.0
2024-07-01,718.0,5297.0,5297.0
2024-08-01,692.0,5171.0,5171.0
2024-09-01,642.0,4855.0,4855.0
2024-10-01,613.0,5152.0,5152.0
2024-11-01,643.0,4838.0,4838.0
2024-12-01,658.0,4932.0,4932.0
