measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2014-05-01,258.351,2457.0,2457.0
2014-06-01,286.534,2725.0,2725.0
2014-07-01,265.155,2522.0,2522.0
2014-08-01,286.909,2729.0,2729.0
2014-09-01,279.935,2662.0,2662.0
2014-10-01,252.79,2404.0,2404.0
2014-11-01,210.072,1998.0,1998.0
2014-12-01,143.254,1362.0,1362.0
2015-01-01,187.336,1746.0,1746.0
2015-02-01,236.102,2200.0,2200.0
2015-03-01,345.995,3224.0,3224.0
2015-04-01,388.329,3619.0,3619.0
2015-05-01,390.33,3637.0,3637.0
2015-06-01,402.17,3748.0,3748.0
2015-07-01,416.226,3879.0,3879.0
2015-08-01,421.283,3926.0,3926.0
2015-09-01,347.675,3240.0,3240.0
2015-10-01,292.889,2729.0,2729.0
2015-11-01,271.324,2528.0,2528.0
2015-12-01,223.341,2081.0,2081.0
2016-01-01,146.47,1352.0,1352.0
2016-02-01,244.474,2257.0,2257.0
2016-03-01,269.85,2491.0,2491.0
2016-04-01,314.358,2902.0,2902.0
2016-05-01,390.761,3608.0,3608.0
2016-06-01,374.784,3460.0,3460.0
2016-07-01,437.52,4039.0,4039.0
2016-08-01,431.462,3983.0,3983.0
2016-09-01,380.676,3514.0,3514.0
2016-10-01,320.908,2963.0,2963.0
2016-11-01,275.674,2545.0,2545.0
2016-12-01,201.063,1856.0,1856.0
2017-01-01,154.195,1421.0,1421.0
2017-02-01,172.231,1587.0,1587.0
2017-03-01,321.165,2959.0,2959.0
2017-04-01,338.373,3117.0,3117.0
2017-05-01,425.446,3920.0,3920.0
2017-06-01,461.059,4248.0,4248.0
2017-07-01,420.261,3872.0,3872.0
2017-08-01,388.386,3578.0,3578.0
2017-09-01,362.67,3341.0,3341.0
2017-10-01,334.103,3078.0,3078.0
2017-11-01,205.308,1892.0,1892.0
2017-12-01,195.803,1804.0,1804.0
2018-01-01,177.575,1617.0,1617.0
2018-02-01,249.962,2276.0,2276.0
2018-03-01,285.816,2602.0,2602.0
2018-04-01,357.306,3253.0,3253.0
2018-05-01,430.689,3921.0,3921.0
2018-06-01,464.039,4225.0,4225.0
2018-07-01,401.101,3652.0,3652.0
2018-08-01,403.893,3677.0,3677.0
2018-09-01,382.342,3481.0,3481.0
2018-10-01,301.235,2742.0,2742.0
2018-11-01,207.203,1886.0,1886.0
2018-12-01,164.839,1501.0,1501.0
2019-01-01,161.268,1436.0,1436.0
2019-02-01,188.173,1676.0,1676.0
2019-03-01,285.837,2545.0,2545.0
2019-04-01,332.447,2960.0,2960.0
2019-05-01,346.132,3082.0,3082.0
2019-06-01,418.452,3726.0,3726.0
2019-07-01,412.96,3677.0,3677.0
2019-08-01,404.445,3602.0,3602.0
2019-09-01,330.751,2945.0,2945.0
2019-10-01,303.905,2706.0,2706.0
2019-11-01,194.358,1731.0,1731.0
2019-12-01,125.272,1116.0,1116.0
2020-01-01,195.654,1715.0,1715.0
2020-02-01,265.217,2325.0,2325.0
2020-03-01,259.531,2275.0,2275.0
2020-04-01,327.082,2868.0,2868.0
2020-05-01,428.068,3753.0,3753.0
2020-06-01,426.27,3737.0,3737.0
2020-07-01,481.479,4221.0,4221.0
2020-08-01,398.892,3497.0,3497.0
2020-09-01,313.209,2746.0,2746.0
2020-10-01,289.508,2538.0,2538.0
2020-11-01,228.877,2007.0,2007.0
2020-12-01,181.213,1589.0,1589.0
2021-01-01,164.634,1456.0,1456.0
2021-02-01,215.664,1907.0,1907.0
2021-03-01,278.46,2463.0,2463.0
2021-04-01,348.559,3083.0,3083.0
2021-05-01,379.923,3360.0,3360.0
2021-06-01,369.054,3264.0,3264.0
2021-07-01,353.484,3126.0,3126.0
2021-08-01,347.687,3075.0,3075.0
2021-09-01,299.796,2651.0,2651.0
2021-10-01,249.528,2207.0,2207.0
2021-11-01,198.547,1756.0,1756.0
2021-12-01,135.664,1200.0,1200.0
2022-01-01,166.639,569.0,569.0
2022-02-01,198.766,678.0,678.0
2022-03-01,263.521,899.0,899.0
2022-04-01,297.26,1014.0,1014.0
2022-05-01,348.398,1189.0,1189.0
2022-06-01,362.77,1238.0,1238.0
2022-07-01,349.886,1194.0,1194.0
2022-08-01,324.867,1108.0,1108.0
2022-09-01,274.16,935.0,935.0
2022-10-01,252.581,862.0,862.0
2022-11-01,187.246,639.0,639.0
2022-12-01,130.906,447.0,447.0
2023-01-01,221.0,754.0,754.0
2023-02-01,231.0,788.0,788.0
2023-03-01,298.0,1017.0,1017.0
2023-04-01,365.0,1245.0,1245.0
2023-05-01,367.0,1252.0,1252.0
2023-06-01,361.0,1232.0,1232.0
2023-07-01,353.0,1204.0,1204.0
2023-08-01,330.0,1126.0,1126.0
2023-09-01,323.0,1102.0,1102.0
2023-10-01,282.0,962.0,962.0
2023-11-01,211.0,720.0,720.0
2023-12-01,171.0,583.0,583.0
2024-01-01,205.0,699.0,699.0
2024-02-01,203.0,693.0,693.0
2024-03-01,200.0,682.0,682.0
2024-04-01,232.0,792.0,792.0
2024-05-01,256.0,873.0,873.0
2024-06-01,244.0,833.0,833.0
2024-07-01,236.0,805.0,805.0
2024-08-01,178.0,607.0,607.0
2024-09-01,188.0,641.0,641.0
2024-10-01,208.0,710.0,710.0
2024-11-01,235.0,802.0,802.0
2024-12-01,248.0,846.0,846.0
