measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2021-04-01,199.091,1761.0,1761.0
2021-05-01,225.2,1992.0,1992.0
2021-06-01,224.265,1983.0,1983.0
2021-07-01,215.468,1906.0,1906.0
2021-08-01,188.47,1667.0,1667.0
2021-09-01,170.269,1506.0,1506.0
2021-10-01,136.44,1207.0,1207.0
2021-11-01,117.958,1043.0,1043.0
2021-12-01,105.839,936.0,936.0
2022-01-01,156.937,535.0,535.0
2022-02-01,191.58,654.0,654.0
2022-03-01,256.607,876.0,876.0
2022-04-01,303.682,1036.0,1036.0
2022-05-01,311.554,1063.0,1063.0
2022-06-01,322.865,1102.0,1102.0
2022-07-01,328.466,1121.0,1121.0
2022-08-01,336.606,1148.0,1148.0
2022-09-01,281.533,961.0,961.0
2022-10-01,233.228,796.0,796.0
2022-11-01,185.428,633.0,633.0
2022-12-01,140.514,479.0,479.0
2023-01-01,104.0,355.0,355.0
2023-02-01,172.0,587.0,587.0
2023-03-01,255.0,870.0,870.0
2023-04-01,297.0,1013.0,1013.0
2023-05-01,405.0,1382.0,1382.0
2023-06-01,315.0,1075.0,1075.0
2023-07-01,345.0,1177.0,1177.0
2023-08-01,317.0,1082.0,1082.0
2023-09-01,243.0,829.0,829.0
2023-10-01,210.0,717.0,717.0
2023-11-01,162.0,553.0,553.0
2023-12-01,95.0,324.0,324.0
2024-01-01,71.0,242.0,242.0
2024-02-01,140.0,478.0,478.0
2024-03-01,252.0,860.0,860.0
2024-04-01,287.0,979.0,979.0
2024-05-01,319.0,1088.0,1088.0
2024-06-01,375.0,1280.0,1280.0
2024-07-01,356.0,1215.0,1215.0
2024-08-01,315.0,1075.0,1075.0
2024-09-01,250.0,853.0,853.0
2024-10-01,259.0,884.0,884.0
2024-11-01,156.0,532.0,532.0
2024-12-01,102.0,348.0,348.0
